Type,Block,ID,Replicate,Family,dam,sire,Height,MSL_W,SB,MSD,Area,P2A2,Circularity,Nindents.Peri,IndentWidthMean,IndentDepthMean
Head,H1,H1-44,G,H1-A44,AH1-21,AH1-16,80,0.119786096,15,3.21,592.95,0.258203495,35.65,0.106206439,5.76,1.95
Head,H2,H2-17,H,H2-A17,AH2-36,AH2-06,80,0.16539924,16,2.9,203.09,0.134566038,51.45,0.10738255,6.99,0.61
Head,H2,H2-20,G,H2-A20,AH2-47,AH2-17,80,0.269527897,17,3.65,443.12,0.087024467,46.79,0.152998776,5.78,0.92
Head,H2,H2-24,G,H2-A24,AH2-42,AH2-21,80,0.311156602,18,3.29,768.34,0.033314778,49.88,0.085567598,7.07,0.86
Head,H2,H2-05,F,H2-A05,AH2-29,AH2-16,80,0.442144873,18,4.34,916.26,0.048449378,53.61,0.074375248,11.56,1.54
Head,H2,H2-25,H,H2-A25,AH2-40A,AH2-03,81,0.232356135,17,2.75,682.49,0.041366514,64.26,0.158490022,4.75,0.82
Head,H1,H1-40,F,H1-A40,AH1-39,AH1-17,83,0.215970962,16,3.96,538.05,0.06187662,49.25,0.14196055,6.17,1.13
Head,H1,H1-26,F,H1-A26,AH1-35,AH1-113,83,0.334391534,16,3.1,799.23,0.036231488,51.78,0.105173207,8.53,1.72
Head,H2,H2-28,H,H2-A28,AH2-39,AH2-05,83,0.177777778,17,3.51,362.3,0.106979369,38.75,0.135021097,6.47,0.51
Head,H1,H1-43,G,H1-A43,AH1-41,AH1-07,83,0.217636023,17,3.68,644.25,0.107478129,42.09,0.080488613,7.99,1.84
Head,H2,H2-01,G,H2-A01,AH2-28,AH2-21,83,0.276328502,17,3.18,712.15,0.03168265,57.3,0.157778479,5.55,0.69
Head,H2,H2-03,H,H2-A03,AH2-42,AH2-18,83,0.308285164,17,3.4,692.63,0.038810075,51.18,0.095272994,8.77,1.23
Head,H1,H1-29,H,H1-A29,AH1-32,AH1-11,83,0.319634703,17,3.13,651.09,0.082137452,48.31,0.085744909,7.83,1.81
Head,H2,H2-34,G,H2-A34,AH2-29,AH2-31,84,0.1472937,14,2.84,636.92,0.057871021,47.74,0.117478136,8.39,0.88
Head,H1,H1-37,G,H1-A37,AH1-43,AH1-13,84,0.102150538,15,3.43,441.87,0.106011127,41.48,0.11816223,7.41,1.34
Head,H2,H2-31,G,H2-A31,AH2-47,AH2-12,84,0.324786325,15,3.35,431.61,0.09184013,38.46,0.152905199,5.57,0.8
Head,H2,H2-21,F,H2-A21,AH2-45,AH2-02,84,0.109433962,17,2.54,373.16,0.085949722,45.48,0.173674589,5.57,0.57
Head,H2,H2-17,F,H2-A17,AH2-36,AH2-06,84,0.174344437,18,3.17,371.71,0.096066477,41.44,0.138876834,6.29,0.55
Head,H1,H1-38,F,H1-A38,AH1-38,AH1-10,84,0.205479452,18,3.36,635.4,0.045208102,43.87,0.125832717,7.06,0.61
Head,H1,H1-43,H,H1-A43,AH1-41,AH1-07,84,0.179079498,19,3.32,386.16,0.123469905,37.61,0.103176358,7.63,1.3
Head,H1,H1-18,Z,H1-A18,AH1-32,AH1-09,85,0.224586288,18,3.32,489.13,0.084399438,46.33,0.112596763,7.15,1.61
Head,H2,H2-30,F,H2-A30,AH2-23,AH2-11,85,0.317647059,19,3.19,890.74,0.029134919,53.85,0.138121547,7.04,0.9
Head,H1,H1-03,R,H1-A03,AH1-41,AH1-114,85,0.626506024,20,3.15,515.38,0.061866162,44.33,0.140416569,6.38,0.6
Head,H1,H1-42,F,H1-A42,AH1-19,AH1-118,86,0.154750245,16,2.83,965.27,0.047913762,41.65,0.108855128,7.4,1.46
Head,H1,H1-17,G,H1-A17,AH1-27,AH1-10,86,0.315132605,23,3.14,556.89,0.087001111,38.71,0.10349446,8.26,1.04
Head,H1,H1-19,G,H1-A19,AH1-08,AH1-142,87,0.115736041,15,2.94,699.77,0.084528809,37.55,0.068812976,10.36,2.42
Head,H2,H2-32,G,H2-A32,AH2-35,AH2-44,87,0.10400682,16,3.45,680.59,0.063571644,42.48,0.116550117,7.36,0.94
Head,H2,H2-16,F,H2-A16,AH2-46,AH2-20,87,0.290552585,21,2.6,481.69,0.0583843,46.91,0.137468855,6.45,0.62
Head,H2,H2-06,G,H2-A06,AH2-34,AH2-14,88,0.357281553,16,3.87,1249.3,0.023930428,46.57,0.098313153,5.67,0.73
Head,H2,H2-29,H,H2-A29,AH2-49,AH2-27,88,0.159241706,17,2.15,490.88,0.069188889,39.08,0.092936803,8.51,0.73
Head,H2,H2-01,F,H2-A01,AH2-28,AH2-21,88,0.194285714,17,2.98,365.82,0.082399851,44.24,0.142843539,5.78,0.68
Head,H1,H1-44,F,H1-A44,AH1-21,AH1-16,89,0.113043478,13,3.24,802.44,0.078286149,41.11,0.097986816,6.44,1.54
Head,H1,H1-28,F,H1-A28,AH1-36,AH1-15,89,0.19342723,13,3.28,523.86,0.180948848,33.81,0.107700592,5.65,1.87
Head,H1,H1-22,H,H1-A22,AH1-36,AH1-02,89,0.143589744,15,2.93,490.25,0.101371286,39.61,0.102504965,7.81,1.39
Head,H1,H1-21,H,H1-A21,AH1-29,AH1-06,89,0.188857413,16,3.66,412.16,0.20367649,34.61,0.118273211,5.42,1.87
Head,H2,H2-04,F,H2-A04,AH2-45,AH2-17,89,0.196542311,17,3.43,877.86,0.039458705,43.42,0.126161257,7.39,0.7
Head,H1,H1-24,L,H1-A24,AH1-27,AH1-109,90,0.234466589,18,3.63,550.77,0.101118388,46.86,0.125613795,5.28,1.38
Head,H2,H2-11,H,H2-A11,AH2-48,AH2-05,92,0.160133445,17,3.4,446.22,0.075316555,49.37,0.155152703,5.09,0.85
Head,H1,H1-25,H,H1-A25,AH1-24,AH1-110,93,0.132,15,3.12,498.43,0.179139718,39.6,0.113765643,5.29,1.89
Head,H2,H2-19,H,H2-A19,AH2-37,AH2-13,93,0.163346614,16,4.16,629.57,0.05665333,59.54,0.14014014,5.73,1.27
Head,H1,H1-35,H,H1-A35,AH1-08,AH1-102,93,0.233492823,17,3.4,876.07,0.082964936,39.5,0.079258144,7.5,2.41
Head,H1,H1-13,J,H1-A13,AH1-33,AH1-16,93,0.166473988,18,3.21,365.86,0.10033722,74.35,0.129433083,6.34,1.45
Head,H1,H1-29,G,H1-A29,AH1-32,AH1-11,93,0.561344538,22,4.17,290.33,0.120541679,42.73,0.168650794,5.57,1.04
Head,H2,H2-09,H,H2-A09,AH2-46,AH2-09,94,0.131147541,14,3.07,646.94,0.072654972,71.58,0.126161257,5.57,1.55
Head,H2,H2-07,F,H2-A07,AH2-30,AH2-13,94,0.152459016,15,3.4,491.98,0.077974415,47.14,0.160139758,5.65,0.77
Head,H1,H1-24,H,H1-A24,AH1-27,AH1-109,94,0.178988327,17,3.68,690.74,0.044352455,52.53,0.137485392,5.47,0.96
Head,H1,H1-10,H,H1-A10,AH1-20,AH1-109,94,0.239852399,17,3.72,824.02,0.145316749,41.69,0.098688399,5.94,1.75
Head,H1,H1-05,R,H1-A05,AH1-38,AH1-118,94,0.24173028,17,2.88,1010.02,0.026342496,52.65,0.091502471,10.95,0.94
Head,H1,H1-17,H,H1-A17,AH1-27,AH1-10,94,0.256410256,18,3.39,643.63,0.055368913,41.47,0.118851106,7.71,0.83
Head,H2,H2-07,G,H2-A07,AH2-30,AH2-13,95,0.108474576,13,3.38,1124.08,0.028105922,54,0.111435394,6.09,0.91
Head,H1,H1-06,P,H1-A06,AH1-34,AH1-117,95,0.257731959,16,2.61,547.36,0.105658253,37.35,0.089928058,8.5,1.74
Head,H1,H1-03,F,H1-A03,AH1-41,AH1-114,95,0.361058601,17,3.53,874.09,0.084401454,40.83,0.098448452,7.12,2.41
Head,H1,H1-34,Z,H1-A34,AH1-33,AH1-123,95,0.213935231,18,2.8,340.17,0.595252371,40.29,0.08763574,4.85,2.41
Head,H1,H1-39,G,H1-A39,AH1-35,AH1-22,96,0.087301587,13,2.66,527.77,0.088222855,42.82,0.095687675,9.05,1.26
Head,H1,H1-26,H,H1-A26,AH1-35,AH1-113,96,0.115211521,15,3.18,676.35,0.048317415,51.54,0.127799825,6.22,1.43
Head,H1,H1-35,G,H1-A35,AH1-08,AH1-102,96,0.17716895,16,3.57,650.39,0.250854062,35.63,0.073676132,6.5,2.84
Head,H2,H2-08,H,H2-A08,AH2-22,AH2-11,96,0.268965517,17,3.49,635.4,0.038072276,58.56,0.19357961,4.72,0.71
Head,H2,H2-34,H,H2-A34,AH2-29,AH2-31,100,0.140540541,14,3.54,404.69,0.087706369,58.88,0.108468919,8.45,0.61
Head,H1,H1-25,F,H1-A25,AH1-24,AH1-110,100,0.188679245,16,2.82,515.94,0.309755654,23.26,0.094027512,6.44,2.52
Head,H1,H1-21,F,H1-A21,AH1-29,AH1-06,100,0.202575107,16,3.22,441.68,0.096618956,51.26,0.131109331,6.69,1.13
Head,H2,H2-09,F,H2-A09,AH2-46,AH2-09,100,0.138596491,17,2.85,486.97,0.099658154,34.71,0.123593313,7.21,0.7
Head,H1,H1-03,P,H1-A03,AH1-41,AH1-114,100,0.477647059,17,3.24,686.07,0.058861421,37.39,0.108140583,8.55,1.1
Head,H1,H1-01,F,H1-A01,AH1-43,AH1-102,103,0.343455497,15,4.1,642.53,0.076237627,61.43,0.124006539,5.36,1.76
Head,H1,H1-16,K,H1-A16,AH1-28,AH1-11,103,0.237747654,21,3.53,309.51,0.156110645,45.03,0.122659253,5.98,1.51
Head,H1,H1-15,G,H1-A15,AH1-30,AH1-13,104,0.151589242,15,3.72,699.01,0.062469604,47.33,0.120199187,6.79,1.36
Head,H1,H1-36,G,H1-A36,AH1-30,AH1-116,104,0.225834046,15,3.88,690.77,0.124760503,38.04,0.086069101,7.08,2.58
Head,H2,H2-03,F,H2-A03,AH2-42,AH2-18,104,0.213114754,16,4.03,766.95,0.061624607,50.55,0.126057041,5.63,1.34
Head,H1,H1-12,H,H1-A12,AH1-37,AH1-17,105,0.130612245,13,3.3,498.63,0.063428457,55.03,0.143334926,5.5,1.2
Head,H1,H1-32,H,H1-A32,AH1-34,AH1-124,105,0.237388724,16,3.31,622.43,0.162384022,41.82,0.099673072,5.53,1.69
Head,H1,H1-13,L,H1-A13,AH1-33,AH1-16,105,0.125874126,18,3.05,340.04,0.574874696,38.97,0.096966876,5.12,2.58
Head,H1,H1-38,J,H1-A38,AH1-38,AH1-10,105,0.137674419,19,3.44,391.27,0.076740625,49.08,0.147615094,5.25,1.01
Head,H1,H1-02,R,H1-A02,AH1-42,AH1-110,105,0.428571429,19,2.94,751.83,0.041440727,45.37,0.07840575,12.17,1.56
Head,H1,H1-24,K,H1-A24,AH1-27,AH1-109,105,0.197379913,20,4.04,583.72,0.249725971,39.48,0.068563593,6.61,3.11
Head,H1,H1-38,H,H1-A38,AH1-38,AH1-10,106,0.145557656,17,3.26,688.03,0.047593389,46.5,0.119920053,6.94,1.13
Head,H1,H1-20,H,H1-A20,AH1-39,AH1-07,107,0.125240848,15,2.83,329.34,0.089033398,61.43,0.162816729,5.45,0.58
Head,H1,H1-28,Z,H1-A28,AH1-36,AH1-15,107,0.193353474,15,3.67,596.83,0.05906554,73.12,0.12409514,7.56,0.84
Head,H1,H1-33,H,H1-A33,AH1-42,AH1-02,107,0.134597156,17,3.08,498.04,0.077781451,39.24,0.100791937,8.6,1.13
Head,H1,H1-31,F,H1-A31,AH1-26,AH1-09,108,0.060913706,12,2.33,507.2,0.129668148,45.91,0.120455541,5.41,1.76
Head,H1,H1-10,F,H1-A10,AH1-20,AH1-109,109,0.13317757,15,3.17,737.53,0.134387112,42.69,0.09986315,5.16,1.9
Head,H2,H2-23,G,H2-A23,AH2-48,AH2-18,109,0.209954751,15,3.66,653.85,0.074394575,50.66,0.11214534,6.52,1.69
Head,H2,H2-11,G,H2-A11,AH2-48,AH2-05,109,0.241650295,18,3.44,340.54,0.086162091,49.83,0.160064026,5.89,0.73
Head,H2,H2-22,G,H2-A22,AH2-35,AH2-01,110,0.132093023,15,3.3,531.26,0.098069915,43.58,0.138246078,5.65,0.89
Head,H1,H1-19,H,H1-A19,AH1-08,AH1-142,111,0.132142857,15,3.84,677.57,0.091207441,46.69,0.083076773,6.53,2.08
Head,H1,H1-22,F,H1-A22,AH1-36,AH1-02,112,0.131332083,15,3.11,535.52,0.1667961,33.98,0.082300764,7.34,2.54
Head,H1,H1-33,F,H1-A33,AH1-42,AH1-02,113,0.144469526,16,2.77,242.22,0.157342479,52.71,0.176935887,5.01,0.98
Head,H1,H1-32,F,H1-A32,AH1-34,AH1-124,114,0.104275287,12,3.06,409.57,0.111545595,43.67,0.102346663,7.11,1.87
Head,H1,H1-31,H,H1-A31,AH1-26,AH1-09,114,0.082285714,14,2.7,389.18,0.174150412,30.54,0.104673358,8.11,1.61
Head,H2,H2-19,F,H2-A19,AH2-37,AH2-13,114,0.173994387,14,4.16,695.41,0.055170032,60.67,0.153054977,6.03,0.75
Head,H1,H1-12,K,H1-A12,AH1-37,AH1-17,114,0.218080149,14,3.86,623.7,0.102827317,51.96,0.125,4.31,1.47
Head,H1,H1-21,G,H1-A21,AH1-29,AH1-06,115,0.168163265,15,3.25,671.47,0.199666445,28.18,0.059992001,8.66,3.56
Head,H2,H2-23,Z,H2-A23,AH2-48,AH2-18,115,0.37254902,16,3.44,774.34,0.047576875,43.63,0.082889284,9.26,1.97
Head,H2,H2-23,F,H2-A23,AH2-48,AH2-18,115,0.249359522,17,4.31,584.83,0.043845924,51.08,0.097991181,8.51,1.33
Head,H1,H1-30,G,H1-A30,AH1-40,AH1-114,115,0.252788104,17,3.6,551.88,0.094697717,48.63,0.117764824,5.55,1.74
Head,H2,H2-05,G,H2-A05,AH2-29,AH2-16,115,0.248598131,18,3.73,1149.23,0.028699437,54.29,0.118136525,6.48,1.08
Head,H1,H1-23,F,H1-A23,AH1-28,AH1-142,115,0.344405594,18,4.12,524.29,0.101921071,51.3,0.101565301,6.67,2.06
Head,H2,H2-16,H,H2-A16,AH2-46,AH2-20,115,0.305084746,20,3.46,482.76,0.080381106,55.32,0.175348871,4.07,1.16
Head,H1,H1-34,G,H1-A34,AH1-33,AH1-123,116,0.341372913,18,3.27,376.4,0.114471841,48.36,0.109933255,6.03,1.92
Head,H1,H1-15,F,H1-A15,AH1-30,AH1-13,117,0.143611404,16,3.44,867.52,0.056979328,48.64,0.120726289,5.12,1.35
Head,H1,H1-18,G,H1-A18,AH1-32,AH1-09,117,0.172687225,19,3.61,680.29,0.058187405,39.16,0.115783059,8.27,1.03
Head,H1,H1-16,G,H1-A16,AH1-28,AH1-11,118,0.296216216,20,3.31,626.57,0.081705629,38.81,0.072585148,10.91,2.44
Head,H2,H2-05,H,H2-A05,AH2-29,AH2-16,120,0.190222222,17,3.81,944.13,0.037180718,56.47,0.109859929,6.6,0.99
Head,H1,H1-40,H,H1-A40,AH1-39,AH1-17,122,0.16091954,14,3.27,432.09,0.066899729,59.1,0.152111668,5.93,1.12
Head,H1,H1-23,G,H1-A23,AH1-28,AH1-142,123,0.189795918,18,3.95,418.14,0.241676147,43.41,0.136213271,4.25,1.63
Head,H1,H1-12,G,H1-A12,AH1-37,AH1-17,124,0.273394495,15,3.56,664.69,0.055684042,52.58,0.140261396,5.8,1.31
Head,H1,H1-32,G,H1-A32,AH1-34,AH1-124,126,0.15255814,15,3.02,865.76,0.130513413,33.32,0.07993094,7.09,2.98
Head,H1,H1-02,Q,H1-A02,AH1-42,AH1-110,127,0.387878788,19,2.7,698.71,0.14658385,37.49,0.071025382,8.8,3.23
Head,H1,H1-37,F,H1-A37,AH1-43,AH1-13,128,0.252525253,18,3.9,702.6,0.039268956,48.14,0.122100122,8.1,0.79
Head,H1,H1-19,L,H1-A19,AH1-08,AH1-142,130,0.171707317,22,3.71,589.42,0.145757565,41.84,0.102208594,5.2,2.1
Head,H1,H1-28,G,H1-A28,AH1-36,AH1-15,131,0.1136,14,3.06,575.03,0.062450013,46.07,0.12526096,7.62,0.98
Head,H1,H1-16,H,H1-A16,AH1-28,AH1-11,132,0.160073597,22,3.26,299.67,0.186371981,39.99,0.092757208,7.53,2.13
Head,H1,H1-13,H,H1-A13,AH1-33,AH1-16,133,0.084656085,13,2.89,520.85,0.109178319,36.32,0.098779779,7.84,1.84
Head,H1,H1-28,H,H1-A28,AH1-36,AH1-15,133,0.143737166,13,3.16,755.5,0.080985633,39.71,0.097674419,8.32,2.08
Head,H1,H1-35,F,H1-A35,AH1-08,AH1-102,133,0.118446602,15,3.53,552.09,0.304876636,32.01,0.075449416,5.86,2.78
Head,H2,H2-19,K,H2-A19,AH2-37,AH2-13,133,0.162657503,16,3.21,480.34,0.075312161,55.32,0.182066454,4.44,0.9
Head,H1,H1-23,H,H1-A23,AH1-28,AH1-142,134,0.207233627,19,4.1,603.01,0.164066577,44.83,0.118730809,4.91,1.32
Head,H1,H1-15,K,H1-A15,AH1-30,AH1-13,135,0.103019538,16,3.65,609.94,0.145452058,43.47,0.0988737,5.69,2.09
Head,H1,H1-18,H,H1-A18,AH1-32,AH1-09,135,0.130790191,16,3.48,349.16,0.097419218,49.38,0.14681593,6.09,1.34
Head,H1,H1-27,H,H1-A27,AH1-37,AH1-08,135,0.223214286,17,3.65,671.43,0.067057572,53.24,0.092022776,7.59,1.98
Head,H1,H1-09,G,H1-A09,AH1-21,AH1-22,135,0.165543792,20,3.24,675.86,0.053796872,50.25,0.121204389,6.82,1.31
Head,H2,H2-16,G,H2-A16,AH2-46,AH2-20,136,0.149193548,18,3.31,451.68,0.074216679,51.89,0.170662332,4.82,0.85
Head,H1,H1-19,K,H1-A19,AH1-08,AH1-142,136,0.187064677,18,3.54,733.96,0.098635842,41.65,0.104116958,5.67,1.77
Head,H1,H1-27,G,H1-A27,AH1-37,AH1-08,138,0.21888412,15,3.38,360.04,0.074876804,59.08,0.142103126,6.56,0.78
Head,H2,H2-23,G,H2-A23,AH2-48,AH2-18,140,0.342679128,18,4.39,695.59,0.037817805,54.23,0.155245065,5.62,0.43
Head,H1,H1-03,Q,H1-A03,AH1-41,AH1-114,140,0.501657459,20,2.99,387.93,0.073163187,45.48,0.114361956,5.31,0.49
Head,H1,H1-19,J,H1-A19,AH1-08,AH1-142,143,0.127843987,16,3.23,380.44,0.250683886,48.11,0.14699706,3.54,0.94
Head,H1,H1-42,H,H1-A42,AH1-19,AH1-118,150,0.188679245,16,3.85,430.76,0.105102039,38.99,0.121732904,6.99,1.09
Head,H1,H1-05,P,H1-A05,AH1-38,AH1-118,154,0.242352941,19,3.06,976.66,0.030144719,52.5,0.106150852,8.96,1.25
Head,H1,H1-36,F,H1-A36,AH1-30,AH1-116,155,0.195121951,12,3.66,877.8,0.070480632,46.21,0.090113285,6.55,1.86
Head,H1,H1-35,Z,H1-A35,AH1-08,AH1-102,155,0.197938144,18,3.3,532.02,0.309004084,32.7,0.098059106,5.45,2.37
Head,H1,H1-26,G,H1-A26,AH1-35,AH1-113,157,0.10619469,14,3.47,704.92,0.064609949,61.99,0.10603862,6.16,1.66
Head,H1,H1-07,R,H1-A07,AH1-26,AH1-124,158,0.304449649,18,2.36,399.49,0.170280955,35.28,0.109190173,6.52,1.92
Head,H1,H1-15,H,H1-A15,AH1-30,AH1-13,166,0.25093633,18,3.54,750.06,0.079353461,37.66,0.075725306,10.61,2.55
Head,H1,H1-11,G,H1-A11,AH1-19,AH1-113,170,0.226262626,19,3.62,1101.49,0.050227358,47.31,0.109373734,6.44,1.83
Head,H1,H1-11,F,H1-A11,AH1-19,AH1-113,170,0.154327424,20,3.6,603.78,0.098734467,53.22,0.131773139,4.5,1.59
Head,H1,H1-40,G,H1-A40,AH1-39,AH1-17,175,0.145015106,13,4.16,544,0.056773574,57.73,0.146582318,6.14,1.24
Head,H1,H1-11,H,H1-A11,AH1-19,AH1-113,175,0.186407767,15,3.34,759.49,0.046536719,52.65,0.128173828,6.16,1.51
Head,H1,H1-07,Q,H1-A07,AH1-26,AH1-124,175,0.351872872,21,3.37,605.5,0.071643529,47.63,0.111063121,5.63,1.39
Head,H1,H1-38,L,H1-A38,AH1-38,AH1-10,177,0.111019056,16,3.06,379.38,0.084558962,48.88,0.172226251,5.54,0.79
Head,H1,H1-36,H,H1-A36,AH1-30,AH1-116,185,0.156114484,12,3.23,822.65,0.136333432,48.66,0.108641975,5.29,1.62
Head,H1,H1-30,H,H1-A30,AH1-40,AH1-114,185,0.273473108,17,3.74,835.59,0.090527104,48.98,0.095461597,6.27,2.32
Head,H1,H1-27,K,H1-A27,AH1-37,AH1-08,188,0.283018868,16,3.81,450.5,0.072977934,52.95,0.13147083,6.1,1.46
Head,H1,H1-09,H,H1-A09,AH1-21,AH1-22,188,0.158898305,21,3.03,356.41,0.20614112,43.1,0.135953529,3.95,1
Head,H1,H1-06,Q,H1-A06,AH1-34,AH1-117,200,0.277094972,16,2.58,549.58,0.084810479,38.7,0.112464855,7.58,1.35
Head,H1,H1-11,K,H1-A11,AH1-19,AH1-113,215,0.225988701,19,3.23,679.11,0.060442806,51.64,0.113799713,6.25,1.77
Head,H1,H1-27,F,H1-A27,AH1-37,AH1-08,233,0.11509434,15,3.58,409.96,0.080132247,51.84,0.163722533,4.83,1.06
Table,T1,T1-02,F,T1-A02,AT1-33,AT1-19,388,0.575483871,18,8.59,938.23,0.105864322,46.33,0.147410489,3.9,1.39
Table,T1,T1-29,F,T1-A29,AT1-10,AT1-34,394,0.852413793,23,5.13,722.15,0.062377164,45.08,0.194056332,4.32,0.82
Table,T1,T1-26,H,T1-A26,AT1-28,AT1-01A,400,0.5,18,6.42,1731.9,0.022188424,58.17,0.232576169,3.23,0.89
Table,T1,T1-02,H,T1-A02,AT1-33,AT1-19,413,0.666666667,19,7.22,1308.28,0.060528456,53.03,0.146021686,4.47,1.71
Table,T1,T1-04,F,T1-A04,AT1-35,AT1-15,413,0.517040732,20,7.3,1470.1,0.05665896,49.65,0.140028006,4.41,1.51
Table,T1,T1-15,G,T1-A15,AT1-37,AT1-15,415,0.565269461,20,5.31,1574.61,0.041130182,52.32,0.178493142,3.35,1.02
Table,T9,T9-06,K,T9-A06,AT9-24,AT9-08,420,0.725738397,21,6.43,1242.19,0.051446021,40.88,0.166814552,4.3,1.32
Table,T1,T1-23,K,T1-A23,AT1-46,AT1-12A,422,0.791304348,21,5.6,593.7,0.122647425,39.28,0.187572143,3.77,1.09
Table,T1,T1-22,H,T1-A22,AT1-47,AT1-20,424,0.880546075,25,7.27,2211.37,0.020448236,55.91,0.164442477,4.41,1.3
Table,T1,T1-03,F,T1-A03,AT1-17,AT1-45,426,0.539863326,20,7.07,1205.3,0.065354825,41.39,0.139551488,4.14,1.09
Table,T1,T1-30,H,T1-A30,AT1-15A,AT1-34,432,0.670416198,19,5.88,1809.38,0.059665875,38.49,0.124442835,4.33,1.77
Table,T1,T1-19,G,T1-A19,AT1-37,AT1-18,433,0.57231405,19,6.71,737.48,0.070173122,51.73,0.179156429,4.12,0.91
Table,T1,T1-12,H,T1-A12,AT1-35,AT1-06,435,0.649006623,22,5.79,1301.83,0.038404354,51.21,0.172467858,4.25,1.13
Table,T1,T1-15,F,T1-A15,AT1-37,AT1-15,435,0.692124105,23,6.11,933.62,0.083920062,37.29,0.170080603,3.73,0.83
Table,T9,T9-02,G,T9-A02,AT9-35,AT9-15,436,0.844868735,20,6.08,1295.72,0.039307197,54.47,0.171279536,3.83,1.36
Table,T1,T1-21,G,T1-A21,AT1-29,AT1-14,437,0.678314491,21,6.73,1593.94,0.027478147,46.42,0.136250095,5.7,1.44
Table,T1,T1-26,K,T1-A26,AT1-28,AT1-01A,438,0.686192469,20,6.84,1680.49,0.029989816,54.34,0.171809498,4.1,1.14
Table,T9,T9-25,F,T9-A25,AT9-21,AT9-36,447,0.762016413,22,6.65,1043.68,0.049711635,48.2,0.141813494,6.26,1.29
Table,T1,T1-13,K,T1-A13,AT1-32,AT1-01,448,0.888888889,21,7.28,1216.52,0.03033482,54.16,0.202945063,3.95,0.96
Table,T1,T1-02,K,T1-A02,AT1-33,AT1-19,453,0.596244131,21,7.28,1058.23,0.073241218,43.95,0.160620133,3.79,1.26
Table,T9,T9-15,K,T9-A15,AT9-27,AT9-26,453,0.88127295,21,6.7,1588.39,0.034038402,53.28,0.197918444,3.43,1.27
Table,T1,T1-23,H,T1-A23,AT1-46,AT1-12A,454,0.851002865,23,5.57,1859.17,0.035873012,54.99,0.190270639,3.26,1.24
Table,T9,T9-25,H,T9-A25,AT9-21,AT9-36,455,0.571428571,19,6.56,657.17,0.072673468,50.7,0.180627681,4.37,1.13
Table,T1,T1-19,F,T1-A19,AT1-37,AT1-18,455,0.738297872,22,6.22,1477.45,0.032638985,50.39,0.134871872,5.09,1.3
Table,T9,T9-22,H,T9-A22,AT9-34,AT9-40,455,0.82739726,24,6.63,905.59,0.063143495,51.04,0.175777817,4.23,1.34
Table,T1,T1-05,F,T1-A05,AT1-07,AT1-44,464,0.630593132,22,6.43,1165.12,0.027944916,52.87,0.195101915,4.66,0.73
Table,T1,T1-10,G,T1-A10,AT1-41,AT1-14,466,0.688421053,20,6.56,1092.27,0.03106,63.91,0.202597403,4.2,0.9
Table,T1,T1-05,H,T1-A05,AT1-07,AT1-44,468,0.697630332,22,6.08,865.66,0.051374496,48.01,0.198766628,4.57,0.88
Table,T9,T9-22,F,T9-A22,AT9-34,AT9-40,468,0.964336662,23,7.47,855.63,0.04738787,54.5,0.182540535,5.1,1.22
Table,T1,T1-30,K,T1-A30,AT1-15A,AT1-34,472,0.682105263,22,5.19,1326.24,0.03821143,58.49,0.169720347,4.4,1.24
Table,T1,T1-05,L,T1-A05,AT1-07,AT1-44,472,0.743109151,24,6.08,1255.12,0.025007081,48.3,0.186416767,5.01,0.59
Table,T9,T9-25,K,T9-A25,AT9-21,AT9-36,475,0.722891566,20,6.26,821.89,0.063788681,59.88,0.207149051,3.39,1.04
Table,T9,T9-22,G,T9-A22,AT9-34,AT9-40,475,0.841618497,25,6.6,1297.09,0.029828634,63.94,0.178555486,4.4,1.16
Table,T1,T1-18,F,T1-A18,AT1-35,AT1-38,480,0.627379873,19,6.38,1690.52,0.041171649,62.76,0.163255787,3.58,1.2
Table,T9,T9-18,F,T9-A18,AT9-17,AT9-18,480,0.721271394,24,7.5,995,0.044914176,45.08,0.142267748,5.56,1.26
Table,T1,T1-20,f,T1-A20,AT1-48,AT1-09,483,0.602739726,23,6.9,1672.27,0.057842857,49.97,0.174047092,3.69,1.14
Table,T9,T9-10,K,T9-A10,AT9-35,AT9-06,484,0.929238985,22,6.94,1529.53,0.025149095,52.16,0.173153034,4.31,1.11
Table,T9,T9-16,K,T9-A16,AT9-14,AT9-36,484,0.719191919,25,6.45,1371,0.0277948,58.25,0.166251039,4.68,1
Table,T9,T9-20,F,T9-A20,AT9-31,AT9-26,485,0.796482412,23,7.71,1338.39,0.057380149,44.47,0.140361822,3.98,1.34
Table,T1,T1-06,H,T1-A06,AT1-27,AT1-11,487,1.01980198,24,6.13,1933.27,0.025043066,61.44,0.169967968,4.01,1.61
Table,T1,T1-24,K,T1-A24,AT1-06A,AT1-25,490,0.64683053,19,6.76,856.22,0.039536981,44.01,0.187958884,4.98,0.55
Table,T9,T9-11,F,T9-A11,AT9-34,AT9-12,490,0.903645833,23,7.29,1034.12,0.054939857,46.33,0.16502331,4.04,1.26
Table,T1,T1-11,H,T1-A11,AT1-16,AT1-26,492,0.802298851,21,7.57,1027.57,0.044534442,45.61,0.170624856,5.04,1.14
Table,T1,T1-13,F,T1-A13,AT1-32,AT1-01,493,0.580777096,18,6.54,1635.82,0.021925473,61.06,0.206423912,4.02,1.12
Table,T1,T1-29,K,T1-A29,AT1-10,AT1-34,493,0.645454545,20,6.58,1759.98,0.035095285,48.38,0.124351703,6.22,1.24
