Type,Block,ID,Replicate,Family,dam,sire,Height,MSL_W,SB,MSD,Area,P2A2,Circularity,Nindents.Peri,IndentWidthMean,IndentDepthMean
Wood,W2,W2-23,F,W2-A23,AW2-58,AW2-19,232,0.35978836,18,4.37,652.44,1.471965037,11.73,0.058112359,10.92,3.03
Wood,W2,W2-25,H,W2-A25,AW2-61,AW2-07,238,0.198974359,16,4.51,415.88,3.781840919,7.82,0.048221969,12.69,1.84
Wood,W2,W2-15,F,W2-A15,AW2-39,AW2-01,240,0.123134328,17,3.73,356.97,2.591994463,14.82,0.071340328,8.31,0.97
Wood,W2,w2-12,g,W2-A12,AW2-47,AW2-10,242,0.258646617,16,4.97,459.51,2.819572374,11.35,0.072577405,7.04,2.68
Wood,W2,W2-28,G,W2-A28,AW2-54,AW2-09,245,0.170905392,15,4.31,439.16,6.356332417,10.64,0.055093931,9.81,2.56
Wood,W2,W2-38,G,W2-A38,AW2-61,AW2-22,247,0.163098879,17,4.53,720.3,1.648174023,13.64,0.051907043,11.33,1.75
Wood,W4,W4-24,H,W4-A24,AW4-24,AW4-08,251,0.25502008,17,4.72,617.42,2.470755055,14.5,0.080370943,6.4,2.48
Wood,W2,W2-12,H,W2-A12,AW2-47,AW2-10,252,0.1593361,15,5.27,385.83,3.303061067,12.23,0.068452126,8.24,2.33
Wood,W2,w2-26,f,W2-A26,AW2-34,AW2-25,252,0.215657312,18,6.41,368.12,1.645615315,16.29,0.055057917,9.71,3.24
Wood,W2,W2-01,H,W2-A01,AW2-59,AW2-38,254,0.206293706,17,4.3,315.44,11.86123732,10.06,0.046024411,8.53,2.87
Wood,W4,W4-12,H,W4-A12,AW4-44,AW4-04,257,0.372519084,15,4.75,742.02,1.672818481,33.7,0.076064645,5.74,2.04
Wood,W2,W2-36,G,W2-A36,AW2-32,AW2-20,257,0.241545894,17,5.46,603.96,2.769725693,9.88,0.059693177,11.06,2.26
Wood,W4,W4-11,G,W4-A11,AW4-24A,AW4-19,262,0.331851852,18,5.07,767.11,1.773458266,35.65,0.058733126,6.32,2.15
Wood,W2,W2-22,G,W2-A22,AW2-45,AW2-31,264,0.218130312,15,3.97,577.97,3.284337027,10.02,0.049644848,12.16,2.81
Wood,W2,W2-21,F,W2-A21,AW2-66,AW2-16,264,0.219536757,16,5.53,447.94,4.721020724,7.48,0.057537399,8.96,2.95
Wood,W4,W4-11,H,W4-A11,AW4-24A,AW4-19,267,0.446428571,18,4.45,918.89,1.353660039,35.69,0.057057338,6.03,1.89
Wood,W2,W2-27,F,W2-A27,AW2-41,AW2-30,270,0.311864407,18,4.64,464.71,2.4406708,10.93,0.050964187,11.15,2.02
Wood,W2,W2-26,H,W2-A26,AW2-34,AW2-25,273,0.25210084,18,5.44,308.29,4.638505105,9.39,0.073798515,7.42,2.03
Wood,W2,W2-19,F,W2-A19,AW2-34,AW2-51,274,0.194936709,18,4.04,297.08,3.561404719,10.32,0.071347032,7.74,1.91
Wood,W4,W4-25,H,W4-A25,AW4-44,AW4-05,278,0.23557126,15,4.25,677.07,3.270399299,27.36,0.040835327,9.52,2.11
Wood,W2,W2-12,F,W2-A12,AW2-47,AW2-10,283,0.231155779,16,4.77,473.24,2.901161123,12.94,0.079398556,6.84,1.88
Wood,W4,W4-27,f,W4-A27,AW4-29,AW4-04,283,0.44,17,4.66,941.23,1.007216312,37.38,0.074103872,7.01,1.91
Wood,W4,W4-04,G,W4-A04,AW4-21,AW4-15,283,0.516129032,18,5.89,419.31,2.0268426,25.44,0.080407397,6.58,2
Wood,W2,W2-30,G,W2-A30,AW2-59,AW2-10,285,0.196936543,20,4.13,300.28,9.073280306,8.06,0.048645661,9.23,1.66
Wood,W2,W2-07,G,W2-A07,AW2-36,AW2-21,287,0.19047619,17,5.31,329.41,2.999423152,7.3,0.066608238,12.14,1.09
Wood,W2,W2-05,F,W2-A05,AW2-24,AW2-57,290,0.270454545,20,6.01,217.38,8.074507343,10.82,0.066375263,8.43,1.54
Wood,W2,W2-08,G,W2-A08,AW2-45,AW2-19,291,0.342138365,18,6.07,321.84,4.850286344,9.01,0.053611738,11.73,2.26
Wood,W2,W2-17,F,W2-A17,AW2-55,AW2-30,292,0.167176351,16,4.94,606.34,2.517095233,7.98,0.060292314,9.19,2.33
Wood,W4,W4-03,F,W4-A03,AW4-31,AW4-16,293,0.391428571,16,5.4,383.09,3.07377076,21.52,0.077422429,7.61,1.34
Wood,W4,W4-28,F,W4-A28,AW4-04A,AW4-28,294,0.372019078,16,5.31,1131.97,0.959481489,36.2,0.07034632,5.93,2
Wood,W2,W2-05,H,W2-A05,AW2-24,AW2-57,294,0.447717231,18,5.33,622.08,1.23935935,18.23,0.069310076,8.02,1.69
Wood,W4,W4-21,H,W4-A21,AW4-35,AW4-16,294,0.517142857,20,5.83,942.74,1.696896301,28.61,0.044786085,7.37,2.64
Wood,W2,W2-11,H,W2-A11,AW2-60,AW2-13,295,0.212624585,16,4.84,516,4.385371691,7.24,0.050899063,10.6,3.28
Wood,W2,w2-24,f,W2-A24,AW2-64,AW2-38,295,0.320359281,17,3.78,437.73,2.090337415,7.65,0.063204134,10.58,1.58
Wood,W4,W4-11,F,W4-A11,AW4-24A,AW4-19,296,0.400568182,17,5.69,1027.65,0.904928284,30.67,0.070582459,6.94,1.91
Wood,W2,W2-25,Z,W2-A25,AW2-61,AW2-07,296,0.316939891,18,4.75,349.23,4.580185833,8.69,0.052180894,10.15,2.19
Wood,W2,W2-33,G,W2-A33,AW2-40,AW2-26,300,0.128813559,16,5.23,436.16,3.240594305,8.64,0.062407662,8.71,1.59
Wood,W2,W2-09,H,W2-A09,AW2-35,AW2-16,300,0.242424242,16,5.01,612.03,3.689238995,11.1,0.061247927,8.33,2.59
Wood,W4,W4-04,H,W4-A04,AW4-21,AW4-15,303,0.256716418,17,6.52,324.73,5.113868371,19.67,0.08715309,5.31,1.47
Wood,W2,W2-02,G,W2-A02,AW2-32,AW2-51,305,0.128976784,16,4.61,435.32,4.347874491,15.91,0.057287019,9.72,1.84
Wood,W2,w2-01,g,W2-A01,AW2-59,AW2-38,307,0.236453202,18,4.1,825.8,2.448554169,7.23,0.033276583,17.99,3.82
Wood,W2,W2-20,F,W2-A20,AW2-41,AW2-01,307,0.258706468,18,5.37,520.67,2.326083398,10.97,0.049112202,11.44,1.89
Wood,W2,w2-08,h,W2-A08,AW2-45,AW2-19,308,0.236619718,17,5.46,412.4,2.192323992,7.6,0.037666634,13.05,5.08
Wood,W2,W2-25,G,W2-A25,AW2-61,AW2-07,310,0.228571429,17,4.66,588.39,2.982707869,14.28,0.06199689,9.16,2.54
Wood,W4,W4-21,F,W4-A21,AW4-35,AW4-16,310,0.484210526,20,6.23,977.17,1.510587074,41.19,0.057452123,5.86,1.63
Wood,W2,W2-23,H,W2-A23,AW2-58,AW2-19,311,0.337817638,15,6.09,643.61,1.449217793,14.16,0.063242127,9.77,2.58
Wood,W2,W2-37,F,W2-A37,AW2-32A,AW2-23,311,0.247887324,17,5.04,512.97,3.648079894,8.93,0.065321453,10.5,1.89
Wood,W2,W2-02,F,W2-A02,AW2-32,AW2-51,312,0.242677824,19,4.97,432.38,2.892390984,10.47,0.057115659,10.02,2.73
Wood,W4,W4-02,G,W4-A02,AW4-27,AW4-17,314,0.287092883,15,5.97,689.95,1.045139119,19.47,0.06521585,7.43,2.39
Wood,W2,W2-21,G,W2-A21,AW2-66,AW2-16,315,0.238663484,15,5.11,473.11,3.923432253,11.12,0.042683968,10.09,3.19
Wood,W4,W4-29,G,W4-A29,AW4-23A,AW4-32A,315,0.330578512,17,5.76,1016.35,1.384254639,36.09,0.045158808,7.79,2.35
Wood,W2,W2-36,F,W2-A36,AW2-32,AW2-20,315,0.173913043,18,4.42,262.06,4.409102541,7.72,0.047249532,13.75,2.26
Wood,W2,W2-23,Z,W2-A23,AW2-58,AW2-19,315,0.334693878,19,3.71,273.08,7.031780199,7.11,0.055237937,10.6,2.72
Wood,W2,W2-03,H,W2-A03,AW2-58,AW2-31,317,0.127376426,16,5.46,391.21,4.304238101,7.59,0.045587275,8.66,2.58
Wood,W2,W2-24,H,W2-A24,AW2-64,AW2-38,317,0.251836306,16,4.91,273.45,16.11371385,3.77,0.031885431,17.91,4.84
Wood,W2,W2-35,G,W2-A35,AW2-43,AW2-13,317,0.262433862,17,6.89,272.35,7.845141287,9.7,0.061612679,8.9,1.46
Wood,W2,W2-15,G,W2-A15,AW2-39,AW2-01,317,0.280701754,17,4.83,361.5,4.231300212,9,0.053791638,10.66,2.83
Wood,W2,W2-22,H,W2-A22,AW2-45,AW2-31,317,0.286501377,17,3.87,265.47,9.715689235,4.93,0.038672097,14.94,2.93
Wood,W4,W4-26,H,W4-A26,AW4-23A,AW4-12A,317,0.347368421,17,5.21,731.08,2.521808991,40.64,0.054264968,5.61,2.18
Wood,W2,W2-31,F,W2-A31,AW2-39,AW2-21,317,0.235582822,19,4.66,777.9,2.722436368,9.6,0.063107704,9.32,2.02
Wood,W2,W2-32,F,W2-A32,AW2-54,AW2-25,317,0.279379157,19,5.21,491.67,3.670824371,12.6,0.063693591,8.32,1.95
Wood,W4,W4-29,F,W4-A29,AW4-23A,AW4-32A,318,0.39178515,17,5,1746.87,0.589589992,47.48,0.043986193,7.32,2.5
Wood,W2,W2-29,H,W2-A29,AW2-43,AW2-02,320,0.236012208,16,5.35,430.66,7.330783207,8,0.063463204,9.06,2.12
Wood,W4,W4-13,H,W4-A13,AW4-27,AW4-12A,321,0.405929304,17,5.13,619.09,1.780650536,26.29,0.07504963,5.99,1.61
Wood,W4,W4-04,F,W4-A04,AW4-21,AW4-15,321,0.6275,18,6.7,505.51,2.207738268,25.7,0.077219049,6.34,1.22
Wood,W2,W2-08,F,W2-A08,AW2-45,AW2-19,321,0.355504587,19,5.75,520.6,5.063883114,5.4,0.051215952,12.65,1.55
Wood,W2,W2-04,G,W2-A04,AW2-42,AW2-26,322,0.234993614,16,6.23,578.01,2.10619178,17.17,0.050068546,12.94,2.25
Wood,W4,W4-03,H,W4-A03,AW4-31,AW4-16,322,0.471976401,16,6.36,759.94,1.235159312,37.05,0.062753084,6.57,1.87
Wood,W2,W2-30,F,W2-A30,AW2-59,AW2-10,322,0.270571827,19,4.26,986.7,4.038523444,29.95,0.042866941,8.01,2.23
Wood,W4,W4-19,H,W4-A19,AW4-25,AW4-10,324,0.571875,21,5.61,598.54,3.634509667,35.96,0.056087216,5.19,1.6
Wood,W4,w4-21,g,W4-A21,AW4-35,AW4-16,325,0.61669506,17,4.95,1115.31,0.837309257,22.98,0.069569648,7.16,2.56
Wood,W2,W2-30,H,W2-A30,AW2-59,AW2-10,325,0.174840085,18,5.21,623.24,6.096122949,31.87,0.038341565,7.59,2.13
Wood,W2,W2-15,H,W2-A15,AW2-39,AW2-01,325,0.328421053,18,4.44,648.87,1.506953282,11.07,0.056494338,11.58,1.79
Wood,W2,W2-05,Z,W2-A05,AW2-24,AW2-57,325,0.331738437,20,4.18,225,5.344932986,17.73,0.061517167,8.54,1.18
Wood,W2,W2-03,F,W2-A03,AW2-58,AW2-31,325,0.303614458,21,5.13,411.44,3.338720522,10.82,0.049215871,10.67,3.02
Wood,W2,W2-31,G,W2-A31,AW2-39,AW2-21,326,0.229508197,19,4.8,377.51,4.068741343,6.95,0.068288071,9.35,1.88
Wood,W2,W2-14,F,W2-A14,AW2-62,AW2-02,327,0.182133565,16,4.44,442.55,6.479443421,12.1,0.057700843,7.18,1.76
Wood,W4,W4-17,G,W4-A17,AW4-29,AW4-12,327,0.446808511,16,5.15,576.04,1.23516807,35.21,0.076538582,4.82,1.56
Wood,W2,W2-14,G,W2-A14,AW2-62,AW2-02,327,0.217142857,17,4.63,410.99,4.01734278,8.42,0.055841507,9.41,1.96
Wood,W4,W4-29,H,W4-A29,AW4-23A,AW4-32A,328,0.232502966,15,4.78,1072.78,0.699279335,31.07,0.088062513,5.65,1.8
Wood,W2,W2-14,H,W2-A14,AW2-62,AW2-02,328,0.152713891,16,4.02,359.81,3.573246247,9.11,0.057340293,11.4,2.63
Wood,W2,W2-22,F,W2-A22,AW2-45,AW2-31,329,0.257181943,17,4.71,654.19,2.974951323,23.86,0.030132494,11.22,4.56
Wood,W2,W2-06,H,W2-A06,AW2-55,AW2-22,330,0.258064516,18,4.15,480.69,3.534109024,10.93,0.040944603,12.26,3.4
Wood,W2,W2-18,F,W2-A18,AW2-35,AW2-14,331,0.327835052,18,6.5,413.86,5.648920405,6.53,0.053881501,9.99,1.4
Wood,W4,W4-27,G,W4-A27,AW4-29,AW4-04,331,0.400494438,18,5.45,1416.47,0.752902042,27.63,0.077294214,6.44,2.33
Wood,W2,W2-28,H,W2-A28,AW2-54,AW2-09,332,0.293577982,17,4.37,530.76,4.859235292,8.1,0.057265447,8.31,3.08
Wood,W2,W2-06,G,W2-A06,AW2-55,AW2-22,332,0.31875,17,5.84,514.56,2.51174696,7.87,0.058859595,11.98,2.58
Wood,W2,W2-16,H,W2-A16,AW2-62,AW2-17,334,0.163546798,17,4.87,387.7,3.919419509,16.48,0.059930949,7.9,2.47
Wood,W2,W2-03,G,W2-A03,AW2-58,AW2-31,334,0.288532676,17,4.71,267.54,5.972811526,6.8,0.048940889,12.01,2.38
Wood,W4,W4-06,F,W4-A06,AW4-26,AW4-10,335,0.367758186,16,5.75,552.1,1.873343309,45.11,0.06749067,5.63,1.66
Wood,W2,W2-17,H,W2-A17,AW2-55,AW2-30,336,0.238227147,16,4.7,443.27,3.738312811,13.74,0.067673998,8.65,1.83
Wood,W2,W2-18,G,W2-A18,AW2-35,AW2-14,337,0.226086957,16,5.72,760.95,2.047086128,8.29,0.056028069,10.53,2.3
Wood,W2,W2-09,G,W2-A09,AW2-35,AW2-16,337,0.232727273,16,5.44,416.37,6.093500016,9.35,0.052538893,10.89,2.28
Wood,W2,W2-17,G,W2-A17,AW2-55,AW2-30,337,0.223903177,19,4.25,167.52,10.33212605,7.2,0.042713615,9.37,4.54
Wood,W4,W4-06,G,W4-A06,AW4-26,AW4-10,337,0.418604651,21,6.11,1162.31,1.910917144,40.46,0.044189129,7.1,2.41
Wood,W2,W2-34,G,W2-A34,AW2-49,AW2-07,342,0.268861454,18,5.21,573.95,3.895594064,8.82,0.060909942,8.45,2.2
Wood,W2,W2-32,G,W2-A32,AW2-54,AW2-25,343,0.206334842,17,4.85,427.04,5.891055577,16.76,0.061746857,7.77,1.6
Wood,W2,W2-23,G,W2-A23,AW2-58,AW2-19,344,0.396190476,18,4.16,187.4,12.76098341,9.91,0.080664436,7.24,1.87
Wood,W4,W4-03,G,W4-A03,AW4-31,AW4-16,345,0.417661098,16,5.63,808.53,1.525577712,32.85,0.073098683,5.98,1.6
Wood,W2,W2-06,F,W2-A06,AW2-55,AW2-22,345,0.43258427,17,5.48,609.26,2.700289469,10.19,0.057932219,10.22,2.06
Wood,W2,W2-01,F,W2-A01,AW2-59,AW2-38,346,0.403141361,17,5.19,338.73,6.31281758,7.77,0.0552246,11.75,1.74
Wood,W2,W2-29,F,W2-A29,AW2-43,AW2-02,347,0.333748443,17,5.68,583.97,4.224937098,8.52,0.061649713,8.69,1.72
Wood,W4,W4-24,G,W4-A24,AW4-24,AW4-08,347,0.340949033,18,4.95,580.75,2.017745037,17.18,0.07636919,6.98,2.2
Wood,W2,W2-26,G,W2-A26,AW2-34,AW2-25,348,0.302325581,17,4.3,309.78,2.782406644,12.71,0.065798386,9.83,2.3
Wood,W2,W2-07,H,W2-A07,AW2-36,AW2-21,350,0.335089568,18,5.62,417.1,3.384065003,10.37,0.07950058,8.39,1.17
Wood,W2,W2-03,Z,W2-A03,AW2-58,AW2-31,350,0.359375,20,4.94,226.48,8.119278843,9.22,0.051135835,8.25,1.51
Wood,W4,W4-24,F,W4-A24,AW4-24,AW4-08,352,0.320958084,14,4.84,784.12,2.349596508,49.22,0.058239665,5.76,2.38
Wood,W2,W2-35,F,W2-A35,AW2-43,AW2-13,352,0.249246231,16,5.08,548.46,2.48433372,9.84,0.064779576,8.88,1.92
Wood,W4,W4-10,H,W4-A10,AW4-21,AW4-17,352,0.550079491,16,6.13,1498.33,0.722204468,53.17,0.049476958,5.39,1.71
Wood,W4,W4-17,H,W4-A17,AW4-29,AW4-12,354,0.381924198,15,5.14,1462.52,0.79558125,49.57,0.059793024,5.81,1.78
Wood,W4,W4-26,F,W4-A26,AW4-23A,AW4-12A,354,0.416761042,18,5.71,584.14,3.474451581,46.95,0.055105021,5.6,1.65
Wood,W4,W4-18,H,W4-A18,AW4-24,AW4-05,354,0.644351464,18,5.4,577.91,1.805680048,46.41,0.069536552,4.46,1.73
Wood,W2,W2-25,F,W2-A25,AW2-61,AW2-07,354,0.223185265,19,4.76,590.45,2.084207756,16.62,0.061002792,9.63,2.12
Wood,W2,W2-10,H,W2-A10,AW2-64,AW2-14,355,0.270693512,16,5.4,720.27,2.286277344,8.9,0.056010578,12.58,3.1
Wood,W4,W4-08,K,W4-A08,AW4-33,AW4-04A,355,0.424068768,16,5.21,435.28,3.949617477,37.89,0.07051534,5.45,2.01
Wood,W4,W4-10,G,W4-A10,AW4-21,AW4-17,357,0.49002849,15,6.35,1119.78,0.511579184,52.78,0.047445438,6.14,1.54
Wood,W2,W2-11,F,W2-A11,AW2-60,AW2-13,357,0.236871508,16,4.23,376.45,4.489513137,6.69,0.052655333,13.61,2.12
Wood,W2,W2-31,H,W2-A31,AW2-39,AW2-21,358,0.22403734,18,4.48,630.72,2.668161057,11.71,0.083474885,7.07,2.07
Wood,W4,W4-18,G,W4-A18,AW4-24,AW4-05,358,0.683646113,19,4.82,839.8,1.73001741,46.39,0.042549724,6.83,2.06
Wood,W4,W4-05,F,W4-A05,AW4-25,AW4-12,358,0.417391304,20,6.03,1383.17,1.392910891,52.57,0.043493176,6.24,2.07
Wood,W2,W2-29,G,W2-A29,AW2-43,AW2-02,360,0.296855346,15,5.4,485.75,2.695815836,8.54,0.046392076,10.99,5.26
Wood,W4,W4-13,G,W4-A13,AW4-27,AW4-12A,360,0.46382557,20,5.62,1329.81,0.681452541,50.62,0.054656756,6.3,1.9
Wood,W2,W2-16,F,W2-A16,AW2-62,AW2-17,361,0.290874525,16,5.56,493.36,4.312340159,9.46,0.052707609,10.47,2.66
Wood,W2,W2-07,F,W2-A07,AW2-36,AW2-21,364,0.30936228,19,5.75,359.76,4.655379586,12.11,0.081161511,7.36,1.47
Wood,W2,W2-33,F,W2-A33,AW2-40,AW2-26,366,0.222660099,16,4.75,512.84,3.702870364,8.23,0.070932766,8.25,1.88
Wood,W4,W4-09,H,W4-A09,AW4-32,AW4-08,366,0.32238806,16,5.82,1076.48,1.202311598,16,0.067775933,8.38,2.22
Wood,W4,W4-28,G,W4-A28,AW4-04A,AW4-28,368,0.371653543,15,5.69,1269.93,1.263639204,50.4,0.060243074,5.57,2.05
Wood,W2,W2-18,H,W2-A18,AW2-35,AW2-14,368,0.344418052,16,5.45,496.95,3.554736726,9.94,0.054431933,9.9,2.18
Wood,W4,W4-26,G,W4-A26,AW4-23A,AW4-12A,368,0.36453202,17,5.15,1324.2,1.594054031,30,0.043663421,8.38,1.97
Wood,W2,W2-13,G,W2-A13,AW2-66,AW2-09,370,0.170212766,16,4.19,542.48,3.233937362,8.75,0.073804521,9.23,1.93
Wood,W4,W4-28,H,W4-A28,AW4-04A,AW4-28,371,0.309495897,16,6.32,1085.1,1.186836655,34.49,0.047372116,6.58,3.01
Wood,W2,W2-32,H,W2-A32,AW2-54,AW2-25,375,0.284199364,17,4.7,755.86,1.361615366,13.8,0.047619048,11.17,3.71
Wood,W4,W4-25,G,W4-A25,AW4-44,AW4-05,375,0.369272237,19,4.84,559.64,4.211574653,15.93,0.064431868,7.57,2.13
Wood,W4,W4-01,F,W4-A01,AW4-32,AW4-18,376,0.714078374,17,5.61,486.84,2.413579625,25.18,0.100483909,4.94,1.51
Wood,W4,W4-22,F,W4-A22,AW4-23,AW4-19,376,0.442577031,19,5.3,787.46,1.965216175,42.59,0.065222708,5.41,2.23
Wood,W2,W2-04,F,W2-A04,AW2-42,AW2-26,377,0.231780167,16,4.84,920.51,2.35168194,9.73,0.056672476,11.42,2.36
Wood,W2,W2-24,G,W2-A24,AW2-64,AW2-38,377,0.377931034,16,5.73,597.86,2.497727899,10.01,0.061384106,8.99,1.52
Wood,W4,W4-01,G,W4-A01,AW4-32,AW4-18,377,0.433460076,17,6.42,1047.49,1.081660366,23.51,0.076187329,6.86,1.88
Wood,W4,W4-19,G,W4-A19,AW4-25,AW4-10,377,0.636094675,21,5.81,541.25,2.49065255,21.11,0.094826678,5.68,1.45
Wood,W4,W4-20,H,W4-A20,AW4-04A,AW4-33,381,0.514954486,16,5.1,930.03,0.969632944,38.36,0.049137366,6.7,2.79
Wood,W4,W4-08,G,W4-A08,AW4-33,AW4-04A,383,0.461538462,16,4.94,860.03,1.58649319,35.62,0.063696619,6.02,2.03
Wood,W4,W4-14,F,W4-A14,AW4-23,AW4-01,383,0.465968586,18,5.35,541.26,1.127105905,36.08,0.081791762,4.39,1.59
Wood,W4,W4-16,H,W4-A16,AW4-26,AW4-15,384,0.367593712,18,4.7,346.53,5.014404664,17.16,0.079898966,6.32,1.66
Wood,W4,W4-25,L,W4-A25,AW4-44,AW4-05,385,0.24079602,18,4.21,512.08,3.861169743,11.21,0.061616132,9.28,2.73
Wood,W4,W4-16,G,W4-A16,AW4-26,AW4-15,385,0.406486486,19,5.39,1178.62,1.320348443,30.32,0.056855521,7.67,1.71
Wood,W2,W2-38,H,W2-A38,AW2-61,AW2-22,389,0.202816901,19,5.33,655.58,2.009286142,9.96,0.064566116,11.37,1.91
Wood,W2,W2-34,F,W2-A34,AW2-49,AW2-07,390,0.22320442,17,5.36,800.38,1.262148574,15.76,0.046708705,11.33,3.1
Wood,W4,W4-20,G,W4-A20,AW4-04A,AW4-33,390,0.301858736,18,6.11,764.44,2.102924908,46.38,0.048712282,6.86,2.06
Wood,W4,W4-05,H,W4-A05,AW4-25,AW4-12,391,0.594512195,18,5.45,1109.96,1.159624499,38.37,0.061910698,6.07,1.91
Wood,W4,W4-27,H,W4-A27,AW4-29,AW4-04,394,0.265217391,16,4.63,785.47,2.360305468,26.01,0.060493561,7.27,2.12
Wood,W2,W2-28,F,W2-A28,AW2-54,AW2-09,396,0.246546227,17,4.78,675.46,3.740472592,11.8,0.06353532,9.29,2.52
Wood,W2,W2-38,F,W2-A38,AW2-61,AW2-22,397,0.284854564,18,4.6,733.47,1.623594416,13.48,0.07168919,9.84,1.67
Wood,W2,W2-10,G,W2-A10,AW2-64,AW2-14,399,0.314831665,20,5.74,629.17,2.755957778,11.52,0.066060948,9.33,2.2
Wood,W2,W2-04,H,W2-A04,AW2-42,AW2-26,400,0.249150623,18,4.69,539.65,3.61080983,7.82,0.057535716,10.13,2.1
Wood,W4,W4-14,G,W4-A14,AW4-23,AW4-01,403,0.544692737,17,5.61,1107.75,0.621887611,27.84,0.078986229,7.11,1.93
Wood,W4,W4-17,F,W4-A17,AW4-29,AW4-12,403,0.568306011,18,6.66,1878.08,0.869775129,44.02,0.044532494,6.27,1.95
Wood,W4,W4-19,F,W4-A19,AW4-25,AW4-10,404,0.55,19,6.98,834.81,1.625891524,43.17,0.049790036,6.03,2.73
Wood,W4,W4-02,H,W4-A02,AW4-27,AW4-17,405,0.457687723,17,6.15,772.87,1.454900355,33.95,0.067579889,5.77,1.74
Wood,W2,W2-11,G,W2-A11,AW2-60,AW2-13,405,0.350305499,19,4.25,390.34,4.427297248,8.71,0.057224955,10.81,2.14
Wood,W4,W4-23,F,W4-A23,AW4-24A,AW4-01,405,0.491392801,19,5.13,708.23,1.880363785,20.62,0.078256124,7.15,2.2
Wood,W2,W2-20,G,W2-A20,AW2-41,AW2-01,410,0.274213836,17,5.1,675.37,1.694773195,9.63,0.043220127,15.3,2.18
Wood,W4,W4-14,H,W4-A14,AW4-23,AW4-01,411,0.330666667,17,4.66,659.25,2.253801377,21.72,0.067696598,6.51,2.21
Wood,W4,W4-08,F,W4-A08,AW4-33,AW4-04A,413,0.471544715,16,6.24,1855.95,0.574433233,45.95,0.045498169,6.89,2.25
Wood,W2,W2-33,H,W2-A33,AW2-40,AW2-26,414,0.429906542,19,4.68,306.63,4.740131165,9.58,0.06141494,8.02,2.41
Wood,W4,W4-09,F,W4-A09,AW4-32,AW4-08,415,0.387374462,16,4.99,1280.71,1.273316228,22.68,0.056048769,8.15,2.44
Wood,W4,W4-23,G,W4-A23,AW4-24A,AW4-01,415,0.392961877,17,5.37,715.67,1.166208054,30.73,0.067282561,5.88,1.62
Wood,W4,W4-10,F,W4-A10,AW4-21,AW4-17,416,0.568627451,19,7.18,503.26,3.236295619,37.09,0.068481803,5.25,1.33
Wood,W4,W4-22,G,W4-A22,AW4-23,AW4-19,417,0.401650619,17,5.58,1128.53,1.501560289,47.83,0.046280227,5.42,2.01
Wood,W4,W4-09,G,W4-A09,AW4-32,AW4-08,418,0.3515625,16,5.59,1081.67,1.556940641,32.65,0.04890048,8.32,2.36
Wood,W2,W2-21,H,W2-A21,AW2-66,AW2-16,422,0.118959108,15,3.8,775.54,2.055600332,10.38,0.053960717,12.05,2.86
Wood,W2,W2-13,F,W2-A13,AW2-66,AW2-09,422,0.364766839,21,5.69,493.96,3.633625052,7.23,0.047791502,14.21,2.44
Wood,W4,W4-23,H,W4-A23,AW4-24A,AW4-01,424,0.429667519,17,5.89,1388.81,0.845280586,34.27,0.058737841,5.68,2.04
Wood,W4,W4-05,G,W4-A05,AW4-25,AW4-12,424,0.525624179,17,5.49,873.31,1.27408002,49.74,0.049708344,5.59,1.63
Wood,W2,W2-27,H,W2-A27,AW2-41,AW2-30,425,0.254748603,18,4.48,568.77,2.132091855,7.62,0.049367851,11.2,2.43
Wood,W4,W4-25,F,W4-A25,AW4-44,AW4-05,425,0.442605998,19,4.57,498.22,6.30380645,14.11,0.057558558,7.65,2.43
Wood,W2,W2-37,G,W2-A37,AW2-32A,AW2-23,432,0.4,16,5.5,901.22,3.085826579,11.76,0.044216205,11.44,2.33
Wood,W4,W4-07,H,W4-A07,AW4-23,AW4-11,433,0.545201669,16,6.24,1203.09,1.093468998,48,0.039743732,6.26,1.76
Wood,W2,W2-34,H,W2-A34,AW2-49,AW2-07,434,0.289276808,18,5.3,484.93,3.878933215,6.67,0.05130514,10.94,2.55
Wood,W4,W4-18,F,W4-A18,AW4-24,AW4-05,435,0.488038278,17,5.24,540.56,9.588036834,10.49,0.041223071,11.34,3.46
Wood,W2,W2-10,F,W2-A10,AW2-64,AW2-14,435,0.29204431,19,5.68,564.44,2.410129178,7.49,0.046789232,12.64,3.09
Wood,W4,W4-20,F,W4-A20,AW4-04A,AW4-33,438,0.595528455,18,6.54,534.42,1.249164473,25.59,0.107148836,5.18,1.44
Wood,W4,W4-02,F,W4-A02,AW4-27,AW4-17,439,0.526582278,17,6.31,874.78,0.751878789,34.66,0.056688595,7.54,2.22
Wood,W4,W4-22,H,W4-A22,AW4-23,AW4-19,441,0.568595041,17,5.95,461.27,3.060736103,27.14,0.111525546,4.62,0.95
Wood,W4,W4-01,H,W4-A01,AW4-32,AW4-18,444,0.569620253,18,6.91,842.34,0.88250761,27,0.078351089,6.3,1.5
Wood,W4,W4-06,H,W4-A06,AW4-26,AW4-10,445,0.274439462,16,4.66,755.1,1.309904653,14.54,0.071740992,8.22,2.03
Wood,W2,W2-37,H,W2-A37,AW2-32A,AW2-23,446,0.304635762,17,5.43,716.27,1.376798042,12,0.076149682,8.8,1.44
Wood,W2,W2-13,H,W2-A13,AW2-66,AW2-09,454,0.259183673,18,4.26,563.35,3.443697628,12.08,0.064089074,9.25,2.67
