study_ID;species;trait;environment;npop;d;mean;d_se;species_trait;maxdist;tg1;tg2;ms;dimension;evals
Andersson_1997_Nigella_degenii_greenhouse;Nigella_degenii;leaf_length;greenhouse;2;0,0488401146603029;15,87;0,0345351762702287;Nigella_degenii_leaf_length;37,423;vegetative;leaf_size;M;linear;1,667
Andersson_1997_Nigella_degenii_greenhouse;Nigella_degenii;nectary_length;greenhouse;2;0,00473266119672066;7,715;0,00334649682525962;Nigella_degenii_nectary_length;37,423;floral;female;M;linear;0,2685
Andersson_1997_Nigella_degenii_greenhouse;Nigella_degenii;peduncle_length;greenhouse;2;0,0114165928294643;1,525;0,00807275020775989;Nigella_degenii_peduncle_length;37,423;floral;peduncle;M;linear;18,6965
Andersson_1997_Nigella_degenii_greenhouse;Nigella_degenii;plant_height;greenhouse;2;0,0126853410468899;314,95;0,0089698906759199;Nigella_degenii_plant_height;37,423;vegetative;plant_size;M;linear;2,714
Andersson_1997_Nigella_degenii_greenhouse;Nigella_degenii;sepal_length;greenhouse;2;0,0132329206527348;13,245;0,00935708792845231;Nigella_degenii_sepal_length;37,423;floral;flowersize;M;linear;0,192
Andersson_1997_Nigella_degenii_greenhouse;Nigella_degenii;stamen_length;greenhouse;2;0,000807048379415618;8,215;0,000570669381830397;Nigella_degenii_stamen_length;37,423;floral;fit;M;linear;0,176
Andersson_Crepis_Crepis_tectorum_greenhouse;Crepis_tectorum;leaf_length;greenhouse;54;0,0169426784793468;83,1611111111111;0,00320186527140555;Crepis_tectorum_leaf_length;2500;vegetative;leaf_size;O;linear;0,581
Andersson_Crepis_Crepis_tectorum_greenhouse;Crepis_tectorum;maximum_leaf_width;greenhouse;54;0,0387779760564484;17,9018518518519;0,00732834864226997;Crepis_tectorum_maximum_leaf_width;2500;vegetative;leaf_size;O;linear;0,628
Andersson_Crepis_Crepis_tectorum_greenhouse;Crepis_tectorum;minimum_leaf_width;greenhouse;54;0,491402123535293;3,7162962962963;0,092866272328816;Crepis_tectorum_minimum_leaf_width;2500;vegetative;leaf_size;O;linear;13
Andersson_Crepis_Crepis_tectorum_greenhouse;Crepis_tectorum;number_of_teeth;greenhouse;54;0,0732050854917615;19,3603703703704;0,0138344607797445;Crepis_tectorum_number_of_teeth;2500;vegetative;leaf_shape;O;count;0,736
Andersson_Crepis_Crepis_tectorum_greenhouse;Crepis_tectorum;tip_distance;greenhouse;54;0,0271943944337659;29,9268518518519;0,0051392574804817;Crepis_tectorum_tip_distance;2500;vegetative;leaf_size;O;linear;0,655
Barrett_&_Shore_1987_Turnera_ulmifolia_greenhouse;Turnera_ulmifolia;flower_diameter;greenhouse;10;0,00603770434788546;42,92;0,00246488247835047;Turnera_ulmifolia_flower_diameter;188;floral;flowersize;S;linear;0,389
Barrett_&_Shore_1987_Turnera_ulmifolia_greenhouse;Turnera_ulmifolia;organ_size;greenhouse;10;2,28121887159578;2,75;0,931303704502881;Turnera_ulmifolia_organ_size;188;floral;herkogamy;S;NA;0,497
Barrett_&_Shore_1987_Turnera_ulmifolia_greenhouse;Turnera_ulmifolia;stamen_length;greenhouse;10;0,0126106762485522;18,24;0,00514828702006468;Turnera_ulmifolia_stamen_length;188;floral;fit;S;linear;0,232
Barrett_&_Shore_1987_Turnera_ulmifolia_greenhouse;Turnera_ulmifolia;style_length;greenhouse;10;0,00966225092149087;20,99;0,00394459742073153;Turnera_ulmifolia_style_length;188;floral;fit;S;linear;0,291
Bartkowska_et_al._2018_Aquilegia_canadensis_field;Aquilegia_canadensis;mean_magnitude;field;7;0,0192496083389227;3,35;0,00907435239442493;Aquilegia_canadensis_mean_magnitude;3,802;floral;herkogamy;M;linear;11,402
Bartkowska_et_al._2018_Aquilegia_canadensis_field;Aquilegia_canadensis;pistil_length;field;7;0,000885155179935799;19,7671428571429;0,000417266153423335;Aquilegia_canadensis_pistil_length;3,802;floral;fit;M;linear;0,44
Bartkowska_et_al._2018_Aquilegia_canadensis_field;Aquilegia_canadensis;sepal_length;field;7;0,000846653491972349;15,1014285714286;0,000399116283659279;Aquilegia_canadensis_sepal_length;3,802;floral;sepal;M;linear;NA
Bartkowska_et_al._2018_Aquilegia_canadensis_field;Aquilegia_canadensis;spur_length;field;7;0,000769284305299489;30,05;0,000362644099291767;Aquilegia_canadensis_spur_length;3,802;floral;fit;M;linear;0,595
Billington_et_al_1988_Holcus_lanatus_greenhouse;Holcus_lanatus;flowering_time;greenhouse;2;0,0280348621942535;29,7;0,019823641167187;Holcus_lanatus_flowering_time;0,5;lifehistory;flowering;O;time;0,0997154685
Billington_et_al_1988_Holcus_lanatus_greenhouse;Holcus_lanatus;inflorescense_number;greenhouse;2;0,00442865582511495;47,85;0,00313153256548009;Holcus_lanatus_inflorescense_number;0,5;floral;display;O;count;5,8233373545
Billington_et_al_1988_Holcus_lanatus_greenhouse;Holcus_lanatus;leaf_width;greenhouse;2;0,00193017911176446;8,05;0,00136484273883328;Holcus_lanatus_leaf_width;0,5;vegetative;leaf_size;O;linear;1,0507770965
Billington_et_al_1988_Holcus_lanatus_greenhouse;Holcus_lanatus;stolon_dry_weight;greenhouse;2;0,0330360924855419;0,665;0,0233600450204326;Holcus_lanatus_stolon_dry_weight;0,5;vegetative;plant_size;O;mass_volume;-30,440375215
Billington_et_al_1988_Holcus_lanatus_greenhouse;Holcus_lanatus;stolon_number;greenhouse;2;0,00433291343330456;25,8;0,00306383247098394;Holcus_lanatus_stolon_number;0,5;vegetative;plant_size;O;count;5,4246647555
Billington_et_al_1988_Holcus_lanatus_greenhouse;Holcus_lanatus;tiller_dry_weight;greenhouse;2;0,00781206127799508;7,53;0,00552396150471517;Holcus_lanatus_tiller_dry_weight;0,5;vegetative;plant_size;O;mass_volume;7,1711443395
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;central_male_flower_diameter;greenhouse;9;0,00323149883845885;2,32333333333333;0,0013779157345235;Dalechampia_scandens_A_central_male_flower_diameter;1060,818;floral;male;M;linear;0,154
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;gland_anther_distance;greenhouse;9;0,00756252001952815;5,35555555555556;0,00322466937123409;Dalechampia_scandens_A_gland_anther_distance;1060,818;floral;fit;M;linear;0,12
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;gland_area;greenhouse;9;0,0536949565132457;24,8722222222222;0,0228956063866147;Dalechampia_scandens_A_gland_area;1060,818;floral;reward;M;area;0,716
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;gland_heigth;greenhouse;9;0,0197139099125185;3,36444444444444;0,00840603943103782;Dalechampia_scandens_A_gland_heigth;1060,818;floral;reward;M;linear;0,305
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;gland_ratio;greenhouse;9;0,00444949895976338;46,3044444444444;0,00189727273129019;Dalechampia_scandens_A_gland_ratio;1060,818;floral;shape;M;ratio;0,18
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;gland_stigma_distance;greenhouse;9;0,0131476561897057;5,53333333333333;0,00560617943608506;Dalechampia_scandens_A_gland_stigma_distance;1060,818;floral;fit;M;linear;0,478
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;gland_width;greenhouse;9;0,00909541891815802;7,24333333333333;0,00387829965781132;Dalechampia_scandens_A_gland_width;1060,818;floral;reward;M;linear;0,105
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;GSD_shape;greenhouse;9;0,00206973797883818;91,36;0,000882539239513428;Dalechampia_scandens_A_GSD_shape;1060,818;floral;shape;M;ratio;0,047
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;lower_bract_length;greenhouse;9;0,0116667343263341;25,3633333333333;0,00497471223181003;Dalechampia_scandens_A_lower_bract_length;1060,818;floral;peduncle;M;linear;0,28
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;lower_bract_ratio;greenhouse;9;0,00189404020519833;102,573333333333;0,000807621457109224;Dalechampia_scandens_A_lower_bract_ratio;1060,818;floral;shape;M;ratio;0,058
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;lower_bract_shape;greenhouse;9;0,000298567584267953;86,05;0,000127309645692984;Dalechampia_scandens_A_lower_bract_shape;1060,818;floral;shape;M;ratio;0,024
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;lower_bract_width;greenhouse;9;0,0120637884539823;24,7788888888889;0,00514401668070313;Dalechampia_scandens_A_lower_bract_width;1060,818;floral;flowersize;M;linear;0,342
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;mean_magnitude;greenhouse;9;0,536454575890599;2,52777777777778;0,228744999744242;Dalechampia_scandens_A_mean_magnitude;1060,818;floral;herkogamy;M;linear;1,908
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;number_of_bractlets;greenhouse;9;0,0365130725692625;13,4377777777778;0,0155692264562223;Dalechampia_scandens_A_number_of_bractlets;1060,818;floral;reward;M;count;1,461
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;SL_shape;greenhouse;9;0,00113722084207651;98,83;0,000484912596370486;Dalechampia_scandens_A_SL_shape;1060,818;floral;shape;M;ratio;0,008
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;stigma_width;greenhouse;9;0,0150962564822317;1,57111111111111;0,00643706539259965;Dalechampia_scandens_A_stigma_width;1060,818;floral;female;M;linear;0,329
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;style_length;greenhouse;9;0,0105995747803765;8,20111111111111;0,00451967387248226;Dalechampia_scandens_A_style_length;1060,818;floral;fit;M;linear;0,483
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;SW_shape;greenhouse;9;0,00180355458421204;93,8077777777778;0,000769038258680903;Dalechampia_scandens_A_SW_shape;1060,818;floral;shape;M;ratio;0,008
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;upper_bract_length;greenhouse;9;0,0120742253564067;23,0155555555556;0,00514846699084996;Dalechampia_scandens_A_upper_bract_length;1060,818;floral;flowersize;M;linear;0,253
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;upper_bract_ratio;greenhouse;9;0,00416757531250942;94,7222222222222;0,00177706008418593;Dalechampia_scandens_A_upper_bract_ratio;1060,818;floral;shape;M;ratio;0,102
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;upper_bract_shape;greenhouse;9;0,00116289887605105;90,4744444444444;0,000495861746846435;Dalechampia_scandens_A_upper_bract_shape;1060,818;floral;shape;M;ratio;0,018
Bolstad_et_al._Mexico_Dalechampia_scandens_A_greenhouse;Dalechampia_scandens_A;upper_bract_width;greenhouse;9;0,00918696780169731;24,3366666666667;0,00391733623291559;Dalechampia_scandens_A_upper_bract_width;1060,818;floral;flowersize;M;linear;0,314
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;area_of_first_leaf;greenhouse;2;0,0114354031018191;0,53;0,00808605107889799;Medicago_truncatula_area_of_first_leaf;314,643;vegetative;leaf_size;S;area;5,271
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;breath_of_first_leaf;greenhouse;2;0,00134990723487383;0,77;0,000954528559752064;Medicago_truncatula_breath_of_first_leaf;314,643;vegetative;leaf_size;S;linear;1,7555
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;daily_growth_of_main_stem;greenhouse;2;4,63455843690069;0,11;3,2771276985378;Medicago_truncatula_daily_growth_of_main_stem;314,643;vegetative;growth;S;ratio;31,935
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;daily_growth_of_secondary_stems;greenhouse;2;0,10685998986242;1,475;0,075561423469243;Medicago_truncatula_daily_growth_of_secondary_stems;314,643;vegetative;growth;S;ratio;2,9245
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;date_of_first_flower_bud;greenhouse;2;0,0188370059553744;100,935;0,0133197746482966;Medicago_truncatula_date_of_first_flower_bud;314,643;lifehistory;flowering;S;time;0,183
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;date_of_first_open_flower;greenhouse;2;0,0191414801579629;105,21;0,0135350704216433;Medicago_truncatula_date_of_first_open_flower;314,643;lifehistory;flowering;S;time;0,165
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;date_of_first_ripe_pod;greenhouse;2;0,0104909557586838;136,585;0,00741822595809334;Medicago_truncatula_date_of_first_ripe_pod;314,643;lifehistory;fruiting;S;time;0,081
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;date_of_first_unripe_pod;greenhouse;2;0,0172266720737823;109,085;0,0121810966406484;Medicago_truncatula_date_of_first_unripe_pod;314,643;lifehistory;fruiting;S;time;0,1435
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;emergence_date_of_cotyledons;greenhouse;2;0,00982577305128897;4,43;0,00694787075496646;Medicago_truncatula_emergence_date_of_cotyledons;314,643;lifehistory;emergence;S;time;1,8085
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;emergence_date_of_sixth_leaf;greenhouse;2;0,000420138646989084;29,325;0,000297082886324522;Medicago_truncatula_emergence_date_of_sixth_leaf;314,643;lifehistory;emergence;S;time;0,365
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;length_of_first_leaf;greenhouse;2;0,00178319349667372;0,67;0,00126090821366574;Medicago_truncatula_length_of_first_leaf;314,643;vegetative;leaf_size;S;linear;1,289
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;length_of_main_stem_62_days_after_planting;greenhouse;2;0,756386398933836;0,84;0,534845951883389;Medicago_truncatula_length_of_main_stem_62_days_after_planting;314,643;vegetative;growth;S;linear;11,598
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;length_of_main_stem_92_days_after_planting;greenhouse;2;3,16393939154397;4,48;2,23724299902398;Medicago_truncatula_length_of_main_stem_92_days_after_planting;314,643;vegetative;growth;S;linear;16,848
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;length_of_main_stem_at_flower_bud_stage;greenhouse;2;1,77929906640383;3,57;1,25815443561304;Medicago_truncatula_length_of_main_stem_at_flower_bud_stage;314,643;vegetative;plant_size;S;linear;22,2
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;length_of_secondary_stem_62_days_after_planting;greenhouse;2;0,00646188158132234;7,485;0,00456924028537748;Medicago_truncatula_length_of_secondary_stem_62_days_after_planting;314,643;vegetative;growth;S;linear;3,055
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;length_of_secondary_stem_92_days_after_planting;greenhouse;2;0,0858841416914615;57,56;0,0607292589864187;Medicago_truncatula_length_of_secondary_stem_92_days_after_planting;314,643;vegetative;growth;S;linear;2,5945
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;length_of_secondary_stem_at_flower_bud_stage;greenhouse;2;0,0252439042511733;63,82;0,0178501358796286;Medicago_truncatula_length_of_secondary_stem_at_flower_bud_stage;314,643;vegetative;plant_size;S;linear;1,998
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;number_of_pods;greenhouse;2;0,0907468293975724;283,97;0,0641676984382022;Medicago_truncatula_number_of_pods;314,643;floral;fitness;S;count;9,886
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;reproductive_effort;greenhouse;2;0,341698731681154;0,46;0,241617490294586;Medicago_truncatula_reproductive_effort;314,643;floral;allocation;S;ratio;10,0775
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;reproductive_interval;greenhouse;2;0,000301181009471314;31,375;0,000212967134161776;Medicago_truncatula_reproductive_interval;314,643;lifehistory;reproductive_interval;S;time;0,173
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;total_weight;greenhouse;2;0,00547517568618862;44,19;0,00387153385589168;Medicago_truncatula_total_weight;314,643;vegetative;plant_size;S;mass_volume;0,4845
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;weight_of_100_pods;greenhouse;2;0,132987952524375;7,075;0,0940366830461001;Medicago_truncatula_weight_of_100_pods;314,643;floral;fitness;S;mass_volume;0,99
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;weight_of_dried_pods;greenhouse;2;0,390624058795258;20,915;0,276212920868739;Medicago_truncatula_weight_of_dried_pods;314,643;floral;fitness;S;mass_volume;11,104
Bonnin_et_al._1997_Medicago_truncatula_greenhouse;Medicago_truncatula;weight_of_dried_stems;greenhouse;2;0,158005470001912;23,275;0,11172673930292;Medicago_truncatula_weight_of_dried_stems;314,643;vegetative;plant_size;S;mass_volume;1,959
Campbell_et_al_2018_Ipomopsis_aggregata_field;Ipomopsis_aggregata;anther_position;field;2;3,78505789138242e-05;26,435;2,67644010218017e-05;Ipomopsis_aggregata_anther_position;0,199;floral;fit;O;linear;0,123
Campbell_et_al_2018_Ipomopsis_aggregata_field;Ipomopsis_aggregata;corolla_length;field;2;0,000549000895936618;27,465;0,000388202256394273;Ipomopsis_aggregata_corolla_length;0,199;floral;flowersize;O;linear;0,175
Campbell_et_al_2018_Ipomopsis_aggregata_field;Ipomopsis_aggregata;corolla_width;field;2;0,00289256474428668;3,42;0,00204535214570625;Ipomopsis_aggregata_corolla_width;0,199;floral;flowersize;O;linear;0,192
Campbell_et_al_2018_Ipomopsis_aggregata_x_tenuituba_field;Ipomopsis_aggregata_x_tenuituba;anther_position;field;7;0,00445828278558494;28,6685714285714;0,00210165466008958;Ipomopsis_aggregata_x_tenuituba_anther_position;0,96;floral;fit;NA;linear;NA
Campbell_et_al_2018_Ipomopsis_aggregata_x_tenuituba_field;Ipomopsis_aggregata_x_tenuituba;corolla_length;field;7;0,0101436251424655;33,1071428571429;0,00478175074936782;Ipomopsis_aggregata_x_tenuituba_corolla_length;0,96;floral;flowersize;NA;linear;NA
Campbell_et_al_2018_Ipomopsis_aggregata_x_tenuituba_field;Ipomopsis_aggregata_x_tenuituba;corolla_width;field;7;0,00341024547400046;2,95;0,00160760513345097;Ipomopsis_aggregata_x_tenuituba_corolla_width;0,96;floral;flowersize;NA;linear;NA
Campbell_et_al_2018_Ipomopsis_tenuituba_field;Ipomopsis_tenuituba;anther_position;field;3;3,69388877174582e-05;28,7833333333333;2,33622038840772e-05;Ipomopsis_tenuituba_anther_position;0,0943;floral;fit;NA;linear;NA
Campbell_et_al_2018_Ipomopsis_tenuituba_field;Ipomopsis_tenuituba;corolla_length;field;3;0,000141468803659755;34,24;8,94727274847979e-05;Ipomopsis_tenuituba_corolla_length;0,0943;floral;flowersize;NA;linear;NA
Campbell_et_al_2018_Ipomopsis_tenuituba_field;Ipomopsis_tenuituba;corolla_width;field;3;0,000777257999351063;2,73666666666667;0,000491581121507007;Ipomopsis_tenuituba_corolla_width;0,0943;floral;flowersize;NA;linear;NA
Campbell_unpublished_2019_Ipomopsis_aggregata_field;Ipomopsis_aggregata;anther_position;field;3;0,00204643487984906;27,0066666666667;0,00129427906070721;Ipomopsis_aggregata_anther_position;7,333;floral;fit;O;linear;0,123
Campbell_unpublished_2019_Ipomopsis_aggregata_field;Ipomopsis_aggregata;corolla_length;field;3;0,00189907187017928;26,6433333333333;0,00120107851002442;Ipomopsis_aggregata_corolla_length;7,333;floral;flowersize;O;linear;0,175
Campbell_unpublished_2019_Ipomopsis_aggregata_field;Ipomopsis_aggregata;corolla_width;field;3;0,000242655815436901;3,41;0,00015346901285321;Ipomopsis_aggregata_corolla_width;7,333;floral;flowersize;O;linear;0,192
Campbell_unpublished_2019_Ipomopsis_aggregata_field;Ipomopsis_aggregata;nectar_volume;field;3;0,00179647333901368;2,41666666666667;0,00113618950141021;Ipomopsis_aggregata_nectar_volume;7,333;floral;reward;O;mass_volume;2,039
Carr_&_Fenster_1994_Mimulus_guttatus_greenhouse;Mimulus_guttatus;corolla_length;greenhouse;2;0,00217588227361511;22,14;0,00153858111073684;Mimulus_guttatus_corolla_length;10;floral;flowersize;M;linear;0,7955
Carr_&_Fenster_1994_Mimulus_guttatus_greenhouse;Mimulus_guttatus;corolla_width;greenhouse;2;0,00237386002064984;23,23;0,00167857251818914;Mimulus_guttatus_corolla_width;10;floral;flowersize;M;linear;1,59628571428571
Carr_&_Fenster_1994_Mimulus_guttatus_greenhouse;Mimulus_guttatus;days_to_first_flower;greenhouse;2;0,0244032825833197;46,585;0,0172557265978769;Mimulus_guttatus_days_to_first_flower;10;lifehistory;flowering;M;time;1,561
Carr_&_Fenster_1994_Mimulus_guttatus_greenhouse;Mimulus_guttatus;mean_magnitude;greenhouse;2;2,31386855686069e-05;2,94;1,63615214733053e-05;Mimulus_guttatus_mean_magnitude;10;floral;herkogamy;M;NA;9,6198
Carr_&_Fenster_1994_Mimulus_guttatus_greenhouse;Mimulus_guttatus;ovary_length;greenhouse;2;0,000119263547621882;5,18;8,43320632717978e-05;Mimulus_guttatus_ovary_length;10;floral;female;M;linear;1,12133333333333
Carr_&_Fenster_1994_Mimulus_guttatus_greenhouse;Mimulus_guttatus;pistil_length;greenhouse;2;0,00165081484258091;18,975;0,00116730236967236;Mimulus_guttatus_pistil_length;10;floral;fit;M;linear;0,5905
Carr_&_Fenster_1994_Mimulus_guttatus_greenhouse;Mimulus_guttatus;stamen_height_high;greenhouse;2;0,00243370078431259;16,06;0,00172088632796645;Mimulus_guttatus_stamen_height_high;10;floral;fit;M;linear;0,826
Carr_&_Fenster_1994_Mimulus_guttatus_greenhouse;Mimulus_guttatus;stamen_height_low;greenhouse;2;0,00399012263570938;13,89;0,00282144277347604;Mimulus_guttatus_stamen_height_low;10;floral;fit;M;linear;0,8175
Carr_&_Fenster_1994_Mimulus_guttatus_greenhouse;Mimulus_guttatus;style_length;greenhouse;2;0,00316184626416446;13,84;0,00223576293446004;Mimulus_guttatus_style_length;10;floral;fit;M;linear;0,566
Carr_&_Fenster_1994_Mimulus_micranthus_greenhouse;Mimulus_micranthus;corolla_length;greenhouse;2;0,0136698875950307;8,85;0,00966607021650408;Mimulus_micranthus_corolla_length;68,251;floral;flowersize;S;linear;0,19
Carr_&_Fenster_1994_Mimulus_micranthus_greenhouse;Mimulus_micranthus;corolla_width;greenhouse;2;0,0318441476915465;7,25;0,0225172127737985;Mimulus_micranthus_corolla_width;68,251;floral;flowersize;S;linear;0,33275
Carr_&_Fenster_1994_Mimulus_micranthus_greenhouse;Mimulus_micranthus;days_to_first_flower;greenhouse;2;0,0236303428357802;43,825;0,0167091756609431;Mimulus_micranthus_days_to_first_flower;68,251;lifehistory;flowering;S;time;0,7315
Carr_&_Fenster_1994_Mimulus_micranthus_greenhouse;Mimulus_micranthus;ovary_length;greenhouse;2;0,0322410065182724;3,88;0,0227978343413501;Mimulus_micranthus_ovary_length;68,251;floral;female;S;linear;0,0475
Carr_&_Fenster_1994_Mimulus_micranthus_greenhouse;Mimulus_micranthus;pistil_length;greenhouse;2;0,0118812160456029;5,85;0,00840128843458824;Mimulus_micranthus_pistil_length;68,251;floral;fit;S;linear;0,0845
Carr_&_Fenster_1994_Mimulus_micranthus_greenhouse;Mimulus_micranthus;stamen_height_high;greenhouse;2;0,00939702352912767;7,525;0,00664469906041572;Mimulus_micranthus_stamen_height_high;68,251;floral;fit;S;linear;0,1375
Carr_&_Fenster_1994_Mimulus_micranthus_greenhouse;Mimulus_micranthus;stamen_height_low;greenhouse;2;0,00832880710793455;6,595;0,00588935598521523;Mimulus_micranthus_stamen_height_low;68,251;floral;fit;S;linear;0,2115
Carr_&_Fenster_1994_Mimulus_micranthus_greenhouse;Mimulus_micranthus;style_length;greenhouse;2;0,000824777705986869;1,97;0,0005832059088748;Mimulus_micranthus_style_length;68,251;floral;fit;S;linear;0,1365
Carter_&_Murdy_1986_Talinum_mengesii_greenhouse;Talinum_mengesii;ovule_number;greenhouse;10;0,0367335367665482;44,345;0,0149964035876348;Talinum_mengesii_ovule_number;214;floral;fecundity;M;count;3,084
Carter_&_Murdy_1986_Talinum_mengesii_greenhouse;Talinum_mengesii;petal_length;greenhouse;10;0,00710515453373335;9,199;0,00290066719187821;Talinum_mengesii_petal_length;214;floral;flowersize;M;linear;0,543
Carter_&_Murdy_1986_Talinum_mengesii_greenhouse;Talinum_mengesii;petal_width;greenhouse;10;0,0152949952082427;5,849;0,00624415564641805;Talinum_mengesii_petal_width;214;floral;flowersize;M;linear;1,008
Carter_&_Murdy_1986_Talinum_mengesii_greenhouse;Talinum_mengesii;stamen_number;greenhouse;10;0,00685205951965276;61,845;0,00279734158505488;Talinum_mengesii_stamen_number;214;floral;male;M;count;0,45
Carter_&_Murdy_1986_Talinum_mengesii_greenhouse;Talinum_mengesii;style_length;greenhouse;10;0,0299937698072621;4,988;0,0122449052483814;Talinum_mengesii_style_length;214;floral;fit;M;linear;1,41
Caruso_2000_Ipomopsis_aggregata_field;Ipomopsis_aggregata;corolla_length;field;7;0,00145936481181071;24,2814285714286;0,000687951169770922;Ipomopsis_aggregata_corolla_length;3,5;floral;flowersize;O;linear;0,175
Caruso_2000_Ipomopsis_aggregata_field;Ipomopsis_aggregata;corolla_width;field;7;0,00342582111024834;2,85142857142857;0,00161494755879242;Ipomopsis_aggregata_corolla_width;3,5;floral;flowersize;O;linear;0,192
Caruso_2000_Ipomopsis_aggregata_field;Ipomopsis_aggregata;flower_number;field;7;0,0879644736484756;64,8871428571429;0,041466850546895;Ipomopsis_aggregata_flower_number;3,5;floral;display;O;count;NA
Caruso_2000_Ipomopsis_aggregata_field;Ipomopsis_aggregata;nectar_volume;field;7;0,0234383127224629;2,71142857142857;0,011048926577083;Ipomopsis_aggregata_nectar_volume;3,5;floral;reward;O;mass_volume;2,039
Caruso_2000_Ipomopsis_aggregata_field;Ipomopsis_aggregata;proportion_pistillate;field;7;0,0114932715075767;0,588571428571429;0,00541798014735042;Ipomopsis_aggregata_proportion_pistillate;3,5;floral;ontogeny;O;ratio;0,988
Caruso_2001_Ipomopsis_aggregata_field;Ipomopsis_aggregata;corolla_length;field;5;0,000653112397289924;36,784;0,000349103260816211;Ipomopsis_aggregata_corolla_length;3;floral;flowersize;O;linear;0,175
Caruso_2001_Ipomopsis_aggregata_field;Ipomopsis_aggregata;corolla_width;field;5;0,00116460848071134;2,446;0,000622509417793309;Ipomopsis_aggregata_corolla_width;3;floral;flowersize;O;linear;0,192
Caruso_2001_Ipomopsis_aggregata_field;Ipomopsis_aggregata;flower_number;field;5;0,0776868517861619;69,61;0,0415253689772721;Ipomopsis_aggregata_flower_number;3;floral;display;O;count;NA
Caruso_2001_Ipomopsis_aggregata_field;Ipomopsis_aggregata;nectar_volume;field;5;0,0153415265528706;3,568;0,00820039087870525;Ipomopsis_aggregata_nectar_volume;3;floral;reward;O;mass_volume;2,039
Caruso_2004_Lobelia_siphilitica_greenhouse;Lobelia_siphilitica;corolla_lobe_length;greenhouse;2;0,00377990979545185;13,58;0,00267279984863746;Lobelia_siphilitica_corolla_lobe_length;7,204;floral;flowersize;M;linear;0,7945
