"","Focal","Other","NN","QGr","Rr","LRr","Wr"
"1528","32","48","0",-0.012,0.096,0.056,0.07
"1529","32","49","0",0.09,0.041,-0.013,-0.016
"1530","32","50","0",-0.078,0.039,-0.015,-0.14
"1531","32","51","0",-0.078,0.003,-0.067,-0.143
"1532","32","52","0",-0.106,-0.002,-0.07,-0.14
"1533","32","53","0",-0.102,0.02,-0.043,-0.124
"1534","32","54","0",-0.102,0,-0.072,-0.145
"1535","32","55","0",0.125,0.072,0.031,0.052
"1536","32","56","0",0.005,0.062,0.009,0.022
"1537","32","58","0",-0.102,0.016,-0.048,-0.145
"1538","32","59","0",0.042,0.035,-0.022,-0.012
"1539","32","66","0",0.093,0.074,0.027,0.028
"1540","32","67","0",0.259,0.157,0.154,0.202
"1541","32","68","0",0.01,0.029,-0.031,-0.049
"1542","32","69","0",-0.056,0.037,-0.028,-0.054
"1543","32","70","0",-0.017,0.059,0.015,-0.022
"1544","32","71","0",0.042,0.07,0.028,0.022
"1545","32","72","0",0.016,0.038,-0.021,-0.037
"1546","32","73","0",-0.159,-0.011,-0.079,-0.214
"1547","32","74","0",-0.094,0.018,-0.063,-0.067
"1548","32","75","0",0.1,0.042,-0.003,0.024
"1549","32","76","0",0.042,0.042,-0.011,0.004
"1550","32","77","0",-0.014,0.021,-0.042,-0.112
"1551","32","78","0",-0.097,0.002,-0.062,-0.095
"1552","32","79","0",-0.15,-0.007,-0.082,-0.13
"1553","32","80","0",-0.072,0.097,0.063,-0.101
"1554","32","81","0",-0.03,0.021,-0.042,-0.052
"1555","32","82","0",-0.006,0.071,0.031,0.003
"1556","32","83","0",0.115,0.168,0.169,0.038
"1557","32","85","0",-0.006,0.025,-0.036,-0.028
"1558","32","86","0",0.042,0.121,0.132,-0.001
"1559","32","2D","0",0.102,0.112,0.083,0.076
"1560","32","N1","0",-0.053,0.02,-0.049,-0.055
"1561","32","N2","0",0.066,0.078,0.041,0.068
"1562","32","N6","0",-0.03,0.019,-0.044,-0.088
"1563","32","N3","0",-0.078,0.029,-0.03,-0.122
"1564","32","N5","0",-0.054,0.018,-0.046,-0.114
"1565","32","N8","0",-0.049,0.019,-0.059,-0.1
"1566","37","39","0",0.015,0.014,-0.031,-0.098
"1567","37","40","0",-0.046,0.013,-0.02,-0.108
"1568","37","43","0",-0.085,0.039,-0.008,-0.089
"1569","37","45","0",-0.046,0.013,-0.02,-0.126
"1570","37","46","0",0.071,0.05,-0.003,-0.022
"1571","37","47","0",-0.242,0.011,-0.021,-0.226
"1572","37","48","0",-0.007,0.071,0.007,0.047
"1573","37","49","0",0.071,0.054,-0.001,0.019
"1574","37","50","0",0.071,0.05,-0.003,-0.022
"1575","37","51","0",-0.124,-0.003,-0.027,-0.174
"1576","37","52","0",0.071,0.05,-0.003,-0.022
"1577","37","53","0",-0.124,-0.003,-0.027,-0.174
"1578","37","54","0",-0.124,-0.003,-0.027,-0.174
"1579","37","55","0",0.032,0.021,-0.016,-0.078
"1580","37","56","0",0.218,0.135,0.066,0.209
"1581","37","58","0",0.032,0.021,-0.016,-0.078
"1582","37","59","0",0.041,0.017,-0.014,-0.054
"1583","37","60","0",-0.085,0.042,-0.006,-0.021
"1584","37","66","0",0.069,0.03,-0.026,-0.039
"1585","37","67","0",0.11,0.037,-0.009,-0.012
"1586","37","68","0",0.11,0.066,0.005,0.105
"1587","37","69","0",-0.166,-0.007,-0.021,-0.239
"1588","37","70","0",-0.043,0.013,-0.021,-0.063
"1589","37","71","0",-0.007,0.017,-0.018,-0.054
"1590","37","72","0",0.356,0.187,0.125,0.345
"1591","37","73","0",0.032,0.021,-0.016,-0.078
"1592","37","74","0",0.006,0.021,-0.038,-0.133
"1593","37","75","0",0.133,0.059,0.005,0.1
"1594","37","76","0",0.11,0.066,0.005,0.105
"1595","37","77","0",0.285,0.139,0.079,0.297
"1596","37","78","0",-0.097,0.022,-0.012,-0.116
"1597","37","79","0",-0.097,0.022,-0.012,-0.116
"1598","37","80","0",-0.242,-0.01,-0.031,-0.233
"1599","37","81","0",0.032,0.046,-0.004,0.002
"1600","37","82","0",-0.046,0.009,-0.022,-0.104
"1601","37","83","0",-0.046,0.013,-0.02,-0.126
"1602","37","84","0",0.032,0.078,0.01,0.027
"1603","37","85","0",-0.007,0.017,-0.018,-0.054
"1604","37","86","0",-0.082,-0.014,-0.041,-0.166
"1605","37","2D","0",-0.007,0.046,-0.005,0.017
"1606","37","N1","0",-0.146,0.038,-0.019,-0.138
"1607","37","N2","0",-0.007,0.036,-0.009,-0.054
"1608","37","N6","0",-0.242,-0.01,-0.031,-0.233
"1609","37","N3","0",0.032,0.021,-0.016,-0.078
"1610","37","N5","0",0.071,0.077,0.01,0.087
"1611","37","N8","0",0.075,0.071,0.001,0.043
"1612","39","43","0",0.059,0.031,-0.013,-0.04
"1613","39","45","0",-0.138,-0.016,-0.049,-0.203
"1614","39","46","0",-0.109,0.008,-0.031,-0.128
"1615","39","47","0",-0.051,0.015,-0.025,-0.072
"1616","39","48","0",-0.073,-0.004,-0.035,-0.159
"1617","39","49","0",0.094,0.082,0.026,0.017
"1618","39","50","0",-0.109,0.008,-0.031,-0.128
"1619","39","51","0",-0.022,0.005,-0.034,-0.118
"1620","39","52","0",-0.138,-0.016,-0.049,-0.203
"1621","39","53","0",-0.051,0.018,-0.023,-0.072
"1622","39","54","0",-0.022,0.118,0.053,-0.015
"1623","39","55","0",-0.015,0.009,-0.03,-0.108
"1624","39","56","0",-0.051,0.015,-0.025,-0.072
"1625","39","58","0",-0.08,0.043,-0.004,-0.124
"1626","39","59","0",0.036,0.023,-0.019,-0.062
"1627","39","60","0",-0.022,0.009,-0.03,-0.085
"1628","39","66","0",0.036,0.023,-0.019,-0.062
"1629","39","67","0",0.036,0.023,-0.019,-0.062
"1630","39","68","0",0.096,0.057,0.006,0.05
"1631","39","69","0",0.015,0.039,-0.014,-0.027
"1632","39","70","0",0.021,0.096,0.05,0.04
"1633","39","71","0",-0.022,0.043,-0.004,0.003
"1634","39","72","0",0.052,0.025,-0.023,-0.02
"1635","39","73","0",-0.216,-0.016,-0.072,-0.186
"1636","39","74","0",0.036,0.112,0.049,-0.033
"1637","39","75","0",0.164,0.067,0.021,0.089
"1638","39","76","0",0.094,0.082,0.026,0.017
"1639","39","77","0",0.164,0.123,0.081,0.144
"1640","39","78","0",-0.022,0.052,0.005,-0.014
"1641","39","79","0",-0.022,0.042,-0.005,-0.051
"1642","39","80","0",0.052,0.025,-0.023,-0.02
"1643","39","81","0",0.094,0.183,0.103,0.114
"1644","39","82","0",-0.022,0.005,-0.034,-0.118
"1645","39","83","0",-0.022,0.005,-0.034,-0.118
"1646","39","84","0",-0.171,-0.016,-0.066,-0.183
"1647","39","85","0",0.007,0.03,-0.014,-0.01
"1648","39","86","0",-0.131,-0.014,-0.041,-0.178
"1649","39","2D","0",0.052,0.025,-0.023,-0.02
"1650","39","N1","0",-0.08,-0.006,-0.041,-0.147
"1651","39","N2","0",-0.022,0.005,-0.034,-0.118
"1652","39","N6","0",0.123,0.166,0.09,0.152
"1653","39","N3","0",-0.08,-0.006,-0.041,-0.147
"1654","39","N5","0",-0.08,0.113,0.049,-0.149
"1655","39","N8","0",0.04,0.064,0.005,0.084
"1656","40","43","0",-0.07,0.032,-0.012,-0.108
"1657","40","45","0",-0.03,0.031,-0.013,-0.071
"1658","40","46","0",-0.053,0.006,-0.027,-0.133
"1659","40","47","0",-0.099,0.008,-0.026,-0.158
"1660","40","48","0",-0.069,0.057,-0.001,-0.125
"1661","40","49","0",0.039,0.164,0.061,-0.002
"1662","40","50","0",-0.099,0.013,-0.023,-0.164
"1663","40","51","0",-0.053,0.017,-0.021,-0.14
"1664","40","52","0",-0.048,0.016,-0.018,-0.12
"1665","40","53","0",0.039,0.03,-0.013,-0.069
"1666","40","54","0",0.039,0.03,-0.013,-0.069
"1667","40","55","0",-0.095,0.016,-0.02,-0.131
"1668","40","56","0",0.022,0.048,-0.011,-0.028
"1669","40","58","0",-0.053,0.006,-0.027,-0.133
"1670","40","59","0",0.105,0.055,0.003,0.031
"1671","40","60","0",-0.076,0.036,-0.01,-0.075
"1672","40","66","0",0.135,0.053,-0.002,0.052
"1673","40","67","0",-0.03,0.023,-0.017,-0.09
"1674","40","68","0",0.103,0.048,-0.004,-0.005
"1675","40","69","0",0.004,0.046,-0.005,0.002
"1676","40","70","0",-0.069,0.049,-0.002,-0.083
"1677","40","71","0",-0.053,0.024,-0.017,-0.12
"1678","40","72","0",0.102,0.053,-0.002,0.087
"1679","40","73","0",0.054,0.057,0.001,-0.059
"1680","40","74","0",0,0.043,-0.014,-0.056
"1681","40","75","0",0.097,0.04,-0.002,0.045
"1682","40","76","0",0.131,0.068,0.008,0.064
"1683","40","77","0",0.102,0.04,-0.014,-0.021
"1684","40","78","0",-0.131,0.01,-0.021,-0.148
"1685","40","79","0",-0.131,0.01,-0.021,-0.148
"1686","40","80","0",-0.03,0.029,-0.014,-0.071
"1687","40","81","0",0.039,0.043,-0.006,-0.004
"1688","40","82","0",-0.053,0.006,-0.027,-0.133
"1689","40","83","0",-0.191,-0.013,-0.037,-0.236
"1690","40","84","0",0.039,0.048,-0.004,-0.072
"1691","40","85","0",-0.007,0.036,-0.01,-0.073
"1692","40","86","0",0.11,0.051,0.002,0.047
"1693","40","2D","0",0.039,0.029,-0.014,-0.042
"1694","40","N1","0",-0.23,-0.012,-0.063,-0.247
"1695","40","N2","0",-0.076,0.009,-0.025,-0.098
"1696","40","N6","0",-0.03,0.035,-0.011,-0.073
"1697","40","N3","0",-0.007,0.077,0.013,-0.064
"1698","40","N5","0",-0.007,0.046,-0.004,-0.096
"1699","40","N8","0",0.07,0.049,-0.008,-0.006
"1700","43","45","0",-0.08,0.083,0.013,-0.121
"1701","43","46","0",-0.054,0.053,-0.001,-0.11
"1702","43","48","0",-0.102,0.013,-0.02,-0.217
"1703","43","49","0",0.131,0.061,0.003,-0.028
"1704","43","50","0",-0.001,0.119,0.03,-0.145
"1705","43","51","0",-0.08,0.002,-0.026,-0.207
"1706","43","52","0",-0.081,0.011,-0.019,-0.165
"1707","43","53","0",-0.054,0.053,-0.001,-0.169
"1708","43","54","0",-0.107,-0.002,-0.028,-0.21
"1709","43","55","0",0.131,0.097,0.02,-0.018
"1710","43","56","0",-0.084,0.007,-0.024,-0.176
"1711","43","58","0",-0.133,-0.011,-0.032,-0.249
"1712","43","59","0",0.071,0.045,-0.003,-0.029
"1713","43","60","0",0.078,0.041,-0.007,-0.014
"1714","43","66","0",0.024,0.029,-0.012,-0.111
"1715","43","67","0",0.131,0.049,-0.003,-0.014
"1716","43","68","0",-0.001,0.018,-0.018,-0.128
"1717","43","69","0",-0.063,0.005,-0.023,-0.201
"1718","43","70","0",-0.086,0.002,-0.023,-0.168
"1719","43","71","0",0.025,0.163,0.052,-0.069
"1720","43","72","0",0.004,0.026,-0.012,-0.103
"1721","43","73","0",-0.123,0.03,-0.012,-0.161
"1722","43","74","0",-0.107,0.011,-0.049,-0.109
"1723","43","75","0",0.135,0.034,-0.005,-0.017
"1724","43","76","0",-0.001,0.022,-0.016,-0.102
"1725","43","77","0",0.043,0.051,-0.002,-0.129
"1726","43","78","0",-0.035,0.024,-0.012,-0.126
"1727","43","79","0",-0.036,0.064,0.006,-0.161
"1728","43","80","0",0.008,0.059,0.002,-0.049
"1729","43","81","0",0.025,0.038,-0.008,-0.065
"1730","43","82","0",-0.054,0.111,0.026,-0.148
"1731","43","83","0",0.025,0.021,-0.017,-0.132
"1732","43","84","0",-0.221,-0.019,-0.035,-0.291
"1733","43","85","0",0.025,0.102,0.022,-0.019
"1734","43","86","0",0.018,0.087,0.033,0.034
"1735","43","2D","0",-0.057,0.01,-0.022,-0.156
"1736","43","N1","0",0.024,0.043,-0.006,-0.141
"1737","43","N2","0",-0.027,0.015,-0.019,-0.109
"1738","43","N6","0",0.052,0.047,-0.004,-0.034
"1739","43","N3","0",-0.107,-0.007,-0.03,-0.21
"1740","43","N5","0",-0.027,0.016,-0.019,-0.156
"1741","43","N8","0",-0.024,0.036,-0.012,-0.136
"1742","45","46","0",0.061,0.017,-0.02,-0.089
"1743","45","47","0",-0.094,0.046,-0.005,-0.186
"1744","45","48","0",-0.003,0.012,-0.022,-0.085
"1745","45","49","0",-0.119,-0.007,-0.033,-0.202
"1746","45","50","0",0.01,0.019,-0.019,-0.11
"1747","45","51","0",-0.068,0.064,0.005,-0.152
"1748","45","52","0",0.133,0.093,0.022,-0.012
"1749","45","53","0",0.01,0.163,0.059,-0.096
"1750","45","54","0",0.061,0.107,0.029,0
"1751","45","55","0",0.044,0.033,-0.012,-0.07
"1752","45","56","0",0.128,0.046,-0.007,0.015
"1753","45","58","0",0.087,0.069,0.008,-0.063
"1754","45","59","0",-0.044,0.004,-0.025,-0.132
"1755","45","60","0",-0.145,-0.002,-0.031,-0.19
"1756","45","66","0",0.018,0.014,-0.021,-0.103
"1757","45","67","0",-0.042,0.009,-0.025,-0.136
"1758","45","68","0",-0.013,0.009,-0.026,-0.132
"1759","45","69","0",0.062,0.082,0.014,-0.005
"1760","45","70","0",-0.031,0.065,0.008,-0.078
"1761","45","72","0",0.038,0.019,-0.018,-0.076
"1762","45","73","0",0.211,0.057,0.001,0.004
"1763","45","74","0",0.149,0.054,-0.004,0.046
"1764","45","75","0",-0.035,0.001,-0.023,-0.104
"1765","45","76","0",0.036,0.024,-0.017,-0.05
"1766","45","77","0",-0.004,0.006,-0.024,-0.149
"1767","45","78","0",-0.189,-0.014,-0.034,-0.189
"1768","45","79","0",-0.159,-0.014,-0.035,-0.203
"1769","45","80","0",-0.105,0.001,-0.029,-0.172
"1770","45","81","0",-0.068,-0.001,-0.03,-0.153
"1771","45","82","0",0.087,0.059,0.002,-0.058
"1772","45","83","0",-0.042,0.008,-0.025,-0.129
"1773","45","84","0",0.054,0.032,-0.012,-0.081
"1774","45","85","0",-0.016,0.117,0.034,-0.023
"1775","45","86","0",0.089,0.039,-0.008,-0.006
"1776","45","2D","0",-0.041,0.006,-0.026,-0.132
"1777","45","N1","0",-0.046,0.083,0.014,-0.112
"1778","45","N2","0",-0.016,0.013,-0.022,-0.073
"1779","45","N6","0",-0.145,-0.007,-0.034,-0.204
"1780","45","N3","0",0.036,0.013,-0.023,-0.12
"1781","45","N5","0",-0.016,0.054,0,-0.084
"1782","45","N8","0",0.028,0.02,-0.021,-0.104
"1783","46","47","0",-0.042,0.07,0.007,-0.021
"1784","46","48","0",-0.008,0.035,-0.011,-0.062
"1785","46","49","0",-0.014,0.042,-0.005,-0.025
"1786","46","50","0",0.043,0.048,-0.003,-0.03
"1787","46","51","0",-0.128,0,-0.024,-0.175
"1788","46","52","0",0.09,0.035,-0.007,-0.036
"1789","46","53","0",0.043,0.081,0.012,-0.008
"1790","46","54","0",0.043,0.028,-0.012,-0.055
"1791","46","55","0",0.002,0.018,-0.015,-0.109
"1792","46","56","0",0.091,0.029,-0.014,-0.054
"1793","46","58","0",0.1,0.042,-0.006,-0.024
"1794","46","59","0",0.019,0.046,-0.002,-0.003
"1795","46","60","0",-0.242,-0.011,-0.029,-0.24
"1796","46","66","0",0.071,0.043,-0.005,-0.03
"1797","46","67","0",-0.042,0.025,-0.013,-0.122
"1798","46","68","0",0.002,0.014,-0.017,-0.098
"1799","46","69","0",-0.043,0.009,-0.017,-0.131
"1800","46","70","0",-0.002,0.04,-0.007,0.051
"1801","46","71","0",-0.014,0.034,-0.009,-0.039
"1802","46","73","0",0.145,0.039,-0.01,-0.005
"1803","46","74","0",0.103,0.029,-0.012,-0.066
"1804","46","75","0",-0.042,0.004,-0.025,-0.081
"1805","46","76","0",-0.014,0.01,-0.02,-0.106
"1806","46","77","0",0.084,0.048,-0.005,0.004
"1807","46","78","0",-0.05,0.128,0.05,-0.049
"1808","46","79","0",-0.045,0.113,0.028,-0.073
"1809","46","80","0",0.018,0.108,0.035,0.039
"1810","46","81","0",-0.014,0.037,-0.008,-0.039
"1811","46","82","0",0.072,0.03,-0.011,-0.001
"1812","46","83","0",-0.014,0.03,-0.011,-0.072
"1813","46","84","0",-0.015,0.016,-0.025,-0.088
"1814","46","85","0",-0.042,0.07,0.007,-0.066
"1815","46","86","0",0.311,0.22,0.058,0.177
"1816","46","2D","0",-0.015,0.019,-0.023,-0.058
"1817","46","N1","0",-0.108,0.021,-0.015,-0.157
"1818","46","N2","0",-0.014,0.016,-0.017,-0.053
"1819","46","N6","0",-0.099,0.107,0.024,-0.026
"1820","46","N3","0",0.157,0.114,0.027,0.085
"1821","46","N5","0",-0.042,0.018,-0.016,-0.089
"1822","46","N8","0",0.098,0.051,-0.004,-0.007
"1823","47","48","0",0.078,0.113,0.048,-0.051
"1824","47","49","0",0.034,0.056,0.001,-0.037
"1825","47","50","0",-0.13,0.024,-0.027,-0.196
"1826","47","51","0",-0.048,0.008,-0.042,-0.166
"1827","47","52","0",-0.072,0.009,-0.036,-0.173
"1828","47","53","0",0.007,0.017,-0.033,-0.103
"1829","47","54","0",0.034,0.017,-0.034,-0.102
"1830","47","55","0",-0.133,-0.001,-0.053,-0.218
"1831","47","56","0",0.066,0.048,-0.01,-0.023
"1832","47","58","0",0.007,0.133,0.071,-0.11
"1833","47","59","0",-0.026,0.025,-0.022,-0.045
"1834","47","60","0",-0.02,0.142,0.079,-0.114
"1835","47","66","0",0.066,0.117,0.048,-0.04
"1836","47","67","0",-0.13,0.002,-0.047,-0.212
"1837","47","68","0",0.048,0.036,-0.018,-0.026
"1838","47","69","0",0.109,0.109,0.049,-0.014
"1839","47","70","0",0.055,0.161,0.084,-0.021
"1840","47","71","0",-0.157,0,-0.049,-0.199
"1841","47","72","0",0.045,0.009,-0.031,-0.15
"1842","47","73","0",-0.065,-0.003,-0.049,-0.21
"1843","47","74","0",-0.036,0.007,-0.049,-0.108
"1844","47","75","0",0.027,0.108,0.051,-0.03
"1845","47","76","0",-0.02,0.01,-0.04,-0.124
"1846","47","77","0",0.083,0.05,-0.003,-0.047
"1847","47","78","0",-0.108,0.007,-0.035,-0.186
"1848","47","79","0",-0.114,0.008,-0.038,-0.164
"1849","47","80","0",0.273,0.196,0.117,0.163
"1850","47","81","0",-0.02,0.037,-0.016,-0.061
"1851","47","82","0",0.062,0.038,-0.015,-0.033
"1852","47","83","0",0.062,0.071,0.015,-0.036
"1853","47","84","0",-0.068,-0.004,-0.048,-0.205
"1854","47","85","0",-0.075,0.018,-0.033,-0.109
"1855","47","86","0",0.039,0.077,0.038,0.039
"1856","47","2D","0",0.074,0.045,-0.008,-0.059
"1857","47","N1","0",-0.043,0.103,0.038,-0.137
"1858","47","N2","0",-0.048,0.003,-0.046,-0.161
"1859","47","N6","0",0.089,0.105,0.045,-0.016
"1860","47","N3","0",0.089,0.137,0.074,-0.032
"1861","47","N5","0",-0.157,-0.004,-0.053,-0.216
"1862","47","N8","0",0.129,0.159,0.089,0.06
"1863","48","49","0",-0.049,0.033,-0.023,-0.097
"1864","48","50","0",-0.134,0.026,-0.029,-0.129
"1865","48","51","0",-0.007,0.024,-0.031,-0.11
"1866","48","52","0",0.157,0.049,-0.004,-0.006
"1867","48","53","0",-0.091,0.01,-0.044,-0.114
"1868","48","54","0",0.12,0.035,-0.021,-0.033
"1869","48","55","0",-0.046,0.057,-0.003,-0.033
"1870","48","56","0",0.156,0.057,-0.007,0.101
"1871","48","58","0",0.12,0.033,-0.023,-0.036
"1872","48","59","0",-0.087,0.009,-0.04,-0.091
"1873","48","60","0",-0.303,0.003,-0.05,-0.161
"1874","48","66","0",0.181,0.079,0.015,0.039
"1875","48","67","0",-0.049,0.102,0.04,-0.029
"1876","48","68","0",0.053,0.041,-0.018,0.033
"1877","48","69","0",0.028,0.064,0.004,0.065
"1878","48","70","0",0.108,0.2,0.11,0.094
"1879","48","71","0",-0.134,0.032,-0.024,-0.078
"1880","48","72","0",0.224,0.068,0.005,0.08
"1881","48","74","0",0.143,0.048,-0.03,0.038
"1882","48","75","0",0.018,0.018,-0.023,-0.029
"1883","48","76","0",0.035,0.032,-0.024,0.006
"1884","48","77","0",0.155,0.072,0.007,0.07
"1885","48","78","0",-0.23,0.014,-0.032,-0.129
"1886","48","79","0",-0.178,0.02,-0.031,-0.105
"1887","48","80","0",-0.017,0.039,-0.016,-0.095
"1888","48","81","0",-0.134,0.022,-0.033,-0.107
"1889","48","82","0",0.204,0.092,0.031,0.105
"1890","48","83","0",-0.134,0.011,-0.043,-0.107
"1891","48","84","0",0.086,0.048,-0.009,-0.009
"1892","48","85","0",-0.134,0.009,-0.045,-0.112
"1893","48","86","0",-0.156,0.013,-0.153,-0.133
"1894","48","2D","0",0.241,0.106,0.039,0.128
"1895","48","N1","0",-0.084,0.044,-0.013,-0.043
"1896","48","N2","0",0.12,0.057,-0.001,0.049
"1897","48","N6","0",-0.049,0.021,-0.034,-0.109
"1898","48","N3","0",0.035,0.135,0.071,-0.05
"1899","48","N5","0",-0.218,0.01,-0.044,-0.121
"1900","48","N8","0",0.265,0.091,0.014,0.099
"1901","49","50","0",-0.161,0.015,-0.057,-0.137
"1902","49","51","0",-0.017,0.025,-0.043,-0.078
"1903","49","52","0",-0.007,0.034,-0.025,-0.035
"1904","49","53","0",-0.161,0.006,-0.071,-0.137
"1905","49","54","0",0.012,0.036,-0.026,-0.027
"1906","49","55","0",0.002,0.031,-0.033,-0.056
"1907","49","56","0",-0.101,0.014,-0.061,-0.107
"1908","49","58","0",-0.046,0.034,-0.03,-0.075
"1909","49","59","0",0.149,0.118,0.097,0.106
"1910","49","60","0",-0.075,0.154,0.145,-0.031
"1911","49","66","0",0.174,0.083,0.036,0.12
"1912","49","67","0",0.127,0.092,0.055,0.075
"1913","49","68","0",0.033,0.037,-0.025,-0.011
"1914","49","69","0",-0.219,-0.004,-0.089,-0.213
"1915","49","70","0",0.017,0.058,0.008,0.036
"1916","49","71","0",0.069,0.048,-0.009,0.013
"1917","49","72","0",0.028,0.029,-0.029,-0.03
"1918","49","73","0",-0.147,0.002,-0.067,-0.156
"1919","49","74","0",-0.062,0.06,0,-0.066
"1920","49","75","0",0.135,0.036,-0.012,0.03
"1921","49","76","0",0.012,0.045,-0.014,-0.016
"1922","49","77","0",0.157,0.092,0.043,0.076
"1923","49","78","0",-0.103,0.024,-0.034,-0.088
"1924","49","79","0",-0.143,0.017,-0.047,-0.122
"1925","49","80","0",-0.025,0.091,0.05,0.026
"1926","49","81","0",-0.017,0.041,-0.02,-0.01
"1927","49","82","0",-0.046,0.029,-0.037,-0.038
"1928","49","83","0",0.04,0.061,0.01,0.023
"1929","49","84","0",-0.222,-0.008,-0.084,-0.204
"1930","49","85","0",0.04,0.039,-0.022,0.045
"1931","49","86","0",-0.261,-0.017,-0.066,-0.25
"1932","49","2D","0",-0.025,0.025,-0.04,-0.043
"1933","49","N1","0",0.03,0.082,0.034,0.04
"1934","49","N2","0",0.069,0.06,0.008,0.063
"1935","49","N6","0",0.012,0.073,0.027,-0.005
"1936","49","N3","0",-0.075,0.029,-0.037,-0.025
"1937","49","N5","0",-0.017,0.036,-0.027,-0.037
"1938","49","N8","0",0.08,0.071,0.013,0.051
"1939","50","51","0",-0.021,0.01,-0.026,-0.159
"1940","50","52","0",0.152,0.106,0.051,0.096
"1941","50","53","0",-0.002,0.065,0.006,-0.088
"1942","50","54","0",-0.021,0.01,-0.026,-0.159
"1943","50","55","0",0.116,0.084,0.016,-0.05
"1944","50","56","0",0.087,0.063,0.002,-0.014
"1945","50","58","0",0.017,0.014,-0.024,-0.115
"1946","50","59","0",-0.001,0.053,0.002,-0.06
"1947","50","60","0",-0.132,-0.011,-0.039,-0.24
"1948","50","66","0",-0.069,-0.007,-0.039,-0.22
"1949","50","67","0",-0.021,0.005,-0.029,-0.157
"1950","50","68","0",-0.054,0,-0.031,-0.173
"1951","50","69","0",-0.064,-0.001,-0.029,-0.207
"1952","50","70","0",-0.028,0.021,-0.017,-0.077
"1953","50","71","0",0.017,0.033,-0.013,-0.046
"1954","50","72","0",-0.075,-0.005,-0.038,-0.203
"1955","50","73","0",0.272,0.242,0.102,0.191
"1956","50","74","0",0.185,0.233,0.1,0.144
"1957","50","75","0",-0.076,-0.004,-0.048,-0.128
"1958","50","76","0",-0.039,0.007,-0.028,-0.137
"1959","50","77","0",-0.046,0.019,-0.023,-0.152
"1960","50","78","0",0.006,0.23,0.106,-0.041
"1961","50","79","0",-0.001,0.088,0.022,-0.078
"1962","50","80","0",-0.147,-0.007,-0.037,-0.232
"1963","50","81","0",0.017,0.141,0.051,-0.015
"1964","50","82","0",0.054,0.042,-0.007,-0.063
"1965","50","83","0",0.091,0.07,0.009,-0.053
"1966","50","84","0",0.026,0.034,-0.012,-0.103
"1967","50","85","0",-0.002,0.017,-0.022,-0.096
"1968","50","86","0",-0.055,-0.017,-0.032,-0.25
"1969","50","2D","0",-0.017,0.03,-0.014,-0.103
"1970","50","N1","0",0.05,0.096,0.026,-0.018
"1971","50","N2","0",-0.021,0.007,-0.028,-0.131
"1972","50","N6","0",-0.114,0.007,-0.028,-0.192
"1973","50","N3","0",-0.021,0.005,-0.029,-0.157
"1974","50","N5","0",0.017,0.026,-0.016,-0.094
"1975","50","N8","0",0.019,0.04,-0.011,-0.091
"1976","51","52","0",0.111,0.17,0.125,0.021
"1977","51","53","0",0.056,0.11,0.029,0.043
"1978","51","54","0",0.13,0.055,0,-0.005
"1979","51","55","0",0.027,0.029,-0.014,-0.094
"1980","51","56","0",-0.015,0.021,-0.018,-0.107
"1981","51","58","0",0.019,0.088,0.018,-0.029
"1982","51","59","0",-0.034,0.008,-0.022,-0.112
"1983","51","60","0",-0.128,0,-0.029,-0.203
"1984","51","66","0",0.012,0.022,-0.015,-0.093
"1985","51","67","0",-0.091,-0.002,-0.03,-0.179
"1986","51","68","0",-0.016,0.021,-0.018,-0.09
"1987","51","69","0",-0.011,0.063,0.004,-0.043
"1988","51","70","0",-0.022,0.045,-0.003,-0.111
"1989","51","71","0",-0.055,0.008,-0.024,-0.138
"1990","51","72","0",0.009,0.015,-0.016,-0.12
"1991","51","73","0",-0.021,0.017,-0.019,-0.14
"1992","51","74","0",0.009,0.027,-0.014,-0.116
"1993","51","75","0",0.007,0.012,-0.032,-0.061
"1994","51","76","0",-0.018,0.049,-0.003,-0.078
"1995","51","77","0",0.058,0.169,0.047,0.076
"1996","51","78","0",-0.041,0.087,0.018,-0.029
"1997","51","79","0",-0.034,0.085,0.019,-0.016
"1998","51","80","0",-0.022,0.02,-0.016,-0.124
"1999","51","81","0",-0.055,0.009,-0.024,-0.135
"2000","51","82","0",0.056,0.032,-0.012,-0.066
"2001","51","83","0",-0.018,0.019,-0.018,-0.132
"2002","51","84","0",0.018,0.102,0.023,-0.014
"2003","51","85","0",0.019,0.026,-0.015,-0.057
"2004","51","86","0",-0.146,-0.017,-0.025,-0.25
"2005","51","2D","0",0.058,0.03,-0.012,-0.052
"2006","51","N1","0",0.145,0.258,0.093,0.104
"2007","51","N2","0",0.056,0.03,-0.013,-0.06
"2008","51","N6","0",0.056,0.043,-0.006,-0.068
"2009","51","N3","0",-0.091,-0.002,-0.03,-0.179
"2010","51","N5","0",-0.018,0.083,0.015,-0.043
"2011","51","N8","0",0.089,0.055,-0.004,-0.002
"2012","52","53","0",-0.09,0.002,-0.036,-0.134
"2013","52","54","0",0.046,0.029,-0.017,-0.058
"2014","52","55","0",0.116,0.118,0.054,0.064
"2015","52","56","0",0.087,0.046,-0.009,0.025
"2016","52","58","0",0.091,0.033,-0.013,-0.012
"2017","52","59","0",0.003,0.039,-0.005,0.001
"2018","52","60","0",-0.181,-0.01,-0.045,-0.202
"2019","52","66","0",0.007,0.016,-0.031,-0.085
"2020","52","67","0",-0.045,0.007,-0.033,-0.115
