Pop	Patch	Blossom	Seed	ID	GHblossom	Date	ASD	GAD	MF	GSDl	GSDc	GSDr	GW	GHl	GHr	SWl	SWc	SWr	SLl	SLc	SLr	UBL	UBW	LBL	LBW
S22	2	1	a	S22.2.1.a	2	09.02.2016	4.98	6.42	10	4.73	5.38	4.79	7.16	4.16	3.87	1.29	1.35	1.29	7.04	7.20	7.25	22.51	19.87	19.54	16.98
S22	2	1	b	S22.2.1.b	1	15.01.2016	3.56	6.24	10	4.79	5.50	4.59	7.39	3.46	3.31	1.84	1.62	1.64	7.17	7.40	6.96	22.20	19.02	20.47	15.69
S22	2	1	b	S22.2.1.b	2	02.02.2016	5.27	6.17	12	3.67	3.46	3.62	7.58	3.67	3.23	1.50	1.69	1.47	6.27	6.45	6.25	21.67	22.30	22.25	18.91
S22	2	1	c	S22.2.1.c	1	26.05.2015	3.76	5.15	10	4.26	4.79	4.49	7.42	2.99	3.45	1.67	1.46	1.52	6.68	6.83	6.25	16.98	16.59	17.50	15.83
S22	2	1	c	S22.2.1.c	2	28.05.2015	2.16	6.52	10	5.38	5.29	4.60	8.00	3.53	3.72	1.70	1.71	1.78	8.11	7.80	7.80	19.88	22.13	20.10	18.78
S22	2	1	c	S22.2.1.c	3	29.05.2015	2.98	7.44	10	5.37	6.76	5.73	8.04	3.93	3.87	1.89	2.10	1.96	8.62	8.29	8.45	22.08	22.85	21.93	21.02
S22	2	1	d	S22.2.1.d	1	06.01.2016	4.63	7.66	10	4.85	5.82	5.53	8.81	4.24	3.82	1.81	1.78	1.71	8.95	8.28	8.75	21.13	20.86	21.58	17.78
S22	2	1	d	S22.2.1.d	2	15.01.2016	4.27	6.47	11	4.77	5.38	5.51	7.56	3.47	3.50	1.66	1.79	1.71	7.40	7.12	7.88	23.46	20.86	24.35	19.83
S22	2	1	e	S22.2.1.e	1	21.06.2015	3.93	6.01	10	5.48	6.08	4.68	7.55	3.70	3.55	1.38	1.54	1.28	7.22	7.16	7.31	21.50	18.27	20.49	17.02
S22	2	1	e	S22.2.1.e	2	06.01.2016	5.20	6.69	10	4.91	6.94	5.60	8.32	4.38	4.18	2.01	1.97	1.95	8.64	8.73	8.64	25.33	24.77	26.01	22.56
S22	2	1	e	S22.2.1.e	3	06.01.2016	3.21	7.42	10	NA	NA	NA	6.59	3.22	3.16	1.73	1.81	1.64	8.04	8.08	8.24	26.74	24.55	24.94	22.40
S22	2	1	f	S22.2.1.f	1	22.05.2015	4.09	6.74	11	4.67	5.86	4.70	6.93	3.30	3.55	1.62	1.62	1.72	6.62	6.63	7.04	21.07	19.88	22.09	19.98
S22	2	1	f	S22.2.1.f	2	06.01.2016	3.96	6.91	10	6.38	6.72	5.94	7.89	3.24	3.28	1.70	1.69	1.55	8.68	8.21	8.20	29.54	27.14	30.72	29.75
S22	2	1	g	S22.2.1.g	1	18.01.2016	3.68	7.02	10	5.40	6.38	5.39	8.31	3.33	3.24	1.70	1.66	1.45	8.10	7.81	7.88	24.35	20.85	22.27	17.75
S22	2	1	g	S22.2.1.g	2	25.01.2016	5.22	7.06	10	5.90	6.66	5.56	7.43	3.61	3.96	1.60	1.75	1.67	8.72	8.85	8.81	25.61	21.68	22.12	19.39
S22	2	1	h	S22.2.1.h	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S22	2	1	h	S22.2.1.h	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S22	2	1	i	S22.2.1.i	1	06.01.2016	3.57	7.22	10	6.35	6.33	5.44	7.75	3.83	3.83	1.88	1.82	1.69	8.97	8.60	8.51	27.29	24.51	27.43	24.12
S22	2	1	i	S22.2.1.i	2	12.01.2016	2.83	7.06	10	6.18	6.72	5.81	7.78	4.30	3.99	1.97	1.82	1.92	9.48	9.51	9.17	21.70	19.23	23.14	18.58
S23	2	1	a	S23.2.1.a	1	14.05.2015	0.00	3.71	6	5.88	6.14	4.21	5.27	1.98	2.26	0.94	0.97	0.91	9.19	8.76	8.53	24.14	23.10	24.37	25.09
S23	2	1	a	S23.2.1.a	2	15.05.2015	0.00	3.32	7	4.96	5.39	4.43	4.30	1.15	1.07	0.82	0.97	0.73	6.75	6.95	6.31	18.28	17.42	19.95	19.47
S23	6	b	e	S23.6.b.e	1	15.05.2015	0.00	3.89	8	4.89	6.05	5.22	6.13	1.44	1.54	0.96	0.98	0.84	7.61	8.38	8.15	20.64	20.63	20.56	22.76
S23	6	b	e	S23.6.b.e	2	21.05.2015	0.00	3.95	9	6.10	5.96	4.93	5.59	1.72	1.50	0.98	0.96	0.95	8.59	8.42	7.88	22.02	23.31	22.28	23.79
S23	6	c	e	S23.6.c.e	1	23.05.2015	0.00	4.16	6	4.81	4.62	3.33	5.13	1.21	1.29	0.90	0.85	0.93	6.36	7.05	6.82	18.40	18.32	20.61	20.52
S23	6	c	e	S23.6.c.e	2	23.05.2015	0.00	3.07	9	4.11	4.71	3.67	4.60	1.21	1.08	0.82	0.74	0.84	6.16	6.22	5.82	18.54	17.74	19.66	19.74
S23	7	1	b	S23.7.1.b	1	09.05.2015	0.00	3.35	8	3.97	4.25	3.98	5.35	1.04	1.29	0.87	0.97	0.86	6.72	7.17	6.79	15.54	16.08	17.14	16.49
S23	7	1	b	S23.7.1.b	2	10.05.2015	0.00	3.57	6	4.19	5.25	4.56	4.61	1.17	1.05	0.83	0.87	0.67	6.39	6.86	5.76	16.90	16.50	18.46	17.53
S23	11	1	a	S23.11.1.a	1	09.05.2015	0.00	3.62	8	4.58	5.86	6.00	5.65	1.52	1.47	0.99	0.92	0.85	7.86	7.81	7.56	19.44	21.26	22.25	24.39
S23	11	1	a	S23.11.1.a	2	17.05.2015	0.00	3.94	6	4.98	4.92	4.68	5.16	1.31	1.20	0.81	0.89	0.80	6.69	7.24	6.27	18.63	17.62	21.75	20.56
S23	15	1	c	S23.15.1.c	1	17.05.2015	0.00	3.71	8	3.08	4.41	4.24	5.61	1.54	1.63	0.89	0.91	0.90	7.01	7.26	7.16	20.78	20.59	24.53	23.42
S23	15	1	c	S23.15.1.c	2	22.05.2015	0.00	3.51	9	4.77	6.29	4.80	4.87	1.69	1.65	0.96	1.07	0.88	7.26	7.88	7.40	20.88	20.61	22.42	21.26
S23	20	a.1	g	S23.20.a.1.g	1	10.05.2015	0.30	3.08	5	3.56	3.53	3.31	4.36	1.09	0.81	0.67	0.76	0.55	5.21	5.74	4.90	16.85	15.51	19.09	17.88
S23	20	a.1	g	S23.20.a.1.g	2	13.05.2015	0.00	3.60	7	4.74	4.82	4.87	5.42	1.66	1.19	0.85	1.07	0.92	7.72	7.94	7.74	19.70	20.42	22.05	23.36
S23	20	a.2	f	S23.20.a.2.f	1	24.05.2015	0.00	3.40	8	4.05	5.20	4.43	4.00	1.40	1.43	0.76	0.97	0.85	7.44	7.45	6.90	18.34	18.24	21.20	20.71
S23	20	a.2	f	S23.20.a.2.f	2	26.05.2015	0.00	3.39	7	6.34	5.58	6.37	4.53	0.80	1.39	0.89	0.79	0.81	8.08	8.65	8.19	19.05	19.35	22.24	20.56
S23	21	2	a	S23.21.2.a	1	10.05.2015	0.00	4.27	6	4.64	5.53	6.29	5.87	1.29	1.64	0.96	0.88	0.88	7.64	8.39	7.77	21.63	21.61	24.26	22.09
S23	21	2	a	S23.21.2.a	2	14.05.2015	0.10	3.58	5	5.19	6.66	5.45	4.86	1.52	1.32	1.07	0.88	0.89	7.17	7.79	7.64	19.20	18.63	21.99	21.13
S23	22	1	h	S23.22.1.h	1	17.05.2015	0.00	3.27	6	5.46	6.13	3.71	5.30	1.02	1.00	0.84	0.89	0.89	7.43	7.76	7.44	20.25	18.84	22.92	21.06
S23	22	1	h	S23.22.1.h	2	02.06.2015	0.00	3.54	6	4.09	4.72	5.05	5.00	1.58	1.59	0.87	0.90	0.88	7.24	7.40	7.00	19.65	18.81	21.22	21.08
S23	25	1	f	S23.25.1.f	1	12.05.2015	0.00	3.87	7	5.17	5.95	5.64	5.12	1.49	1.44	0.85	1.03	0.97	7.15	7.48	7.87	19.80	19.83	20.74	21.21
S23	25	1	f	S23.25.1.f	2	18.05.2015	0.00	3.77	10	3.29	4.04	4.99	4.57	1.24	1.38	0.94	0.96	0.83	7.24	7.60	7.51	20.74	20.98	22.65	20.41
S25	66	1	a	S25.66.1.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S25	66	1	a	S25.66.1.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S25	66	2	a	S25.66.2.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S25	66	2	a	S25.66.2.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S25	A3	1	d	S25.A3.1.d	1	18.05.2015	4.57	7.08	10	5.39	5.23	4.46	6.27	2.50	2.55	1.09	0.94	1.04	6.70	6.43	6.24	28.31	24.83	33.69	31.77
S25	A3	1	d	S25.A3.1.d	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S25	cr	1	d	S25.cr.1.d	1	13.05.2015	2.32	6.83	10	6.14	6.84	5.38	8.57	4.30	4.30	2.05	2.12	2.03	8.21	8.12	8.33	24.93	26.62	29.09	27.67
S25	cr	1	d	S25.cr.1.d	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S25	cr	5	e	S25.cr.5.e	1	14.05.2015	2.18	5.25	10	5.15	5.42	3.95	8.27	4.20	4.45	1.85	1.78	1.65	8.25	8.28	8.20	20.50	21.03	20.60	20.50
S25	cr	5	e	S25.cr.5.e	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S25	P02	1	b	S25.P02.1.b	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S25	P02	1	b	S25.P02.1.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S25	P02	1	c	S25.P02.1.c	1	12.05.2015	3.67	4.57	10	6.89	7.63	7.16	8.68	4.23	4.19	1.53	1.65	1.60	9.57	9.88	9.80	25.98	22.87	30.53	26.50
S25	P02	1	c	S25.P02.1.c	2	06.06.2015	2.33	6.14	10	6.85	7.91	7.03	7.98	4.55	4.11	1.55	1.53	1.52	10.04	9.84	9.42	23.82	22.64	26.02	23.80
S25	st	1	b	S25.st.1.b	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S25	st	1	b	S25.st.1.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S25	st1	1	f	S25.st1.1.f	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S25	st1	1	f	S25.st1.1.f	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S26	1	a	a	S26.1.a.a	1	07.01.2016	2.18	6.37	10	6.51	6.91	6.19	7.44	3.69	3.70	1.25	1.57	1.30	8.64	9.17	9.13	26.67	24.36	28.85	25.97
S26	1	a	a	S26.1.a.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S26	1	d	c	S26.1.d.c	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S26	1	d	c	S26.1.d.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S26	1	d	e	S26.1.d.e	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S26	1	d	e	S26.1.d.e	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S26	1	e	a	S26.1.e.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S26	1	e	a	S26.1.e.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S26	1	e	b	S26.1.e.b	1	15.01.2016	0.57	4.24	10	5.25	6.62	6.01	6.12	2.27	2.28	0.97	1.32	1.43	8.19	8.16	8.48	18.00	16.59	19.68	17.90
S26	1	e	b	S26.1.e.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S26	6	a	b	S26.6.a.b	1	14.06.2015	5.47	6.37	10	7.65	8.11	7.45	7.64	2.84	2.81	1.46	1.49	1.53	7.89	7.85	8.01	21.56	22.00	22.96	21.82
S26	6	a	b	S26.6.a.b	2	23.01.2016	3.44	6.35	10	6.55	7.44	5.97	6.15	2.55	2.74	1.24	1.48	1.28	7.89	8.04	7.63	27.48	23.14	31.08	25.17
S26	6	a	b	S26.6.a.b	3	25.01.2016	2.61	6.96	10	6.69	7.44	7.15	7.50	3.22	3.12	1.46	1.48	1.41	9.05	8.77	8.31	24.94	21.75	25.47	23.10
S26	6	a	d	S26.6.a.d	1	09.01.2016	4.26	5.89	10	5.93	6.09	5.91	6.94	3.07	3.00	1.53	1.70	1.49	8.06	7.82	7.97	23.08	22.13	23.93	21.96
S26	6	a	d	S26.6.a.d	2	13.01.2016	4.56	5.63	10	5.36	5.74	5.23	6.87	2.95	2.85	1.42	1.79	1.70	7.39	7.22	7.21	21.68	20.03	19.65	19.38
S26	6	b	c	S26.6.b.c	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S26	6	b	c	S26.6.b.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S26	6	b	d	S26.6.b.d	1	26.05.2015	3.97	6.23	12	4.81	5.44	5.20	7.85	2.14	3.37	1.43	1.61	1.43	6.44	6.57	6.76	22.89	20.44	20.68	19.04
S26	6	b	d	S26.6.b.d	2	11.01.2016	3.96	6.02	10	7.98	8.07	7.95	8.42	3.57	3.28	1.73	1.70	1.60	9.31	9.21	8.93	26.31	23.70	27.54	24.47
S26	6	d	a	S26.6.d.a	1	25.01.2016	2.68	5.80	10	5.37	6.42	6.08	7.83	3.48	3.09	1.42	1.74	1.29	8.21	8.12	8.03	21.18	21.86	22.61	22.84
S26	6	d	a	S26.6.d.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S26	6	b	a	S26.6.b.a	1	05.01.2016	3.72	5.58	10	5.00	5.76	4.91	7.15	2.44	2.74	1.27	1.20	1.22	6.44	7.02	6.67	21.88	21.73	27.75	23.97
S26	6	b	a	S26.6.b.a	2	07.02.2016	3.94	6.02	10	4.54	4.59	4.62	8.69	3.70	3.58	1.65	1.68	1.64	8.13	7.86	8.26	22.35	21.38	21.71	19.51
