country,pop,sire,dam,flowering.start.jd,petal.width.mm,petal.length.mm,fruits,flowers,rosette.size.cm2,inflorescences,leaf.damage.percent
sweden,STUC,STUC59,STUC594,140,3,2.9,6,14,2.550344916,1,10
sweden,STUC,STUC49,STUC491,140,3.1,3.2666666667,8,24,3.016400186,3,0
norway,VIS,VIS67,VIS671,140,3.6333333333,3.4333333333,9,19,8.456539105,4,0
norway,SPIT,SPIT21,SPIT212,144,2.85,1.7666666667,7,20,4.13971591,3,0
norway,SPIT,SPIT1,SPIT13,137,3.6333333333,3.3666666667,10,30,3.990073997,3,20
sweden,STUC,STUC15,STUC155,123,2.6666666667,2.5,5,14,1.741918879,1,30
norway,SPIT,SPIT11,SPIT115,140,3.5,3.5,41,102,17.35436202,7,20
sweden,STUC,STUC47,STUC474,146,3.2,3.3333333333,4,11,1.548742346,1,0
sweden,STUC,STUC19,STUC195,140,2.9,2.8,4,10,0.4948008429,1,0
norway,VIS,VIS15,VIS152,140,3,2.8,5,17,4.156751196,4,0
sweden,STUC,STUC7,STUC72,144,3.4,3.3,1,8,3.27589574,3,0
sweden,STUS,STUS60,STUS601,144,2.7666666667,3.0666666667,28,78,3.397946614,8,20
sweden,STUS,STUS37,STUS375,144,3.1333333333,2.8666666667,4,13,1.38544236,1,0
sweden,STUC,STUC7,STUC72,154,3.3,3.7,4,4,0.6034371169,1,10
norway,SPIT,SPIT7,SPIT73,137,3.8,3.2333333333,7,22,2.850618342,1,30
sweden,STUC,STUC44,STUC441,144,3.4333333333,3.5,4,11,1.093588403,2,0
norway,VIS,VIS47,VIS473,144,3.0333333333,3.3666666667,3,11,7.013165776,2,10
sweden,STUS,STUS51,STUS515,140,3.3666666667,3.0333333333,4,30,7.679073463,5,0
norway,SPIT,SPIT65,SPIT654,137,3.2666666667,3.2666666667,13,25,1.599691125,5,10
sweden,STUC,STUC31,STUC311,140,3.2,1.9,6,16,1.124187515,2,0
norway,VIS,VIS65,VIS654,140,3.5,2.4333333333,12,29,5.773053492,2,20
sweden,STUC,STUC58,STUC585,140,2,2.1,4,8,1.583676857,1,0
sweden,STUC,STUC47,STUC472,140,2.7,2.7,7,14,0.72696454,2,0
norway,SPIT,SPIT58,SPIT584,137,3.2333333333,2.7666666667,17,41,1.674154725,2,20
norway,VIS,VIS19,VIS193,137,2.8,3.6,47,100,9.76143103,10,10
norway,VIS,VIS66,VIS662,140,2.9333333333,3.9,25,57,6.941066225,5,10
norway,VIS,VIS64,VIS643,137,3.6,2.3666666667,1,8,1.395063488,1,30
sweden,STUC,STUC15,STUC152,140,2.85,1.9,4,11,4.650421065,1,30
sweden,STUS,STUS22,STUS225,140,3.3,3.5333333333,12,33,2.242861535,5,20
sweden,STUC,STUC13,STUC134,159,3.1333333333,3.0666666667,0,3,1.703057378,1,0
norway,VIS,VIS15,VIS154,140,3.5666666667,3.8666666667,8,31,6.295908757,1,0
norway,VIS,VIS50,VIS504,137,2.6,2.4666666667,18,45,5.825926496,5,0
sweden,STUC,STUC68,STUC685,144,3.0666666667,3.3666666667,5,12,2.957243997,1,0
sweden,STUC,STUC40,STUC404,140,3.2,3.4333333333,0,5,1.947394746,1,0
norway,VIS,VIS5,VIS52,137,3,3.1333333333,14,33,3.30149972,3,0
norway,SPIT,SPIT6,SPIT64,140,2.8,1.8,7,14,0.7008264892,1,0
sweden,STUS,STUS62,STUS622,146,2.9666666667,3.3333333333,5,9,2.181459107,2,10
sweden,STUS,STUS5,STUS51,140,3.6333333333,3.2,13,41,4.93072967,7,0
norway,SPIT,SPIT69,SPIT694,137,3.1666666667,3,11,24,3.976078202,2,10
sweden,STUS,STUS22,STUS224,140,3.7666666667,3.2666666667,27,54,2.81392454,4,0
sweden,STUS,STUS60,STUS602,140,3.9666666667,4,42,90,5.412461487,11,10
norway,SPIT,SPIT69,SPIT694,137,3.3,3.4666666667,20,39,5.599024967,3,0
sweden,STUC,STUC22,STUC222,146,3.2,2.3666666667,4,22,2.488455541,1,0
sweden,STUC,STUC49,STUC493,140,4,2.5,10,20,2.091169734,4,0
norway,SPIT,SPIT62,SPIT625,137,3.4333333333,3.6333333333,19,39,9.105435068,4,0
sweden,STUS,STUS22,STUS225,140,3.6,4.1,8,17,3.07907496,1,0
norway,VIS,VIS66,VIS665,140,4.5666666667,4.2,54,136,9.699353159,14,0
sweden,STUC,STUC40,STUC401,151,3.35,2.1666666667,4,12,0.9871826595,1,0
norway,SPIT,SPIT32,SPIT324,140,3.4666666667,3.7,37,85,13.55540681,8,0
sweden,STUS,STUS8,STUS81,140,4,3.2,10,23,3.694041722,2,10
sweden,STUS,STUS66,STUS662,148,3.2333333333,3.4666666667,15,46,6.357012735,9,0
sweden,STUS,STUS48,STUS485,137,2.9333333333,3.2666666667,13,30,3.804594367,1,0
sweden,STUC,STUC66,STUC663,140,3.6333333333,3.2666666667,15,39,3.054884696,6,0
norway,SPIT,SPIT13,SPIT131,140,2.4666666667,3.1333333333,20,47,6.109800809,5,20
sweden,STUC,STUC40,STUC401,140,3.1333333333,3.5333333333,11,38,8.250686246,5,0
sweden,STUS,STUS17,STUS172,140,2.8,1.9,2,6,1.130973355,1,10
sweden,STUC,STUC21,STUC213,140,2.7,2.7666666667,3,9,0.4864442065,2,10
sweden,STUS,STUS7,STUS72,151,3.0666666667,2.9666666667,2,9,3.147004047,3,0
sweden,STUC,STUC25,STUC254,123,3.3333333333,2.8666666667,5,9,1.213974233,2,0
sweden,STUC,STUC19,STUC192,140,2.65,1.5666666667,5,15,2.760203305,2,0
sweden,STUS,STUS51,STUS512,144,3.6666666667,3.6333333333,5,35,2.968098199,3,5
norway,SPIT,SPIT31,SPIT311,140,3.1,3.4666666667,11,28,3.476360767,3,10
norway,SPIT,SPIT24,SPIT241,144,2.7,3.4,3,5,2.791949099,1,0
norway,SPIT,SPIT4,SPIT41,144,3.2,3.8,1,5,3.046795095,1,10
sweden,STUC,STUC26,STUC261,148,3.45,2.1,4,10,1.577833494,1,0
norway,SPIT,SPIT33,SPIT331,140,2.5,1.9666666667,7,15,9.030900782,2,0
sweden,STUS,STUS30,STUS303,154,3.1333333333,3.5333333333,0,6,3.529893506,1,0
sweden,STUC,STUC41,STUC412,140,3.1666666667,2.7666666667,4,13,1.972134788,1,0
norway,SPIT,SPIT64,SPIT642,140,2.6666666667,2.4666666667,3,10,1.880243203,1,10
sweden,STUS,STUS3,STUS34,144,3.3,1.7666666667,2,14,3.124942213,1,0
norway,SPIT,SPIT62,SPIT624,137,3.2,3.3,23,49,5.144986289,3,10
sweden,STUC,STUC15,STUC153,140,1.7,1.7,5,8,1.149068929,1,0
sweden,STUS,STUS5,STUS53,140,2.9,2.5333333333,14,44,5.188693697,7,0
norway,VIS,VIS27,VIS275,137,4.2,3.4,20,63,15.95929068,6,0
sweden,STUS,STUS49,STUS493,140,3.1666666667,3.3,5,26,5.461658828,6,0
norway,SPIT,SPIT51,SPIT511,137,3.3,2.7666666667,14,31,8.074521438,3,0
sweden,STUS,STUS37,STUS371,148,2.9,2.5666666667,3,5,2.912892562,1,0
sweden,STUC,STUC69,STUC692,140,3.3666666667,3.4666666667,5,11,3.562566069,3,0
sweden,STUS,STUS45,STUS454,140,3.4,3.2666666667,10,24,1.087572253,3,0
sweden,STUS,STUS59,STUS595,140,3.0333333333,2.8333333333,4,11,2.940530724,1,0
sweden,STUS,STUS54,STUS545,140,2.9666666667,3.4666666667,29,72,4.260125302,7,10
sweden,STUS,STUS33,STUS335,137,3.2,3.5,10,28,2.713157955,5,0
sweden,STUC,STUC25,STUC253,157,2.7333333333,2.8666666667,1,6,1.75231755,2,0
sweden,STUC,STUC27,STUC274,144,3.6333333333,3.4333333333,6,16,1.824165774,3,0
norway,SPIT,SPIT62,SPIT625,140,3.5,4.0333333333,19,41,5.841194637,3,0
norway,SPIT,SPIT58,SPIT585,140,2.65,1.9333333333,8,14,4.005530633,1,0
sweden,STUS,STUS54,STUS542,137,4.1333333333,3.8333333333,20,66,11.03745172,3,0
norway,SPIT,SPIT26,SPIT261,137,3.1333333333,3.4,31,61,7.072117762,6,10
sweden,STUC,STUC57,STUC571,140,3,2.8,2,10,3.233719858,3,0
sweden,STUC,STUC45,STUC455,140,3.9,3.4666666667,11,33,12.160791,2,0
sweden,STUC,STUC68,STUC685,144,3.7666666667,3.7333333333,8,18,7.371118843,1,10
norway,VIS,VIS56,VIS562,134,2.9,2.1333333333,0,4,7.455627685,1,10
norway,SPIT,SPIT1,SPIT12,140,3.1,3.1,13,29,3.885561064,2,10
norway,VIS,VIS2,VIS25,140,3.4,3.2666666667,40,95,16.76243884,6,10
sweden,STUC,STUC18,STUC184,148,2.8,2.8666666667,6,13,2.329962192,3,0
sweden,STUC,STUC31,STUC314,126,3.0333333333,2.9,2,8,5.504070329,1,0
sweden,STUS,STUS34,STUS344,148,3.5,3.8666666667,4,9,2.628963272,3,0
norway,VIS,VIS28,VIS284,140,3.1666666667,3.4666666667,13,30,2.679699994,4,0
norway,VIS,VIS28,VIS281,137,3.1333333333,3.8,12,17,3.095599737,1,0
sweden,STUC,STUC25,STUC252,140,3.3,3.4,17,34,2.633597122,4,0
sweden,STUC,STUC47,STUC473,148,3.9666666667,3.6,4,8,1.292686837,1,0
sweden,STUS,STUS34,STUS345,144,3,2.8666666667,11,27,2.660332075,2,10
norway,SPIT,SPIT23,SPIT233,140,2.8,1.5666666667,13,30,1.156985742,4,0
sweden,STUS,STUS40,STUS401,144,3.4666666667,3.6333333333,4,11,2.954667891,1,0
norway,SPIT,SPIT11,SPIT112,137,3,2.9,12,26,2.715467026,2,0
norway,SPIT,SPIT4,SPIT43,151,3.6,2.1,3,9,4.830512864,2,0
norway,SPIT,SPIT24,SPIT244,137,3.0666666667,3.3666666667,50,103,14.63471668,15,0
norway,VIS,VIS5,VIS55,137,3,3.2,19,43,11.07081543,4,0
norway,VIS,VIS11,VIS114,140,3.6,3.2333333333,33,73,7.181539434,7,0
sweden,STUS,STUS30,STUS303,154,3.35,2.3666666667,0,7,1.838538561,1,0
sweden,STUS,STUS30,STUS305,140,2.9666666667,3.5333333333,11,28,3.458657892,2,0
norway,SPIT,SPIT1,SPIT13,154,3.0333333333,3.7,1,7,3.462899042,3,0
sweden,STUC,STUC2,STUC24,140,4.1333333333,3.2333333333,30,75,4.928216396,11,0
sweden,STUS,STUS32,STUS322,140,3.7333333333,3.2333333333,12,43,4.318433262,3,0
sweden,STUS,STUS59,STUS592,144,3.2333333333,3.1666666667,7,17,3.659327123,2,0
sweden,STUC,STUC1,STUC15,140,3.1333333333,3.2666666667,5,13,3.732526232,1,0
norway,VIS,VIS25,VIS255,137,2.6,2.7333333333,24,53,2.827433388,6,0
norway,SPIT,SPIT62,SPIT622,137,3.0333333333,3.3666666667,52,113,9.778913993,9,10
norway,SPIT,SPIT36,SPIT364,140,3,3.8,6,19,9.11729458,3,0
sweden,STUS,STUS49,STUS492,137,2.6,2.7333333333,20,56,18.6563951,9,10
norway,SPIT,SPIT30,SPIT305,140,3.2333333333,3.3333333333,3,15,4.987592497,3,0
norway,VIS,VIS6,VIS61,137,2.4,2.3666666667,15,31,8.21934886,4,0
sweden,STUS,STUS16,STUS165,146,2.7666666667,3.7333333333,7,22,4.637697615,3,10
norway,SPIT,SPIT11,SPIT111,140,3.2,3.5666666667,20,52,9.34820164,6,0
norway,SPIT,SPIT12,SPIT125,137,3.65,2.0666666667,7,15,3.926990817,1,0
sweden,STUC,STUC15,STUC153,140,3.5666666667,2.8666666667,12,34,4.292043883,4,0
norway,VIS,VIS14,VIS142,140,3.2333333333,3.5333333333,10,26,8.74016209,2,0
sweden,STUS,STUS2,STUS25,140,3,3.1666666667,13,36,5.68321965,3,0
sweden,STUC,STUC68,STUC684,140,2.8,2.7,10,23,2.278754231,3,0
sweden,STUC,STUC36,STUC362,140,4.0333333333,4.0666666667,23,50,7.026737456,5,0
sweden,STUC,STUC21,STUC212,140,3.9,3.9333333333,9,31,3.218875833,4,0
sweden,STUC,STUC27,STUC273,140,3.25,2.4333333333,5,11,2.242154677,1,0
sweden,STUS,STUS16,STUS162,140,3.1666666667,3.1666666667,7,21,3.795829324,2,0
norway,SPIT,SPIT47,SPIT473,140,2.9,2,19,53,11.62075123,8,0
norway,SPIT,SPIT22,SPIT221,140,3.6,3.4333333333,32,70,12.63184141,4,0
norway,VIS,VIS66,VIS664,140,3.6,2.5666666667,4,8,4.052528859,1,0
norway,SPIT,SPIT1,SPIT12,140,3.1,2.9666666667,23,51,18.20356593,8,10
norway,VIS,VIS18,VIS184,137,3.1,3.3333333333,45,95,14.62888902,7,10
sweden,STUS,STUS22,STUS221,140,3.7666666667,3.3666666667,3,24,8.270242661,5,0
sweden,STUC,STUC65,STUC653,140,4.1,4.0333333333,10,41,18.45748516,5,0
sweden,STUC,STUC19,STUC191,140,3,3.3,1,9,2.630219909,1,0
sweden,STUC,STUC38,STUC382,144,3.8333333333,3.7,9,43,10.97892385,11,0
sweden,STUS,STUS43,STUS435,171,3.9,3.7666666667,8,27,6.174486201,4,0
sweden,STUC,STUC18,STUC184,144,3.5,3.1333333333,6,24,5.174831419,4,0
norway,VIS,VIS15,VIS153,146,3.2666666667,3.2666666667,6,12,4.054539479,1,0
sweden,STUS,STUS49,STUS493,144,3.3,4.1,2,13,1.016108874,1,10
sweden,STUC,STUC54,STUC543,146,3.2333333333,3.1333333333,6,11,1.425309171,1,0
sweden,STUC,STUC46,STUC462,140,3.9,3.8666666667,18,47,7.013731263,3,0
norway,VIS,VIS50,VIS501,137,3.6333333333,3.3666666667,24,58,6.523705641,6,0
sweden,STUS,STUS43,STUS431,140,2.9666666667,2.5333333333,0,23,1.128145922,10,0
sweden,STUS,STUS13,STUS135,140,2.9333333333,3,9,21,3.680375794,2,0
sweden,STUC,STUC44,STUC444,140,2.3333333333,2.7666666667,10,24,1.922654704,1,0
sweden,STUC,STUC15,STUC153,140,3.8,3.5333333333,14,45,5.171941154,6,0
sweden,STUC,STUC42,STUC425,140,3.5333333333,3.4333333333,19,41,6.395654324,3,0
sweden,STUC,STUC40,STUC401,144,3.6,3.8,5,13,2.880447764,2,0
sweden,STUC,STUC45,STUC455,144,2.6,2.5,3,17,5.527003955,6,0
norway,SPIT,SPIT9,SPIT92,140,2.5333333333,3.0333333333,6,15,8.042477193,3,0
norway,SPIT,SPIT2,SPIT23,137,2.6,2.8666666667,15,31,4.673959448,2,0
sweden,STUC,STUC15,STUC154,140,3.6666666667,3.5,3,18,2.364739622,2,0
norway,SPIT,SPIT64,SPIT641,137,2.8,2.8,16,32,3.390021947,2,0
norway,SPIT,SPIT24,SPIT245,137,2.8333333333,2.9,38,76,1.985565097,7,10
norway,SPIT,SPIT6,SPIT62,140,2.9666666667,3.1,33,71,15.55347545,6,0
sweden,STUS,STUS48,STUS485,137,2.5,2.9666666667,28,68,17.00921095,8,0
sweden,STUS,STUS43,STUS435,140,3.2,2.8,0,12,2.362477675,1,0
norway,SPIT,SPIT3,SPIT34,144,2.9,3.2,7,20,7.280640975,1,0
sweden,STUC,STUC25,STUC253,144,3.2,3.4666666667,13,33,5.736626725,5,0
sweden,STUC,STUC61,STUC612,144,2.9666666667,3.2333333333,5,13,8.481043528,6,0
sweden,STUC,STUC66,STUC662,140,3.2666666667,3.5,8,21,6.455501664,4,0
sweden,STUC,STUC18,STUC182,140,2.2,2.5,8,19,3.304484233,3,0
norway,SPIT,SPIT23,SPIT235,159,3.1,3.2,1,3,3.447842959,2,0
sweden,STUS,STUS59,STUS593,140,2.9,2.8666666667,6,20,3.202775171,3,0
sweden,STUC,STUC60,STUC601,140,3.9,3.2,18,40,4.61352306,3,5
sweden,STUS,STUS20,STUS203,151,3.45,2.1333333333,2,6,6.651379966,1,0
norway,SPIT,SPIT52,SPIT525,140,3.2,3.2666666667,11,31,20.12856112,3,0
norway,SPIT,SPIT7,SPIT74,137,3.4666666667,3.5,3,18,7.92133738,4,10
norway,SPIT,SPIT61,SPIT614,137,3.1666666667,3.3333333333,12,30,14.30532854,2,0
norway,VIS,VIS27,VIS273,144,3.4666666667,3.6666666667,11,32,12.80764493,5,0
sweden,STUS,STUS8,STUS81,137,3.4333333333,3.1666666667,28,65,4.294871317,11,10
sweden,STUS,STUS45,STUS451,140,3.5666666667,3.5666666667,19,45,4.749396942,2,0
sweden,STUS,STUS34,STUS341,140,3.4,3.1,19,39,4.206584709,3,0
sweden,STUC,STUC41,STUC415,144,3.2,3.0666666667,6,14,1.633125525,2,0
sweden,STUS,STUS35,STUS355,140,2.55,1.9333333333,4,22,6.415823349,3,0
norway,SPIT,SPIT37,SPIT374,137,2.5,2.9,10,17,15.15527858,1,10
sweden,STUC,STUC19,STUC192,144,3.0666666667,3.3,2,9,2.424304219,2,0
norway,SPIT,SPIT32,SPIT323,137,2.6666666667,3,21,42,5.577112358,4,0
sweden,STUC,STUC7,STUC74,148,2.75,2.0666666667,1,3,2.00991244,1,0
sweden,STUC,STUC42,STUC421,146,3.3,3.2666666667,4,10,4.347178834,2,0
norway,VIS,VIS64,VIS643,151,2.7333333333,3.4666666667,1,5,2.547234739,2,0
sweden,STUC,STUC46,STUC462,137,3.1333333333,3.5666666667,25,56,6.723636597,4,0
sweden,STUC,STUC25,STUC253,140,3.9,3.6333333333,8,29,3.935787276,3,0
sweden,STUC,STUC44,STUC444,144,2.9666666667,3.2666666667,1,13,2.635450661,7,0
norway,SPIT,SPIT1,SPIT11,137,2.9333333333,3.1,60,122,13.98668465,8,10
sweden,STUS,STUS26,STUS264,140,3.1666666667,3.4666666667,16,39,3.562566069,5,0
sweden,STUS,STUS22,STUS224,140,4,3.5333333333,25,60,4.492477495,5,0
sweden,STUS,STUS48,STUS483,159,3.1333333333,3.1666666667,3,8,1.124242493,1,0
norway,SPIT,SPIT46,SPIT462,137,3.4666666667,3.7666666667,24,59,19.16622846,6,0
sweden,STUS,STUS33,STUS332,140,3.3,3.4666666667,22,48,2.487198904,5,10
norway,SPIT,SPIT64,SPIT641,137,3.4666666667,3.3666666667,46,104,8.511831136,11,0
sweden,STUC,STUC15,STUC155,144,2.7333333333,3,7,26,1.626465349,1,20
norway,SPIT,SPIT39,SPIT391,137,2.7,3.0666666667,38,82,13.65210504,5,0
norway,SPIT,SPIT37,SPIT374,140,2.1,2.4,6,14,7.968131403,2,0
sweden,STUC,STUC2,STUC22,144,3.8333333333,3.4666666667,5,24,2.375044046,1,0
norway,SPIT,SPIT61,SPIT613,137,2.9333333333,2.7666666667,36,90,32.66840099,8,0
norway,SPIT,SPIT7,SPIT75,140,3.1333333333,3.4,51,118,15.22101641,9,0
sweden,STUS,STUS32,STUS324,144,3.5666666667,3.3,28,72,7.277813541,12,0
norway,VIS,VIS61,VIS614,144,4.4,3.6,10,21,11.45606894,1,0
sweden,STUC,STUC41,STUC414,144,2.75,1.9,4,12,1.495712262,1,0
norway,SPIT,SPIT64,SPIT643,140,2.5333333333,2.5,19,40,3.280451049,5,0
sweden,STUC,STUC25,STUC251,140,2.9666666667,3.5666666667,16,40,4.650656685,2,0
norway,SPIT,SPIT9,SPIT91,140,2.75,2.0666666667,9,20,7.247277261,1,0
norway,VIS,VIS18,VIS182,140,3.5666666667,2.8666666667,14,35,3.766848131,2,0
sweden,STUS,STUS13,STUS132,140,3.8,4.3,29,69,3.529893506,9,0
norway,SPIT,SPIT62,SPIT623,137,4,3.8666666667,41,90,20.08066754,10,0
sweden,STUC,STUC31,STUC315,140,3.6,2.4,7,21,5.985747169,4,0
norway,SPIT,SPIT31,SPIT314,137,2.3333333333,2.3666666667,47,102,11.36062735,8,0
norway,SPIT,SPIT21,SPIT211,137,3.2333333333,3.5333333333,4,18,10.98450017,4,0
sweden,STUC,STUC15,STUC154,151,2.6,2.7,2,7,0.8091171879,3,0
norway,SPIT,SPIT22,SPIT223,137,2.9666666667,2.7,11,40,10.71389909,5,0
sweden,STUC,STUC50,STUC505,140,4.6,4,6,18,2.287079452,2,0
norway,SPIT,SPIT11,SPIT112,134,2.4666666667,2.7,40,87,15.62778982,7,0
sweden,STUC,STUC60,STUC602,159,3.2,2.2333333333,2,6,1.186265386,1,0
sweden,STUC,STUC22,STUC225,151,3.7,2.9,3,7,0.3631681108,1,0
norway,VIS,VIS56,VIS561,140,3.2,3.5666666667,6,19,0.5162422128,2,10
norway,VIS,VIS28,VIS284,137,2.6333333333,3.1333333333,26,67,14.1100707,5,0
sweden,STUS,STUS23,STUS231,137,3.3,3.3666666667,19,45,4.395370866,4,0
norway,VIS,VIS66,VIS665,140,3.4,3.2666666667,21,44,5.161927327,4,0
norway,VIS,VIS6,VIS61,137,2.8666666667,3,35,73,9.754079703,10,0
norway,SPIT,SPIT8,SPIT84,140,3.3,2.4333333333,16,34,16.56153399,4,0
sweden,STUS,STUS1,STUS15,140,2.7,2.6,7,21,2.96176789,2,0
norway,SPIT,SPIT44,SPIT442,137,3,2.8666666667,36,67,29.77051738,7,0
sweden,STUS,STUS1,STUS14,144,3.85,2.5333333333,3,12,2.345591615,2,0
sweden,STUC,STUC19,STUC191,140,4,3.6666666667,10,27,9.409384157,5,0
sweden,STUC,STUC46,STUC462,144,3.2333333333,3.9666666667,6,14,4.460558913,2,0
sweden,STUC,STUC18,STUC182,144,3.2,3,3,8,1.069869378,5,0
sweden,STUS,STUS20,STUS202,140,3.1666666667,3.1333333333,29,68,1.444064479,7,20
norway,SPIT,SPIT51,SPIT515,137,2.7666666667,3.3333333333,21,48,4.408675511,8,0
norway,SPIT,SPIT32,SPIT325,137,3,2.8666666667,18,46,5.988574602,5,0
sweden,STUS,STUS3,STUS31,140,3.2,3.6,15,36,4.752915526,3,0
sweden,STUS,STUS35,STUS353,144,3.3,3.6333333333,7,28,1.902297184,5,50
norway,SPIT,SPIT30,SPIT301,140,3.3666666667,3.5666666667,31,65,8.683676254,6,20
sweden,STUC,STUC32,STUC322,144,2.5,2.9,2,11,2.793504188,5,0
norway,SPIT,SPIT7,SPIT74,137,2.9333333333,2.9,60,119,7.668313508,7,0
sweden,STUC,STUC12,STUC122,144,3.6333333333,3.4333333333,16,57,5.119068149,6,20
norway,VIS,VIS66,VIS664,140,3.15,2.2333333333,3,7,2.755051093,1,0
sweden,STUS,STUS37,STUS371,140,3.3666666667,3.6,19,45,3.219724063,4,0
sweden,STUS,STUS11,STUS112,140,2.9666666667,3.6666666667,34,79,7.072965992,11,0
sweden,STUC,STUC18,STUC181,146,3.05,1.9333333333,0,5,1.997346069,1,0
sweden,STUS,STUS45,STUS452,140,3.2,4.1,13,35,1.931702491,6,0
sweden,STUS,STUS1,STUS14,140,3.3666666667,3.9666666667,33,81,22.15831272,10,0
sweden,STUC,STUC30,STUC301,144,3.5666666667,3.0666666667,7,23,3.118816107,5,0
norway,SPIT,SPIT2,SPIT25,137,2.4,2.8333333333,51,112,12.28533944,9,0
norway,SPIT,SPIT52,SPIT523,144,3.6333333333,3.8,17,53,19.84907719,8,0
sweden,STUC,STUC45,STUC453,140,3.35,2.0666666667,6,24,2.457605101,3,10
norway,SPIT,SPIT23,SPIT233,137,2.6666666667,3.2666666667,58,140,13.71616211,8,10
norway,SPIT,SPIT3,SPIT32,171,3.5,3.5666666667,21,54,5.701048188,6,0
norway,VIS,VIS55,VIS552,140,3.3,3.4666666667,3,13,5.391349985,2,0
sweden,STUS,STUS51,STUS511,137,3.1,3.0666666667,36,87,5.65159952,7,10
norway,SPIT,SPIT32,SPIT325,140,3.5333333333,3.4,13,29,1.882646522,2,0
sweden,STUS,STUS32,STUS324,140,3.65,2.3666666667,5,11,8.066981616,1,0
sweden,STUS,STUS33,STUS331,140,2.7666666667,2.8,14,35,4.152934161,3,10
norway,SPIT,SPIT7,SPIT71,140,2.8666666667,2.7,6,11,3.232313995,1,0
sweden,STUC,STUC15,STUC154,140,3.2666666667,3.1,7,25,1.742641445,3,0
norway,SPIT,SPIT61,SPIT614,137,3.4,4.2,14,29,5.528904619,2,10
sweden,STUS,STUS9,STUS92,140,3.2666666667,3.5,15,49,4.51588236,7,0
sweden,STUC,STUC58,STUC581,137,3.2333333333,3.7333333333,14,34,2.757690031,6,10
norway,VIS,VIS61,VIS614,137,3.1,2.9,10,19,1.403035279,1,0
norway,SPIT,SPIT46,SPIT462,140,3.2666666667,3.1333333333,40,86,4.000252758,5,20
norway,SPIT,SPIT62,SPIT625,140,2.9333333333,3.4333333333,8,18,4.760643844,1,0
sweden,STUS,STUS22,STUS223,151,3.55,2.3333333333,1,9,1.38544236,3,0
norway,SPIT,SPIT65,SPIT652,157,2.8,2.2333333333,1,5,2.913387363,1,20
sweden,STUS,STUS51,STUS515,144,2.9666666667,2.9333333333,1,12,3.703937739,3,5
norway,SPIT,SPIT23,SPIT233,137,3,2.8,5,13,3.918822676,1,10
norway,SPIT,SPIT2,SPIT25,137,3.5,2.1666666667,12,25,4.472119974,1,10
sweden,STUS,STUS35,STUS355,144,3.85,2.5,4,13,2.37787148,1,0
sweden,STUC,STUC1,STUC12,140,3.2666666667,3.7333333333,15,42,4.460558913,8,20
norway,SPIT,SPIT8,SPIT85,140,2.3666666667,3.1,9,21,2.712922336,2,20
sweden,STUC,STUC32,STUC323,146,3.3,3.1,0,4,1.442839258,1,0
sweden,STUS,STUS18,STUS182,140,4.0666666667,4.4,5,25,4.282619105,4,0
norway,SPIT,SPIT11,SPIT115,140,3.2,3.2,4,10,0.9892246948,1,0
norway,SPIT,SPIT8,SPIT83,140,2.6,3.1666666667,13,29,1.621533048,3,0
sweden,STUS,STUS24,STUS241,146,3.5,3.6666666667,6,16,1.216895914,2,0
norway,SPIT,SPIT32,SPIT323,144,2.9666666667,2.9666666667,1,6,3.823608857,1,0
sweden,STUC,STUC40,STUC404,140,2.7,3.4,2,6,0.9950209332,1,0
sweden,STUC,STUC2,STUC23,140,2.5,2.6,4,9,2.188354903,1,0
sweden,STUS,STUS20,STUS203,140,3.9333333333,3.4333333333,13,26,2.2140924,2,10
sweden,STUC,STUC65,STUC654,140,2.95,1.7,4,10,1.605353846,2,20
sweden,STUC,STUC38,STUC381,144,2.7,2,7,7,0.5089380099,1,20
sweden,STUS,STUS33,STUS332,140,2.6333333333,3,1,5,0.9008202775,1,10
norway,VIS,VIS67,VIS672,144,3.2666666667,3.5666666667,3,6,3.630675798,1,0
sweden,STUS,STUS34,STUS343,144,3,3.0666666667,3,11,3.359273609,1,0
norway,SPIT,SPIT10,SPIT102,137,2.7,2.8,4,11,1.474035273,2,0
sweden,STUC,STUC26,STUC264,148,2.85,1.8666666667,1,7,0.9160884178,1,0
sweden,STUC,STUC27,STUC273,140,3,1.9666666667,1,5,1.410260942,1,0
sweden,STUC,STUC66,STUC662,157,3.05,2.1666666667,1,2,0.6310831323,1,0
norway,SPIT,SPIT31,SPIT315,140,2.4666666667,2.7666666667,12,27,2.29658277,3,0
sweden,STUS,STUS59,STUS595,140,3.0333333333,3.3666666667,7,21,2.042820623,2,0
sweden,STUC,STUC46,STUC463,140,2.9333333333,2.9333333333,10,28,4.276493,4,0
norway,SPIT,SPIT37,SPIT375,140,2.5333333333,2.8666666667,6,16,6.319384309,2,0
norway,SPIT,SPIT6,SPIT62,137,2.6,1.9333333333,13,23,7.305805132,2,20
sweden,STUC,STUC31,STUC315,137,3.25,2.1666666667,8,16,0.4136535047,1,0
norway,SPIT,SPIT30,SPIT305,137,2.3333333333,2.9,11,28,2.846911263,3,0
sweden,STUS,STUS30,STUS302,146,3.1333333333,3.6333333333,5,13,1.895794087,1,0
norway,SPIT,SPIT37,SPIT372,137,3.3,3.3,5,16,6.058129463,1,10
norway,SPIT,SPIT39,SPIT391,137,2.5,1.7,11,22,4.887784098,1,0
sweden,STUS,STUS15,STUS153,144,3.15,2.4333333333,4,7,1.474113813,1,0
