country,pop,sire,dam,flowering.start.jd,petal.width.mm,petal.length.mm,fruits,flowers,rosette.size.cm2,inflorescences,leaf.damage.percent
norway,SPIT,SPIT64,SPIT642,140,3.5666666667,3.2,13,27,7.263362215,4,0
sweden,STUS,STUS30,STUS304,140,3.2,3.4666666667,10,19,11.83013838,1,0
norway,SPIT,SPIT19,SPIT193,140,3.9,3.2666666667,20,52,9.055680094,4,5
sweden,STUC,STUC25,STUC252,146,2.8666666667,3,4,6,2.148158225,1,5
sweden,STUS,STUS22,STUS221,146,3.6666666667,3.6,3,8,0.7260848941,1,0
sweden,STUC,STUC42,STUC425,144,3.5,3.4,2,2,0.4741605792,1,10
sweden,STUS,STUS13,STUS132,137,3.5666666667,3.8333333333,13,27,4.186015131,4,0
sweden,STUC,STUC59,STUC594,144,2.9,2.1666666667,3,7,0.7590087851,1,30
norway,VIS,VIS56,VIS562,137,3.9666666667,4,27,84,41.00194674,11,0
norway,SPIT,SPIT61,SPIT613,137,3.6666666667,3.5666666667,63,164,23.36072589,10,0
norway,VIS,VIS18,VIS185,137,4.1,3.8666666667,29,68,4.778362426,7,0
sweden,STUC,STUC60,STUC601,137,4.6,4.4333333333,27,73,16.60791961,5,0
sweden,STUS,STUS16,STUS165,140,3.1333333333,3.6333333333,6,26,5.057995588,2,0
sweden,STUS,STUS24,STUS243,137,3.9333333333,3.7,30,59,5.521977407,7,0
sweden,STUS,STUS48,STUS485,137,2.9,3.1,9,22,9.946517961,3,10
norway,SPIT,SPIT26,SPIT264,137,3.5,3.3666666667,21,47,4.691654469,4,0
sweden,STUC,STUC32,STUC322,151,2.7,1.9333333333,0,9,0.7465994941,2,0
norway,VIS,VIS3,VIS34,140,3.9,4.1333333333,51,244,66.66318239,26,0
sweden,STUS,STUS37,STUS374,146,3.4,3.0333333333,6,37,1.624643225,6,0
sweden,STUC,STUC12,STUC122,137,3.9,3.8,13,38,1.649336143,6,0
norway,SPIT,SPIT26,SPIT265,137,3.1,3.0666666667,29,63,4.404010246,5,0
norway,SPIT,SPIT11,SPIT111,140,2.8,2.8,2,10,2.48036594,1,0
sweden,STUS,STUS32,STUS321,146,3.5666666667,3.5,26,70,4.151928851,9,0
norway,SPIT,SPIT58,SPIT585,137,3.2,3.3333333333,6,11,0.6870663133,1,0
norway,SPIT,SPIT1,SPIT12,137,3.4,3.6333333333,11,34,7.854044466,1,0
norway,VIS,VIS65,VIS651,137,3.6666666667,3.2666666667,15,40,11.58569105,3,0
norway,SPIT,SPIT33,SPIT333,137,3.4666666667,2.9666666667,22,46,8.061955068,4,0
norway,SPIT,SPIT46,SPIT464,137,2.8,2.9333333333,11,35,9.642678827,4,10
norway,VIS,VIS11,VIS114,140,3.1,3.2,11,39,11.10018932,4,20
sweden,STUS,STUS16,STUS164,151,3.25,2.4333333333,0,5,1.995036999,2,0
sweden,STUC,STUC13,STUC134,155,3.4,2.4333333333,9,9,1.814583917,1,0
norway,SPIT,SPIT64,SPIT643,137,2.55,1.5333333333,8,16,2.247102685,1,0
sweden,STUS,STUS37,STUS375,140,3.1,2.4,6,20,1.716487686,3,0
norway,SPIT,SPIT12,SPIT124,137,3.5666666667,3.2,12,35,4.422105819,2,0
norway,SPIT,SPIT36,SPIT364,144,2.65,2.2666666667,1,1,5.010918822,1,0
sweden,STUC,STUC21,STUC211,155,2.7,3.4,1,4,0.5726495089,2,0
sweden,STUS,STUS17,STUS174,144,3.2,3.9,3,9,0.9319220448,1,10
norway,SPIT,SPIT4,SPIT45,137,4.0666666667,4.2666666667,37,77,5.375021557,9,0
sweden,STUS,STUS42,STUS425,140,2.5,3.2,6,14,1.341051656,1,0
sweden,STUC,STUC58,STUC582,144,2.7,3.6,5,10,1.68467906,2,0
sweden,STUC,STUC60,STUC601,157,3.6666666667,4,1,9,1.843627941,2,0
norway,VIS,VIS11,VIS115,137,3.2,2.9666666667,19,43,5.725238452,3,0
norway,SPIT,SPIT47,SPIT471,137,3.0666666667,3.4,14,30,11.83825154,4,0
norway,SPIT,SPIT19,SPIT194,140,3,2.0333333333,6,13,6.251031106,1,0
sweden,STUC,STUC13,STUC132,146,3.2,2.7,3,9,1.783544981,1,0
norway,SPIT,SPIT21,SPIT212,137,3.0666666667,3.0666666667,27,61,8.992934635,6,0
norway,SPIT,SPIT51,SPIT515,140,3.6666666667,4.0333333333,30,67,14.82557629,6,0
norway,VIS,VIS59,VIS591,137,4.0333333333,3.6666666667,24,57,8.729700586,6,0
sweden,STUC,STUC42,STUC422,140,2.3666666667,2.3333333333,5,12,2.038108234,2,0
norway,SPIT,SPIT32,SPIT322,137,3.8,4,5,11,3.448903247,1,0
sweden,STUC,STUC69,STUC694,157,2.8,2.7,2,5,1.466259831,1,0
sweden,STUS,STUS62,STUS621,151,2.7666666667,3.2333333333,3,6,1.697166891,1,0
sweden,STUS,STUS16,STUS165,151,3.1666666667,3.4333333333,2,8,0.7282054691,1,0
sweden,STUS,STUS2,STUS21,140,3.2,3.5666666667,12,29,1.972331138,5,0
sweden,STUS,STUS33,STUS334,144,3.7,3.9,9,23,2.59473562,2,0
sweden,STUC,STUC2,STUC25,146,3.2,3.5,6,12,1.51361934,2,10
norway,SPIT,SPIT26,SPIT264,137,2.6666666667,2.9333333333,21,46,1.222707861,5,10
sweden,STUS,STUS40,STUS402,144,3.5333333333,3.6333333333,7,21,2.715906849,1,0
sweden,STUS,STUS7,STUS75,171,2.25,1.5666666667,1,9,6.469246132,1,0
sweden,STUS,STUS69,STUS694,140,3.2,3.3666666667,14,43,10.80602629,7,0
norway,VIS,VIS19,VIS193,137,3.2666666667,3.3,60,136,23.86612961,13,0
sweden,STUS,STUS17,STUS172,140,2.5,3.1,28,74,7.694467267,7,0
norway,VIS,VIS59,VIS591,137,3.1,3.1333333333,9,33,5.883323394,6,0
sweden,STUS,STUS24,STUS244,137,3,3.4666666667,19,60,5.261075991,7,0
sweden,STUS,STUS49,STUS496,151,3.55,2.3666666667,1,6,1.232603878,1,0
sweden,STUC,STUC68,STUC683,146,2.8,3.3,7,17,2.701612602,1,0
sweden,STUS,STUS13,STUS131,140,3.4,4,18,47,13.8127975,5,0
sweden,STUC,STUC25,STUC253,155,3.8,4.3666666667,0,5,1.735808481,2,0
norway,SPIT,SPIT32,SPIT324,140,3.4,2.7,14,35,6.4829906,5,15
sweden,STUS,STUS34,STUS345,144,4.0666666667,3.6333333333,11,31,4.430446748,4,20
sweden,STUS,STUS33,STUS334,140,3.4333333333,3.4333333333,11,26,4.063964257,2,0
sweden,STUC,STUC2,STUC23,144,4.2,3.9,14,51,4.029249658,6,0
norway,VIS,VIS70,VIS701,140,4.2333333333,3.8,9,26,7.548186859,4,0
norway,SPIT,SPIT31,SPIT311,140,3.4,3,3,8,4.082813813,2,10
sweden,STUC,STUC65,STUC651,137,3.4,3.3,26,60,4.392417769,6,0
norway,VIS,VIS48,VIS485,140,3.0666666667,3.3,16,45,5.781818536,4,0
norway,VIS,VIS3,VIS34,137,3.4666666667,3.8,9,29,15.63485841,5,0
sweden,STUS,STUS26,STUS261,140,2.9333333333,3.4333333333,19,43,2.408973247,6,0
norway,VIS,VIS48,VIS485,137,2.6333333333,3.0666666667,54,128,13.82143688,11,0
sweden,STUC,STUC36,STUC362,140,3.3,3.1,6,14,3.508844835,1,0
sweden,STUC,STUC7,STUC74,144,2.8666666667,3.3,4,13,1.819712567,1,0
sweden,STUS,STUS66,STUS663,144,3.5666666667,3.3333333333,7,19,1.876708911,2,0
norway,VIS,VIS55,VIS553,137,3.1333333333,2.7666666667,23,49,5.767964112,4,0
sweden,STUC,STUC32,STUC323,144,2.9666666667,3.2666666667,1,7,1.822068761,1,0
sweden,STUC,STUC32,STUC324,140,3.3666666667,3.4,4,10,3.172772961,3,0
sweden,STUC,STUC12,STUC124,140,3.1333333333,3.0666666667,23,64,5.921430913,9,0
norway,SPIT,SPIT46,SPIT464,137,3.1666666667,3.0666666667,19,43,7.720165495,2,0
norway,SPIT,SPIT32,SPIT323,140,3.0666666667,3.3,22,47,7.169098728,3,0
norway,SPIT,SPIT22,SPIT224,144,3.2333333333,3.1666666667,20,55,18.89220304,11,0
sweden,STUC,STUC58,STUC585,155,3.3666666667,3.6666666667,0,8,1.320976879,2,0
norway,VIS,VIS69,VIS693,140,3.4,3.9333333333,13,33,7.935898662,5,0
sweden,STUC,STUC13,STUC132,144,3.35,1.8333333333,5,12,2.226603793,1,0
sweden,STUC,STUC19,STUC193,144,2.9,3.8,5,9,1.316170242,1,0
norway,VIS,VIS48,VIS481,137,2.6,2.9333333333,51,105,7.145277601,8,0
sweden,STUS,STUS35,STUS354,140,3,3.6333333333,14,33,6.127613639,3,0
sweden,STUS,STUS30,STUS305,140,2.6,3.2666666667,0,8,3.61361695,1,0
sweden,STUS,STUS1,STUS13,140,3.5666666667,3.6666666667,36,105,8.83478686,9,0
sweden,STUC,STUC30,STUC305,140,2.7,2.6,2,7,2.06528301,3,0
norway,VIS,VIS19,VIS193,137,3.1666666667,2.8333333333,17,38,4.862902684,4,0
norway,SPIT,SPIT10,SPIT103,137,2.2666666667,2.7,8,15,3.812228437,1,10
sweden,STUS,STUS66,STUS665,144,3.8,4,4,8,1.665358266,1,0
norway,SPIT,SPIT62,SPIT625,137,2.9666666667,3.2,13,25,0.9236282402,2,0
sweden,STUS,STUS16,STUS162,140,3.1,3,5,12,2.035830579,1,0
norway,SPIT,SPIT4,SPIT42,157,3.4666666667,3.6,4,10,2.969370544,3,20
sweden,STUC,STUC44,STUC441,157,3.5,3.9333333333,6,17,3.368321395,2,0
sweden,STUS,STUS17,STUS174,144,2.6,2.6333333333,7,16,1.221451224,1,0
norway,VIS,VIS55,VIS553,140,2.7666666667,2.7333333333,8,21,4.504101387,1,10
sweden,STUS,STUS38,STUS385,171,3.1666666667,4.0333333333,22,65,6.306354553,6,0
sweden,STUS,STUS3,STUS33,137,3.6,3.5,11,13,1.516635269,2,0
sweden,STUS,STUS60,STUS605,140,3.3666666667,3.4333333333,13,58,21.39134,7,0
sweden,STUC,STUC7,STUC75,137,2.9666666667,3.4,19,71,11.69929104,11,10
norway,VIS,VIS48,VIS485,157,3.6,3.0666666667,2,15,10.02922039,3,0
norway,VIS,VIS5,VIS52,137,3.3,3.0666666667,16,62,28.39701308,7,0
sweden,STUS,STUS35,STUS355,144,2.8666666667,3,1,16,6.008861437,3,10
norway,VIS,VIS66,VIS662,137,2.4666666667,3.1,124,286,60.00441968,20,0
sweden,STUC,STUC59,STUC594,140,3.5333333333,3.4,34,102,9.856856906,4,0
sweden,STUC,STUC61,STUC615,146,3.55,2.6666666667,2,6,1.326702432,2,10
sweden,STUC,STUC22,STUC224,140,3.7666666667,4.3333333333,12,35,10.08074251,4,0
sweden,STUS,STUS6,STUS62,179,2.9666666667,2.9,0,9,6.604491696,2,0
norway,SPIT,SPIT64,SPIT642,140,2.25,1.9333333333,5,10,1.643445657,2,0
sweden,STUS,STUS6,STUS61,140,2.9333333333,3.4,9,25,4.884705337,3,0
sweden,STUC,STUC19,STUC193,137,2.5,2.6666666667,4,14,1.766439009,5,0
sweden,STUS,STUS36,STUS364,140,2.6333333333,3.1666666667,11,31,4.780325922,3,0
sweden,STUC,STUC31,STUC313,144,3.3666666667,3,5,20,2.67625995,5,0
sweden,STUC,STUC44,STUC443,140,3.6666666667,3.7,11,27,0.949781999,5,10
norway,SPIT,SPIT57,SPIT575,140,3.1,2.8333333333,3,9,5.242532741,1,5
norway,SPIT,SPIT51,SPIT511,140,2.5,1.6666666667,4,9,5.33678052,2,0
sweden,STUC,STUC42,STUC424,140,3.1666666667,3.6,13,27,3.773901007,4,20
sweden,STUC,STUC25,STUC254,140,3.2333333333,3.5,15,38,3.419686435,5,0
norway,VIS,VIS11,VIS115,137,3.3,2.9333333333,23,51,12.11437397,5,0
sweden,STUS,STUS6,STUS62,140,2.9,1.9333333333,5,11,3.012536027,1,10
sweden,STUS,STUS66,STUS662,174,2.6,2.9,5,7,1.902297184,8,10
sweden,STUS,STUS33,STUS331,140,3.2666666667,3.0666666667,11,25,3.516698816,3,0
sweden,STUC,STUC27,STUC274,146,3.7333333333,3.4333333333,2,4,0.9311680625,1,10
norway,VIS,VIS47,VIS475,144,3.6333333333,3.5333333333,11,30,15.80252521,4,0
sweden,STUS,STUS60,STUS604,144,3.4,3.0333333333,10,19,2.140084332,2,0
norway,SPIT,SPIT10,SPIT101,137,2.7666666667,2.5666666667,21,41,3.061167882,7,0
sweden,STUS,STUS24,STUS243,140,2.9,2.2666666667,9,28,5.432520556,2,0
norway,VIS,VIS70,VIS705,137,3.5,3.5333333333,5,15,4.710504025,4,0
sweden,STUC,STUC59,STUC593,144,3.15,2.2333333333,5,11,5.636017221,3,0
norway,VIS,VIS48,VIS485,140,2.5333333333,2.9,7,15,2.39653254,1,0
sweden,STUS,STUS9,STUS94,140,3.4,2.9,15,36,3.909209403,4,10
sweden,STUS,STUS1,STUS14,140,3.1,2.2333333333,18,23,5.050220146,2,0
sweden,STUS,STUS54,STUS545,140,3.6666666667,3.9333333333,16,43,3.392920066,3,10
norway,SPIT,SPIT24,SPIT244,140,2.7,1.9666666667,14,26,3.268512997,2,0
sweden,STUS,STUS35,STUS354,140,2.75,1.8,12,25,6.285541502,2,0
sweden,STUC,STUC32,STUC325,144,3.1,3.1,10,26,2.516494255,6,0
sweden,STUC,STUC20,STUC202,140,2.3,2.1,4,10,0.5911849056,1,0
sweden,STUC,STUC18,STUC181,130,3.5,3.6,0,1,1.960667975,1,0
norway,SPIT,SPIT26,SPIT263,137,2.3,1.6333333333,15,27,1.385725104,2,0
sweden,STUS,STUS17,STUS171,140,3.3333333333,3.7666666667,11,27,3.545601469,2,0
sweden,STUS,STUS13,STUS135,137,2.7,2.7,16,37,4.334533924,4,0
sweden,STUC,STUC13,STUC131,144,3.4,3.7,2,6,6.004526039,1,0
sweden,STUC,STUC22,STUC224,157,2.7,2.9,1,6,1.958138993,1,10
norway,VIS,VIS65,VIS654,140,3.2,3.1,7,16,7.427856006,2,0
sweden,STUS,STUS15,STUS152,144,3.3333333333,3.4666666667,11,32,1.480067131,4,0
sweden,STUC,STUC13,STUC132,146,2.6,2.6,0,4,2.101097167,1,0
sweden,STUC,STUC66,STUC662,151,2.8,2.8333333333,1,6,2.164753688,1,0
norway,VIS,VIS20,VIS202,137,3,3.2,46,112,17.55459143,11,0
norway,VIS,VIS20,VIS201,140,3.1333333333,3.6,10,21,14.01888598,2,0
sweden,STUC,STUC7,STUC73,144,2.7,3.2,3,6,4.374353611,1,0
sweden,STUS,STUS30,STUS302,144,3.4666666667,4.0333333333,11,31,5.228866813,3,0
sweden,STUS,STUS38,STUS384,140,3.8666666667,3.4666666667,16,44,3.828109188,3,0
sweden,STUC,STUC41,STUC412,146,2.6666666667,2.5333333333,2,20,3.116145753,3,0
norway,SPIT,SPIT65,SPIT654,137,3.1333333333,2.8666666667,19,42,7.83010553,3,0
sweden,STUS,STUS37,STUS373,140,3.2666666667,3.6333333333,7,18,1.71568658,2,0
norway,SPIT,SPIT6,SPIT64,137,2.5666666667,3.1333333333,66,140,17.63218877,13,0
sweden,STUC,STUC20,STUC202,137,2.6,2.9333333333,20,52,3.65649969,7,0
sweden,STUC,STUC40,STUC402,140,2.7,3.3,6,13,2.052245401,2,0
norway,VIS,VIS11,VIS113,137,3.6666666667,3.1666666667,36,84,24.3490788,13,0
norway,SPIT,SPIT30,SPIT301,137,2.5333333333,2.8,28,69,26.96900213,7,10
sweden,STUS,STUS60,STUS605,144,3.5666666667,3.6,18,57,12.03795473,6,0
norway,SPIT,SPIT61,SPIT613,137,3.2666666667,3.1333333333,92,240,63.22093932,15,0
sweden,STUC,STUC1,STUC12,140,3.6,3.8666666667,8,18,6.670386602,2,0
sweden,STUS,STUS38,STUS382,157,3.3,2.2666666667,0,3,5.120717486,1,0
norway,SPIT,SPIT4,SPIT42,140,3.7,3.3,7,14,4.227075747,1,0
norway,VIS,VIS18,VIS185,140,3.6,3.5333333333,37,102,11.85189391,10,0
sweden,STUS,STUS32,STUS324,140,3.5333333333,4.1333333333,70,266,27.8824202,19,0
sweden,STUS,STUS62,STUS621,140,3.1333333333,3.6333333333,16,53,7.490342284,6,0
sweden,STUC,STUC54,STUC543,151,2.6,2.9,7,14,1.561135929,1,0
sweden,STUS,STUS2,STUS24,140,3.4,3.6666666667,28,67,4.260942116,8,0
sweden,STUC,STUC68,STUC683,137,2.5333333333,2.5,17,47,2.982863685,7,0
sweden,STUS,STUS23,STUS233,140,2.55,2.0666666667,10,35,8.070123209,5,0
sweden,STUS,STUS36,STUS363,134,3.3,3.4,0,6,5.382019454,1,0
norway,VIS,VIS11,VIS111,151,3.2,3.6666666667,8,25,20.87792522,3,0
norway,SPIT,SPIT19,SPIT195,137,3.8,3.4,6,18,8.634274709,3,0
norway,VIS,VIS69,VIS692,137,3.9666666667,3.8,28,66,8.652637318,5,0
sweden,STUS,STUS18,STUS182,140,4.2,4.2666666667,30,95,13.71587937,10,20
norway,VIS,VIS66,VIS665,140,3.5333333333,3.6666666667,5,12,2.266470604,1,10
norway,VIS,VIS57,VIS573,137,3.6333333333,3.7,28,91,24.68066605,11,0
sweden,STUS,STUS20,STUS204,140,2.5333333333,3.0666666667,11,31,3.730798356,2,10
sweden,STUC,STUC31,STUC315,144,3.5,2.3,3,8,5.521836036,2,0
sweden,STUC,STUC69,STUC692,140,3.2,2.9,4,11,3.458657892,3,0
sweden,STUS,STUS33,STUS335,171,2.7666666667,2.5,2,26,5.470219668,2,0
norway,SPIT,SPIT12,SPIT124,140,4.1666666667,3.7666666667,10,35,15.1593548,3,10
norway,SPIT,SPIT61,SPIT612,144,3.0666666667,3.3,8,17,8.757680396,2,0
sweden,STUS,STUS59,STUS593,151,3.4,3.2666666667,11,40,7.71905023,8,0
sweden,STUC,STUC22,STUC222,140,2.6666666667,3.1333333333,11,35,3.120229824,6,0
sweden,STUC,STUC25,STUC252,144,3.1666666667,3.6,10,38,5.762230705,6,0
norway,SPIT,SPIT30,SPIT303,137,2.5666666667,2.7333333333,14,32,12.63171574,4,0
sweden,STUS,STUS13,STUS133,140,3.6666666667,3.5,50,118,6.418556535,10,0
sweden,STUS,STUS59,STUS595,140,3.9333333333,3.7,24,93,4.550754038,9,0
norway,SPIT,SPIT21,SPIT211,137,2.8666666667,2.4333333333,24,59,9.998511319,6,0
sweden,STUC,STUC22,STUC225,137,2.7666666667,2.8666666667,27,88,7.569667499,10,0
sweden,STUS,STUS40,STUS402,146,3,2.1333333333,2,10,5.562268333,2,0
sweden,STUS,STUS20,STUS203,144,2.7666666667,3.2,6,12,5.944678699,2,0
sweden,STUS,STUS32,STUS324,140,3.3666666667,3.4666666667,21,59,5.599873197,8,0
sweden,STUC,STUC22,STUC224,140,3.3333333333,3.1666666667,2,10,1.884531477,1,0
norway,VIS,VIS50,VIS502,140,4.0666666667,3.6666666667,8,26,27.37897998,5,0
sweden,STUS,STUS54,STUS541,140,3.5,2.2333333333,9,21,4.952249579,3,0
norway,VIS,VIS65,VIS652,137,3.7333333333,3.9666666667,16,37,7.415226804,4,10
sweden,STUS,STUS24,STUS241,140,3.3666666667,3.7666666667,13,51,11.16765503,7,10
sweden,STUS,STUS37,STUS373,140,4.3,3.6333333333,23,70,31.22758806,12,0
sweden,STUC,STUC36,STUC361,140,3.8,3.4,8,21,6.925091226,5,0
sweden,STUS,STUS20,STUS204,140,3.1,2.8,12,30,4.231096986,4,15
sweden,STUS,STUS23,STUS235,144,3.0333333333,3.8333333333,10,26,5.150523346,3,10
norway,VIS,VIS60,VIS601,140,3.05,2.1666666667,7,14,2.654606522,3,0
sweden,STUC,STUC2,STUC24,140,3.0333333333,3.2666666667,17,51,5.292955303,6,0
norway,SPIT,SPIT3,SPIT32,137,3.1,3.3666666667,41,97,19.05068068,9,0
sweden,STUC,STUC45,STUC451,140,3.5,3.5666666667,43,101,16.5560362,8,0
sweden,STUS,STUS16,STUS162,140,3.9,3.8333333333,20,51,8.979457202,3,0
norway,SPIT,SPIT58,SPIT584,134,3.1,3.4,0,4,5.227924335,1,10
norway,SPIT,SPIT22,SPIT224,144,2.3,2.8,9,26,6.109800809,2,0
sweden,STUC,STUC1,STUC14,140,2.6333333333,3.2,5,18,3.237662557,3,0
sweden,STUS,STUS38,STUS384,140,2.7,2.8333333333,6,17,4.714352476,5,0
norway,SPIT,SPIT12,SPIT125,140,3.8,3.5,13,33,11.40247337,2,0
norway,VIS,VIS70,VIS701,137,3.1333333333,3.3,27,42,11.61735831,8,10
sweden,STUC,STUC44,STUC443,140,2.3,2.5,7,17,0.9646260243,2,0
norway,SPIT,SPIT31,SPIT315,137,3.4,3.0333333333,19,46,2.417549795,5,15
norway,SPIT,SPIT23,SPIT234,137,3.25,2,9,19,3.61345987,3,10
sweden,STUC,STUC68,STUC685,144,3.3666666667,3.6333333333,4,11,2.601552876,2,0
sweden,STUS,STUS18,STUS181,144,3.1,2.1,11,29,3.732526232,4,10
norway,VIS,VIS60,VIS604,137,3.2666666667,3.7333333333,17,39,3.980743467,6,0
sweden,STUS,STUS30,STUS305,144,2.9666666667,3.3666666667,5,19,9.554918436,4,0
sweden,STUS,STUS15,STUS151,171,2.7,3.2,0,11,2.06119894,1,0
sweden,STUC,STUC32,STUC324,137,3,2.9,4,22,5.699948631,7,0
sweden,STUS,STUS34,STUS341,144,3.7333333333,4.3333333333,5,10,1.736515339,2,10
norway,SPIT,SPIT52,SPIT525,137,3,3.4333333333,12,21,1.878051942,5,0
norway,VIS,VIS47,VIS471,140,3.6,3.7,17,45,8.190226296,5,0
sweden,STUC,STUC57,STUC574,144,3,3.4,7,17,2.252192065,2,10
sweden,STUS,STUS8,STUS85,140,2.9666666667,2.9,9,29,4.532375721,4,0
sweden,STUS,STUS54,STUS542,144,3.05,2.0666666667,5,16,3.990073997,2,0
sweden,STUC,STUC49,STUC493,144,3.7,3.5,4,12,10.66533007,2,0
sweden,STUS,STUS48,STUS482,140,3.1666666667,3.3666666667,35,80,9.456586586,9,0
sweden,STUS,STUS22,STUS221,144,4.2,3.5,9,30,3.742579328,4,0
norway,VIS,VIS19,VIS191,137,2.5666666667,3.2666666667,11,24,1.754422417,2,0
sweden,STUS,STUS42,STUS425,151,2.4,3.3,1,7,1.263941264,1,0
norway,SPIT,SPIT62,SPIT624,140,3.4,2.3,10,27,5.485220773,6,20
sweden,STUC,STUC21,STUC211,146,3.8666666667,4.0666666667,3,17,1.426361605,3,0
norway,SPIT,SPIT1,SPIT11,137,4,3.0666666667,44,104,31.51344157,8,20
sweden,STUS,STUS62,STUS621,140,3.2,3.6,28,65,5.055026783,6,0
norway,VIS,VIS11,VIS114,137,2.7333333333,3.2333333333,19,50,19.56049834,5,0
sweden,STUS,STUS40,STUS401,140,3,2.2666666667,5,12,2.290221044,1,0
norway,VIS,VIS2,VIS22,144,4.1666666667,4.2,19,45,21.62279684,3,10
sweden,STUC,STUC30,STUC305,140,2.7,2.6333333333,15,39,2.658564929,4,20
sweden,STUS,STUS36,STUS362,144,3.4,3.4666666667,9,24,4.726125594,2,0
sweden,STUC,STUC31,STUC313,140,3.4333333333,3.4,11,24,3.095474073,2,10
sweden,STUC,STUC49,STUC491,144,3.7333333333,3.5,10,20,2.601552876,2,0
sweden,STUC,STUC31,STUC314,140,3.2666666667,3.2666666667,9,23,1.408627314,6,0
sweden,STUS,STUS16,STUS163,140,3.8,2.2666666667,16,38,4.948086969,7,0
norway,VIS,VIS2,VIS25,137,4.1666666667,4.6,48,107,14.85038701,13,0
sweden,STUS,STUS22,STUS221,137,3.8333333333,3.2,27,77,5.514908824,9,0
sweden,STUS,STUS7,STUS75,151,2.4666666667,2.2666666667,4,12,3.285477597,3,0
sweden,STUS,STUS11,STUS112,137,3.0666666667,3.2666666667,39,82,17.38541667,10,0
sweden,STUS,STUS66,STUS661,137,3.6333333333,4.6333333333,50,153,13.49533956,11,0
sweden,STUC,STUC21,STUC211,140,3.2,3.3,9,27,4.043182621,3,0
norway,SPIT,SPIT24,SPIT245,146,3.6666666667,4,5,12,3.608794605,2,0
sweden,STUS,STUS9,STUS93,140,3.9,3.7333333333,24,69,10.98575681,9,20
norway,SPIT,SPIT23,SPIT234,137,2.5666666667,2.5,47,109,16.75006882,12,0
sweden,STUS,STUS16,STUS162,140,2.8666666667,3.6666666667,16,42,3.297635561,4,10
norway,VIS,VIS15,VIS154,140,3.5,3.7,39,97,35.3096793,11,0
sweden,STUC,STUC45,STUC452,146,3.2,3.0666666667,7,18,3.891726439,3,0
norway,SPIT,SPIT3,SPIT32,137,2.7333333333,2.5,44,93,11.59360787,8,10
norway,SPIT,SPIT37,SPIT375,137,2.5333333333,2.9333333333,9,19,6.093896496,3,0
norway,VIS,VIS65,VIS654,140,4.0333333333,3.7,31,72,40.89182606,5,20
norway,SPIT,SPIT61,SPIT614,140,2.9,3.6,23,53,15.22954583,7,0
sweden,STUC,STUC65,STUC651,155,2.4,2.7,2,6,1.029499913,3,0
sweden,STUS,STUS9,STUS93,144,2.7666666667,2.7333333333,7,25,12.79661009,3,0
norway,SPIT,SPIT46,SPIT464,140,2.7666666667,3.3,3,11,8.056048873,2,0
sweden,STUS,STUS8,STUS82,146,2.5,3.4,0,5,4.432001836,2,0
norway,SPIT,SPIT21,SPIT212,137,4.4,3.2,25,68,5.890109234,5,0
sweden,STUC,STUC60,STUC603,140,3.1333333333,2.7333333333,4,17,2.232541403,3,0
norway,SPIT,SPIT61,SPIT611,140,3.4333333333,3.1333333333,11,25,2.772479079,4,0
sweden,STUS,STUS5,STUS54,140,3.1,3.2333333333,6,31,3.96321338,7,0
norway,VIS,VIS56,VIS562,137,2.8666666667,3.4666666667,12,25,2.456191384,2,20
sweden,STUC,STUC32,STUC322,146,3.1666666667,3.2666666667,3,14,3.172380262,2,0
sweden,STUC,STUC1,STUC15,144,3.3333333333,3.3333333333,6,16,0.5178444251,3,20
sweden,STUC,STUC50,STUC501,144,3.5666666667,3.2,3,10,1.825265332,5,0
sweden,STUS,STUS48,STUS482,144,3.0666666667,3.7666666667,2,15,3.769534193,3,0
norway,SPIT,SPIT32,SPIT323,140,2.7,3.1,21,47,8.413381476,5,0
sweden,STUS,STUS32,STUS321,144,3.5333333333,3.4333333333,14,43,6.93616534,10,10
sweden,STUS,STUS49,STUS492,140,2.9,3.1333333333,16,38,2.767703858,4,10
norway,VIS,VIS70,VIS701,137,3.2333333333,3.3666666667,22,51,6.841611255,5,10
sweden,STUC,STUC61,STUC614,144,3.1333333333,3.2333333333,4,11,1.95878302,1,0
sweden,STUC,STUC60,STUC602,144,3.65,2.2,23,50,3.287739544,4,0
norway,SPIT,SPIT13,SPIT134,137,3,3.6,15,39,7.758477217,3,0
sweden,STUC,STUC46,STUC462,144,3.7333333333,4.1333333333,6,23,7.748015714,2,10
norway,VIS,VIS56,VIS562,144,2.8,2.0333333333,3,7,11.56137512,2,0
norway,SPIT,SPIT69,SPIT692,137,3,3.1,10,19,2.541014386,2,10
sweden,STUS,STUS22,STUS225,140,2.8,3.0333333333,11,30,1.985565097,5,0
norway,VIS,VIS27,VIS275,144,3.0666666667,3.2,9,25,17.0061636,3,0
norway,VIS,VIS57,VIS573,137,3.4666666667,3.9,11,29,3.068770536,6,10
norway,VIS,VIS14,VIS145,140,3.2666666667,3.6666666667,7,28,18.32121858,5,10
norway,VIS,VIS28,VIS284,137,2.85,1.8333333333,9,17,6.70441005,2,0
sweden,STUS,STUS18,STUS182,140,3.8333333333,4.1333333333,29,111,3.348152371,11,5
sweden,STUS,STUS45,STUS453,130,2.4,2.4,0,4,3.759858088,1,0
norway,VIS,VIS48,VIS482,140,2.7333333333,3.2333333333,5,32,4.149729736,5,0
