ind,block,dam,sire,germination,male fl,measdate,bloss,GAD,ASD,GSDl,GSDc,GSDr,mfl,mfc,mfr,GWl,GWr,Gwtot,GHl,GHr,GNl,GNr,SWl,SWc,SWr,SLl,SLc,SLr,UBL,UBC,UBR,UBW,LBL,LBC,LBR,LBW,
70138,3,40142,40144,3/11/2005,1,8/4/2005,1,4.10,0.00,5.56,6.05,5.10,3,3,3,3.30,3.26,6.54,2.79,2.73,11,11,0.91,0.99,0.97,,,,16.60,19.43,16.43,17.50,17.45,20.05,17.96,19.85,
70138,3,40142,40144,3/11/2005,1,12/22/2005,2,3.46,0.00,5.95,6.11,5.89,3,3,3,3.26,3.08,5.82,2.48,2.35,9,10,1.02,1.02,1.06,8.18,7.60,8.47,16.03,18.67,16.33,18.42,17.46,20.33,17.25,18.72,
70141,4,40075,40075,3/11/2005,1,6/8/2005,1,3.23,0.00,5.25,5.42,5.48,2,3,1,3.22,3.46,6.42,2.67,2.68,8,8,0.98,1.02,1.01,,,,18.38,22.34,20.65,22.42,19.72,24.34,21.15,21.81,
70141,4,40075,40075,3/11/2005,1,6/17/2005,2,3.39,0.00,3.51,5.27,4.88,3,3,3,3.35,3.79,7.23,2.91,2.64,10,9,1.07,0.88,1.05,,,,18.02,19.32,17.82,20.54,17.12,21.50,18.35,19.48,
70142,5,40044,40090,3/11/2005,1,6/15/2006,1,3.22,0.56,4.57,5.55,4.94,3,3,3,3.70,3.55,6.79,2.64,2.81,10,11,1.39,1.32,1.28,9.81,9.37,9.37,16.25,20.01,16.59,20.53,20.61,24.79,19.98,21.87,
70142,5,40044,40090,3/11/2005,1,6/15/2006,2,2.76,0.00,5.85,5.12,4.63,3,3,3,3.43,3.55,6.50,2.45,2.69,8,8,1.23,1.27,1.25,8.48,8.80,8.83,15.16,19.61,16.81,19.85,19.27,23.85,20.27,21.12,
70144,8,40028,40063,3/11/2005,1,6/15/2005,1,2.96,0.52,6.59,5.58,6.76,3,3,3,2.84,2.80,5.13,2.18,2.35,9,9,0.97,0.98,0.98,,,,16.32,18.15,16.27,16.87,17.14,19.75,16.98,17.21,
70144,8,40028,40063,3/11/2005,1,5/24/2006,2,3.05,0.67,5.04,6.23,4.75,3,0,3,3.19,3.18,6.07,2.36,2.65,8,8,1.40,1.22,1.17,7.93,7.80,8.18,16.71,20.17,16.15,20.36,20.33,21.73,19.70,19.40,
70145,9,40025,40143,3/11/2005,1,1/3/2006,1,3.67,1.01,6.16,6.25,5.50,3,3,3,3.51,4.11,7.26,2.92,2.62,9,10,1.14,1.23,1.16,9.47,9.70,9.82,17.01,19.00,16.08,19.86,19.22,21.99,18.67,18.87,
70145,9,40025,40143,3/11/2005,1,1/6/2006,2,3.28,0.43,5.50,6.18,5.95,3,3,3,2.79,2.71,5.23,2.61,2.74,11,10,1.03,1.08,0.99,8.94,8.57,8.41,14.61,17.75,16.52,17.83,17.07,19.06,16.42,17.26,
70146,1,40149,40117,3/11/2005,1,6/17/2005,1,3.78,1.08,6.18,6.79,5.33,3,3,3,4.50,3.94,7.66,2.76,2.85,11,9,1.24,1.18,1.21,,,,18.51,21.03,18.31,22.89,21.20,24.49,20.34,24.53,
70146,1,40149,40117,3/11/2005,1,5/30/2006,2,3.68,0.00,3.35,5.26,3.67,3,3,3,3.61,4.10,6.94,2.69,2.76,11,9,1.10,1.17,1.18,7.35,7.32,7.19,14.83,16.80,15.13,18.79,16.82,18.30,16.16,18.86,
70147,3,40146,40146,3/11/2005,1,5/24/2006,1,2.83,0.11,3.25,4.83,4.55,3,3,3,4.10,4.20,7.87,2.70,2.98,10,10,1.43,1.42,1.39,8.03,7.87,8.03,18.23,20.04,18.22,22.49,19.83,23.28,20.04,22.14,
70147,3,40146,40146,3/11/2005,1,5/24/2006,2,2.99,0.40,4.92,5.74,5.25,3,3,3,4.23,3.96,7.26,2.61,2.44,10,9,1.32,1.32,1.24,8.05,7.84,7.45,17.80,20.53,17.32,20.36,18.73,21.38,19.08,22.75,
70149,4,40153,40075,3/11/2005,1,12/23/2005,1,3.07,0.65,4.27,5.58,6.05,3,3,3,2.99,3.27,5.63,2.35,2.62,8,8,0.95,1.05,0.95,7.12,7.24,7.14,18.46,22.17,16.15,18.25,21.72,27.06,22.13,21.00,
70149,4,40153,40075,3/11/2005,1,6/3/2006,2,2.82,0.00,3.53,4.10,3.64,3,3,3,3.22,3.35,6.21,2.60,2.57,10,9,1.05,1.09,1.01,6.46,7.01,6.53,15.72,17.95,15.62,16.70,17.01,19.68,16.67,16.79,
70150,4,40153,40075,3/11/2005,1,6/16/2006,1,2.39,0.19,4.67,4.96,3.83,3,3,3,3.43,3.62,6.23,2.58,2.53,10,10,1.37,1.24,1.14,9.08,8.69,8.77,19.47,23.12,19.01,21.90,21.23,27.52,22.57,23.94,
70150,4,40153,40075,3/11/2005,1,6/19/2006,2,2.92,0.00,4.80,5.46,5.07,3,3,3,3.78,3.82,7.15,2.56,2.58,8,9,1.04,1.13,1.01,8.66,8.92,8.76,19.47,21.68,18.74,22.11,22.18,26.16,21.63,23.31,
70152,6,40018,40145,3/11/2005,1,8/18/2006,1,3.29,0.00,3.72,5.11,4.94,3,3,3,2.90,3.25,6.11,2.11,2.42,10,9,1.20,1.28,1.28,6.68,7.12,6.71,13.69,15.38,13.28,15.97,14.05,16.01,14.21,15.45,
70152,6,40018,40145,3/11/2005,1,9/6/2006,2,2.46,1.29,5.22,6.14,6.29,3,3,2,3.62,3.84,6.51,2.46,2.62,11,12,1.20,1.11,1.31,8.62,8.71,8.24,17.15,18.17,15.09,18.53,18.20,21.14,17.53,20.21,
70153,8,40150,40063,3/11/2005,1,6/7/2005,1,3.27,1.48,6.38,6.75,5.58,3,3,3,3.17,3.62,6.65,2.71,2.70,7,8,1.22,1.24,1.13,,,,18.86,21.70,17.96,21.82,20.78,24.66,20.14,22.24,
70153,8,40150,40063,3/11/2005,1,8/24/2005,2,3.30,0.00,6.01,5.86,5.81,3,3,3,3.43,3.27,6.47,2.50,2.48,9,8,1.18,1.08,1.05,,,,16.88,19.76,16.83,19.34,19.53,22.61,19.36,20.48,
70155,9,40118,40109,3/11/2005,1,6/8/2006,1,3.13,1.19,4.81,6.50,5.58,3,3,3,3.18,3.40,6.14,2.37,2.29,10,9,1.12,1.11,1.08,8.59,8.44,8.06,15.89,18.29,16.04,18.65,17.15,19.86,17.19,17.10,
70155,9,40118,40109,3/11/2005,1,6/8/2006,2,2.95,0.72,5.13,5.61,4.85,3,3,3,3.50,3.33,6.48,2.53,2.41,11,9,1.06,1.19,1.08,7.93,8.13,8.08,16.22,19.90,16.77,18.73,18.91,21.52,18.34,19.75,
70156,9,40118,40109,3/11/2005,1,1/9/2006,1,2.86,0.90,5.49,5.73,5.26,3,3,3,2.45,2.66,4.86,1.97,2.08,9,8,0.82,0.85,0.71,7.35,7.36,6.94,15.15,17.06,15.58,16.20,16.75,19.57,15.22,17.16,
70156,9,40118,40109,3/11/2005,1,5/23/2006,2,2.73,0.00,4.88,4.49,4.67,2,3,3,2.98,2.79,5.45,2.01,1.97,8,8,0.84,0.98,0.90,6.97,6.82,7.05,15.98,18.69,15.85,17.47,18.59,22.16,17.46,17.61,
70157,1,40117,40117,3/11/2005,1,12/23/2005,1,2.97,0.00,3.55,5.37,3.51,3,3,3,3.13,3.16,5.55,2.25,2.61,10,12,0.94,0.90,0.84,5.62,6.08,6.10,14.29,15.35,13.00,15.90,14.75,15.46,13.77,15.14,
70157,1,40117,40117,3/11/2005,1,6/1/2006,2,3.17,1.01,3.10,4.44,3.91,3,3,3,3.40,3.46,6.28,2.71,2.73,12,11,1.08,1.09,1.10,5.53,5.67,5.73,13.10,14.61,13.43,17.21,13.68,16.77,14.08,16.14,
70158,4,40153,40036,3/11/2005,1,8/23/2005,1,2.28,0.00,5.33,4.58,5.12,3,3,3,3.93,3.57,7.04,2.49,2.71,10,9,1.34,1.50,1.43,,,,16.95,19.54,17.08,20.29,17.30,20.89,17.67,20.50,
70158,4,40153,40036,3/11/2005,1,5/24/2006,2,2.70,1.18,5.93,6.04,5.77,3,3,3,2.98,2.61,5.32,1.92,2.03,7,8,1.12,1.18,1.11,7.88,7.89,7.57,14.45,20.05,16.84,19.23,18.20,21.86,17.52,19.60,
70159,4,40153,40036,3/11/2005,1,6/14/2006,1,3.20,0.00,6.17,4.83,4.95,3,2,3,3.79,4.94,7.94,2.66,2.81,7,8,1.16,1.29,1.28,9.25,9.18,8.93,16.72,20.17,16.37,21.76,17.74,20.81,18.15,21.41,
70159,4,40153,40036,3/11/2005,1,6/15/2006,2,2.91,2.17,5.32,6.89,4.69,3,3,3,3.34,3.21,6.08,2.22,2.37,7,9,1.09,1.13,1.03,8.69,9.25,9.21,16.82,17.58,15.23,18.47,16.97,18.79,15.77,16.66,
70160,4,40153,40036,3/11/2005,1,6/13/2005,1,2.48,1.05,4.88,5.25,5.82,3,3,3,3.56,3.51,6.14,2.35,2.16,11,7,1.08,1.13,1.10,,,,17.58,19.19,15.96,20.29,18.87,20.99,18.14,22.11,
70160,4,40153,40036,3/11/2005,1,6/13/2005,2,2.62,0.26,6.61,4.70,6.16,3,3,3,3.38,3.34,6.53,2.44,2.70,8,9,1.16,1.24,1.30,,,,15.57,18.54,17.19,21.25,18.63,21.54,18.85,20.98,
70161,5,40090,40044,3/11/2005,1,6/15/2006,1,2.21,0.00,4.30,4.54,4.61,3,3,3,4.07,2.95,6.33,2.96,2.65,10,11,1.30,1.31,1.18,8.51,8.78,8.70,15.82,19.89,15.79,19.97,19.49,23.91,20.08,21.24,
70161,5,40090,40044,3/11/2005,2,6/15/2006,2,3.00,0.00,4.68,5.00,5.55,3,3,3,2.67,3.73,5.68,2.20,2.47,6,10,1.16,1.23,1.14,8.77,8.59,9.12,16.47,19.55,16.32,21.17,19.03,22.86,18.78,21.58,
70162,5,40090,40044,3/11/2005,1,1/6/2006,1,2.75,1.03,5.45,5.97,4.38,3,3,3,3.00,3.04,5.70,2.68,2.84,9,10,1.09,1.12,1.11,9.58,9.17,8.87,15.10,17.93,15.98,17.83,17.94,21.46,17.69,17.53,
70162,5,40090,40044,3/11/2005,1,1/6/2006,2,2.78,1.05,4.08,6.14,4.92,3,3,3,2.50,3.04,5.29,2.37,2.33,11,12,1.11,1.12,1.12,8.78,8.28,8.47,14.12,16.67,14.44,17.06,17.43,20.02,16.37,17.97,
70163,6,40096,40108,3/11/2005,1,1/3/2006,1,3.73,0.00,5.81,6.09,5.94,3,3,3,3.12,3.08,6.26,2.79,2.79,11,10,1.18,1.04,1.19,8.74,8.43,9.15,16.29,17.64,16.29,18.63,15.94,18.48,15.93,18.97,
70163,6,40096,40108,3/11/2005,1,6/8/2006,2,3.64,0.00,4.80,5.63,3.92,3,3,3,3.20,3.39,6.25,2.47,2.70,9,10,1.10,1.09,1.11,7.90,7.94,7.70,14.50,16.19,14.72,19.00,16.44,18.17,15.12,18.74,
70164,6,40096,40108,3/11/2005,1,6/9/2006,1,3.14,0.00,4.56,4.27,3.60,3,3,3,3.45,3.36,6.48,2.78,2.78,12,11,1.37,1.33,1.15,7.58,7.48,7.64,15.72,17.66,16.21,19.12,16.84,19.78,16.66,18.54,
70164,6,40096,40108,3/11/2005,1,6/12/2006,2,2.51,0.00,3.86,4.24,4.96,3,3,3,2.81,3.23,5.79,2.39,2.52,9,9,1.29,1.28,1.18,7.79,7.97,8.16,15.63,18.58,15.86,17.23,17.49,20.96,17.60,19.95,
70165,8,40150,40028,3/11/2005,1,8/24/2005,1,3.82,1.25,7.43,7.67,6.99,3,3,3,3.81,3.73,7.04,2.43,2.53,7,7,1.04,1.22,1.01,,,,18.34,20.85,18.36,22.10,18.85,21.82,19.70,22.52,
70165,8,40150,40028,3/11/2005,1,6/4/2006,2,3.91,1.14,7.05,7.14,3.66,3,3,3,3.65,3.99,7.01,2.06,2.88,8,8,1.04,1.25,1.15,9.21,8.94,8.59,20.56,25.42,22.28,24.75,23.20,28.06,23.96,25.76,
70166,9,40143,40118,3/11/2005,1,12/23/2005,1,2.34,0.00,5.31,4.66,7.10,3,3,3,3.36,3.21,6.20,2.37,2.31,10,7,1.12,1.23,0.98,8.33,8.50,8.47,14.66,16.58,14.44,16.57,16.57,19.66,16.67,17.35,
70166,9,40143,40118,3/11/2005,1,1/9/2006,2,2.56,0.00,3.23,4.58,4.91,3,3,3,3.13,3.61,6.48,2.53,2.64,10,10,1.09,1.08,1.06,7.99,8.31,8.21,14.95,17.69,15.26,15.96,16.93,19.59,17.48,16.47,
70167,1,40053,40097,3/11/2005,1,9/2/2005,1,3.29,0.00,6.50,5.48,5.34,3,3,3,3.49,3.75,6.90,2.88,2.84,11,10,1.13,1.09,1.19,,,,17.50,19.15,17.36,20.86,18.82,22.42,20.29,21.19,
70167,1,40053,40097,3/11/2005,1,5/23/2006,2,3.39,0.00,4.68,5.48,5.09,3,3,3,3.22,3.51,6.53,2.65,2.83,12,12,1.14,0.97,0.96,9.62,9.58,9.33,17.47,19.14,17.20,21.44,19.27,21.56,18.52,20.99,
70168,1,40053,40097,3/11/2005,1,6/12/2006,1,4.09,0.38,7.20,4.05,6.51,3,3,3,4.28,3.64,7.82,3.20,3.05,9,12,1.03,1.15,1.18,10.73,10.87,10.57,19.77,22.29,18.88,26.08,22.12,25.66,22.26,26.64,
70168,1,40053,40097,3/11/2005,1,6/16/2006,2,3.37,0.00,3.77,6.23,4.85,3,3,3,3.43,3.88,6.84,2.87,2.98,10,9,0.96,1.04,0.98,8.71,8.87,9.14,18.36,20.86,17.62,23.81,20.93,24.97,22.26,24.14,
70169,3,40142,40142,3/11/2005,1,6/14/2005,1,3.15,4.38,7.83,8.87,7.38,3,3,3,3.30,3.21,6.34,2.83,3.12,13,14,1.21,1.11,1.02,,,,20.84,23.09,20.27,23.28,21.59,25.23,23.54,23.34,
70169,3,40142,40142,3/11/2005,2,1/5/2006,2,2.63,1.80,6.08,6.81,5.94,3,3,3,3.10,3.15,5.60,2.86,2.98,15,12,1.07,1.32,1.23,8.55,8.41,8.48,18.70,20.24,18.38,19.48,20.14,22.86,19.43,19.09,
70170,3,40142,40142,3/11/2005,1,8/24/2005,1,3.18,0.00,5.06,5.08,5.15,3,3,3,2.88,3.26,5.58,2.42,2.42,12,12,0.85,0.72,0.84,,,,15.54,17.05,15.62,15.89,18.03,20.69,18.38,18.48,
70170,3,40142,40142,3/11/2005,1,11/16/2005,1,3.48,0.47,4.22,4.18,4.28,3,3,3,3.10,2.51,5.63,2.45,2.39,13,10,0.96,1.06,1.03,,,,18.22,19.28,16.33,21.80,18.98,21.69,19.23,21.21,
70171,4,40036,40036,3/11/2005,1,12/22/2005,1,2.40,1.60,4.96,6.14,6.32,3,3,3,2.80,2.97,5.61,2.73,2.53,12,11,1.05,1.17,1.07,7.53,6.96,7.86,16.20,17.79,15.47,17.68,15.61,20.29,16.43,16.75,
70171,4,40036,40036,3/11/2005,1,6/9/2006,2,2.16,0.00,3.86,4.39,4.31,3,3,3,3.38,3.42,6.28,2.58,2.85,10,11,1.19,1.31,1.34,8.04,7.61,8.01,15.49,18.61,16.02,20.62,16.84,20.50,16.67,20.79,
70172,4,40036,40036,3/11/2005,1,5/30/2005,1,2.79,0.00,3.06,4.24,3.71,3,3,3,3.38,3.37,6.30,2.48,2.38,11,7,1.39,1.46,1.35,,,,14.08,17.60,14.88,21.31,15.40,18.30,16.07,20.12,
70172,4,40036,40036,3/11/2005,1,8/24/2005,2,2.82,0.00,4.91,4.31,4.91,3,3,3,3.50,3.22,6.25,2.54,2.36,11,10,1.40,1.42,1.22,,,,14.50,16.51,14.22,17.64,15.68,18.18,16.35,19.71,
70173,4,40036,40036,3/11/2005,1,5/23/2006,1,2.18,0.00,4.11,4.70,4.21,3,3,3,2.74,2.86,5.40,2.35,2.50,9,8,1.02,1.03,1.05,7.44,7.49,7.32,12.91,16.44,15.39,18.40,16.19,17.74,15.65,18.24,
70173,4,40036,40036,3/11/2005,1,6/13/2006,2,2.54,1.81,7.35,6.33,4.84,3,3,3,3.06,3.36,6.17,2.84,2.75,12,11,1.16,1.17,1.18,8.66,8.46,8.12,16.70,18.53,16.83,20.52,17.75,19.49,18.60,20.29,
70174,5,40065,40044,3/11/2005,1,6/14/2006,1,3.76,0.00,6.83,6.86,6.09,3,3,3,3.97,3.93,6.97,2.99,3.09,11,11,1.37,1.27,1.26,9.34,9.45,9.39,15.59,19.27,16.26,21.20,17.83,20.67,17.75,20.28,
70174,5,40065,40044,3/11/2005,1,6/14/2006,2,4.55,1.94,6.70,8.38,6.94,3,3,3,3.87,4.21,7.28,3.00,3.16,9,10,1.32,1.33,1.35,11.02,10.58,11.05,16.66,19.16,17.01,22.20,17.93,21.19,19.07,21.46,
70175,9,40109,40109,3/11/2005,1,1/6/2006,1,3.27,0.00,5.40,5.96,6.21,3,3,3,3.18,3.33,5.80,2.46,2.32,9,9,1.00,0.96,0.93,7.78,8.00,8.36,15.35,18.20,16.06,17.37,17.43,20.89,17.91,18.20,
70175,9,40109,40109,3/11/2005,1,6/4/2006,2,3.46,0.00,5.70,5.69,5.08,3,3,2,3.39,3.54,6.39,2.03,2.18,7,9,1.06,1.05,1.07,7.72,7.75,7.56,15.96,19.62,16.04,18.68,17.08,20.34,17.02,19.59,
70176,4,40036,40153,3/11/2005,1,1/3/2006,1,2.53,1.26,6.93,6.35,6.22,3,3,3,2.74,3.07,5.46,2.22,2.63,11,9,1.03,1.09,1.08,8.00,7.79,8.07,15.91,17.77,16.40,18.53,16.15,18.67,15.97,16.45,
70176,4,40036,40153,3/11/2005,1,6/10/2006,2,2.28,0.00,4.18,4.83,5.30,3,3,3,3.45,3.68,6.50,2.67,2.93,9,9,1.28,1.30,1.14,8.91,8.33,8.36,16.33,19.12,17.58,20.01,19.01,22.79,20.22,22.22,
70178,4,40036,40153,3/11/2005,1,6/9/2006,1,2.50,0.00,3.28,4.54,4.75,3,3,3,3.23,3.02,5.96,2.72,2.65,9,10,1.13,1.12,1.12,7.66,7.61,7.63,14.98,18.69,15.47,19.88,17.97,21.21,18.15,21.03,
70178,4,40036,40153,3/11/2005,1,6/14/2006,2,2.91,0.00,4.10,4.63,5.11,3,3,3,3.04,3.07,5.88,2.43,2.43,8,7,1.11,1.17,1.02,7.71,7.75,7.50,14.85,17.88,14.30,19.43,17.50,20.84,17.23,18.34,
70179,4,40036,40103,3/11/2005,1,8/23/2005,1,2.63,1.02,4.86,6.07,5.34,3,3,3,3.28,3.44,6.32,2.59,2.60,10,10,1.07,1.06,1.02,,,,13.71,16.16,14.03,18.23,16.14,19.08,17.40,18.45,
70179,4,40036,40103,3/11/2005,1,8/24/2005,2,2.73,0.81,5.29,6.10,5.14,3,3,3,3.77,3.90,6.80,3.03,2.81,11,11,1.34,1.49,1.29,,,,16.01,18.75,16.36,20.34,18.08,20.41,18.30,21.00,
70180,8,40028,40136,3/11/2005,1,6/16/2005,1,3.21,0.00,4.12,4.62,5.17,3,2,3,2.81,3.13,5.91,2.39,2.54,9,9,0.99,0.99,0.96,,,,16.23,18.54,14.57,19.96,19.06,22.40,19.04,19.71,
70180,8,40028,40136,3/11/2005,1,6/16/2005,2,3.02,0.77,5.26,6.16,6.18,3,2,3,3.30,3.46,6.55,2.98,2.61,11,10,1.22,1.20,1.16,,,,16.88,21.19,18.20,19.57,20.41,24.50,20.36,20.57,
70181,3,40146,40142,3/11/2005,1,8/23/2005,1,3.02,1.32,5.38,6.38,5.66,3,3,3,3.26,3.17,6.16,2.66,2.60,9,9,1.03,1.08,1.07,,,,16.54,18.16,17.29,20.09,17.94,20.29,17.61,20.66,
70181,3,40146,40142,3/11/2005,1,6/4/2006,2,3.04,0.57,5.00,5.04,6.02,3,3,3,4.53,3.57,7.13,2.76,2.52,9,8,1.33,1.30,1.21,8.44,8.52,8.03,18.84,21.40,18.89,22.70,20.19,25.15,21.11,23.00,
70182,3,40146,40142,3/11/2005,1,5/24/2006,1,3.14,0.00,3.31,5.53,5.83,3,3,3,3.45,3.26,6.61,2.75,2.57,11,10,1.41,1.45,1.34,8.34,8.26,8.93,18.69,22.54,18.44,22.95,21.85,25.26,20.47,24.08,
70182,3,40146,40142,3/11/2005,1,5/30/2006,2,3.12,0.00,4.87,5.24,5.40,3,3,3,3.50,3.71,6.19,2.37,2.49,10,10,1.15,1.05,1.06,7.11,6.80,7.07,17.05,18.61,16.55,19.71,18.64,21.25,19.26,20.53,
70183,4,40114,40103,3/11/2005,1,5/23/2006,1,2.99,0.00,5.73,5.89,4.47,3,3,3,3.67,3.87,7.12,2.82,3.35,10,12,1.28,1.14,1.26,9.10,9.16,9.31,16.84,19.41,17.41,19.53,17.39,20.65,18.41,20.38,
70183,4,40114,40103,3/11/2005,1,6/13/2006,2,3.57,1.25,6.15,7.33,4.89,3,3,3,3.75,4.33,7.43,2.89,3.07,9,10,1.22,1.16,1.30,9.04,8.97,8.97,17.72,21.09,17.75,20.73,18.40,21.92,18.92,21.19,
70184,9,40143,40143,3/11/2005,2,1/6/2006,1,3.25,1.63,6.18,7.14,6.79,3,3,3,3.12,3.14,6.29,2.76,2.65,10,10,1.19,1.19,1.12,8.83,8.85,8.79,16.55,19.65,17.11,18.37,19.72,22.03,18.65,17.84,
70184,9,40143,40143,3/11/2005,1,5/23/2006,2,3.10,1.19,5.21,6.12,5.10,3,3,3,3.52,3.33,6.56,2.45,2.74,9,10,1.06,1.11,1.08,8.83,8.93,8.71,17.46,20.89,18.71,20.69,19.51,22.63,19.69,20.02,
70185,9,40143,40143,3/11/2005,1,9/2/2005,1,2.99,0.43,4.07,4.98,4.20,3,3,2,2.88,3.34,6.27,2.41,2.71,8,10,0.92,1.05,1.02,,,,17.86,20.19,16.65,18.06,20.67,25.02,21.16,22.27,
70185,9,40143,40143,3/11/2005,1,6/20/2006,2,2.84,2.04,4.42,7.12,6.50,3,3,3,3.57,3.93,7.12,2.94,2.56,9,8,1.31,1.27,1.20,9.51,8.73,9.14,19.06,23.69,18.37,22.48,25.24,29.15,23.42,24.33,
70186,9,40143,40143,3/11/2005,1,11/16/2005,1,2.69,0.77,4.00,4.87,4.68,3,3,3,3.39,3.25,6.04,1.92,2.37,10,10,1.11,1.05,1.07,,,,16.24,18.01,15.36,18.99,17.49,20.07,17.75,20.24,
70186,9,40143,40143,3/11/2005,1,12/19/2005,2,3.51,0.00,4.22,5.48,4.76,3,3,3,3.26,3.22,6.28,3.27,2.01,11,9,1.34,1.27,1.33,8.05,8.68,8.49,19.26,22.05,19.09,21.61,19.41,21.10,19.29,20.72,
70187,3,40094,40094,3/11/2005,1,6/8/2006,1,3.04,0.00,4.13,4.52,4.27,3,3,3,3.60,3.66,6.95,2.48,2.73,7,9,0.89,0.84,0.94,6.81,7.54,7.11,18.08,21.11,16.84,19.41,17.72,20.75,17.69,19.10,
70187,3,40094,40094,3/11/2005,1,6/8/2006,2,3.08,0.00,4.08,4.91,2.51,3,3,3,4.22,4.11,7.48,2.92,2.55,10,8,0.87,1.03,0.99,6.88,7.44,6.78,16.86,20.68,16.99,19.10,18.55,21.81,18.09,20.08,
70188,8,40136,40028,3/11/2005,1,5/30/2005,1,2.93,3.23,7.61,8.00,7.47,3,3,3,3.47,3.83,6.48,1.92,2.52,6,10,1.02,1.05,1.05,,,,16.90,19.59,15.98,18.40,19.35,22.15,19.17,20.56,
70188,8,40136,40028,3/11/2005,2,12/14/2005,2,3.41,0.96,6.21,5.95,6.83,3,3,3,3.64,3.43,6.96,3.28,2.36,10,9,1.24,1.03,1.09,9.73,9.60,10.25,18.12,21.71,20.01,20.60,21.21,25.07,22.01,20.81,
70190,9,40060,40143,3/11/2005,1,6/1/2006,1,2.94,0.17,4.00,5.08,3.86,3,3,3,3.57,2.96,6.19,2.53,2.56,10,10,1.16,1.36,1.24,7.44,7.54,7.77,16.78,18.22,16.54,19.46,17.33,20.01,17.89,19.26,
70190,9,40060,40143,3/11/2005,1,6/5/2006,2,3.10,0.00,3.89,4.73,5.39,3,3,3,3.80,3.25,6.54,2.71,2.77,9,9,1.34,1.54,1.47,8.26,8.52,8.51,17.80,19.98,16.75,20.56,18.38,22.19,17.89,19.14,
70191,9,40060,40143,3/11/2005,1,12/22/2005,1,3.67,1.01,6.75,6.41,6.17,3,3,3,3.10,3.16,5.04,2.71,2.64,10,9,1.10,1.07,1.07,8.92,8.95,9.33,15.78,17.71,15.64,19.90,19.28,22.47,19.27,19.03,
70191,9,40060,40143,3/11/2005,1,6/4/2006,2,4.10,0.00,5.43,6.41,5.25,3,3,3,2.76,3.47,6.00,2.53,2.65,8,9,1.03,1.12,1.15,8.32,8.21,7.89,18.23,19.79,17.70,19.59,18.94,23.10,20.41,20.82,
70192,3,40023,40142,3/11/2005,1,6/5/2006,1,3.60,1.80,6.08,4.67,5.14,3,3,3,3.67,4.15,7.15,2.38,2.94,14,12,1.03,1.14,1.10,8.52,7.97,8.59,20.53,22.49,20.48,22.92,22.75,27.08,23.48,23.36,
70192,3,40023,40142,3/11/2005,1,6/5/2006,2,3.06,0.00,3.96,4.54,5.01,3,3,3,3.19,3.04,6.15,2.52,2.40,11,10,1.17,1.13,1.15,7.44,7.60,7.88,17.37,18.26,16.54,18.11,17.72,19.73,17.02,15.68,
70193,3,40023,40142,3/11/2005,1,6/17/2005,1,2.74,1.93,5.13,4.61,6.33,3,3,3,3.45,3.34,6.48,2.53,2.33,11,10,1.21,1.27,1.14,,,,20.47,21.17,19.27,21.02,21.81,24.41,21.26,22.24,
70193,3,40023,40142,3/11/2005,1,8/24/2005,2,2.75,0.51,5.06,5.52,5.15,3,3,3,2.95,3.27,6.49,2.81,2.52,12,12,1.07,1.19,1.17,,,,17.66,19.18,17.70,18.92,19.15,22.73,19.37,18.82,
70194,8,40150,40150,3/11/2005,1,6/15/2005,1,3.59,1.41,6.43,6.81,7.02,3,3,3,3.12,3.66,6.58,2.75,2.61,8,7,1.24,1.14,1.15,,,,19.13,22.36,19.49,24.01,21.25,24.36,21.35,24.63,
70194,8,40150,40150,3/11/2005,1,6/17/2005,2,4.04,1.21,5.81,7.06,5.78,2,3,3,3.27,3.70,6.87,3.02,2.65,8,9,1.15,1.04,1.02,,,,17.54,20.24,17.33,20.73,19.60,22.98,20.60,21.91,
70195,8,40150,40150,3/11/2005,1,12/22/2005,1,3.09,2.25,7.53,8.29,8.26,3,3,3,3.66,4.06,7.06,2.74,2.56,8,8,1.09,1.09,1.11,10.55,10.12,10.34,19.13,22.90,20.19,20.38,21.01,25.56,20.83,20.11,
70195,8,40150,40150,3/11/2005,1,6/8/2006,2,3.91,0.00,6.65,6.67,5.76,3,3,3,3.58,3.99,7.34,2.70,2.65,7,7,1.18,1.24,1.08,9.91,9.84,9.53,18.01,21.33,18.35,21.85,20.32,24.37,21.30,22.12,
70197,3,40094,40094,3/11/2005,1,6/15/2005,1,3.88,0.00,5.03,5.22,3.69,3,3,3,3.03,3.52,6.46,2.51,2.49,8,8,0.94,1.06,0.96,,,,16.43,20.08,16.38,18.25,17.76,20.25,18.71,20.76,
70197,3,40094,40094,3/11/2005,1,8/23/2005,2,3.02,0.00,5.01,5.02,4.47,3,3,3,3.90,3.62,6.99,2.47,2.73,8,9,0.95,0.98,0.91,,,,16.62,18.98,16.41,18.80,18.12,21.59,18.43,19.68,
70198,3,40094,40094,3/11/2005,1,6/15/2005,1,2.39,0.51,3.71,4.39,4.16,3,3,3,3.63,3.41,6.91,2.75,2.84,9,9,0.79,0.75,0.69,,,,17.41,19.98,17.21,19.67,18.52,21.98,19.78,22.39,
