ind,block,dam,sire,germination,male fl,measdate,bloss,GAD,ASD,GSDl,GSDc,GSDr,mfl,mfc,mfr,GWl,GWr,Gwtot,GHl,GHr,GNl,GNr,SWl,SWc,SWr,SLl,SLc,SLr,UBL,UBC,UBR,UBW,LBL,LBC,LBR,LBW,
70464,7,40138,40124,4/22/2005,1,12/23/2005,1,2.79,0.00,5.18,5.58,5.68,3,3,3,3.30,3.20,5.97,3.04,3.12,13,11,1.12,1.15,1.14,8.81,8.89,8.91,15.43,16.86,16.43,19.69,16.60,19.01,17.32,18.92,
70464,7,40138,40124,4/22/2005,1,1/11/2006,2,2.71,2.38,7.10,7.43,6.57,3,3,3,3.34,3.37,6.21,2.92,2.91,9,10,1.13,1.13,1.11,9.47,8.90,9.50,16.31,17.42,15.87,18.83,17.35,19.53,16.96,19.70,
70465,8,40028,40022,4/22/2005,1,12/8/2005,1,3.59,3.03,5.89,8.03,5.61,3,3,3,3.34,3.39,6.12,2.70,2.58,8,6,0.98,1.07,1.01,,,,19.90,21.60,19.81,18.69,21.61,25.31,21.48,20.13,
70465,8,40028,40022,4/22/2005,1,6/3/2006,2,3.32,0.00,5.83,6.26,7.08,3,3,3,3.95,3.56,6.81,2.69,3.00,9,9,1.28,1.32,1.10,9.91,9.86,9.79,18.04,21.20,18.30,23.12,21.86,24.49,21.63,22.97,
70466,8,40063,40063,4/22/2005,1,8/4/2005,1,3.01,1.14,4.88,5.96,5.06,2,3,2,4.43,4.41,7.38,2.67,2.75,10,11,1.30,1.26,1.35,,,,18.88,20.96,19.08,21.91,21.39,25.27,21.27,21.81,
70466,8,40063,40063,4/22/2005,1,8/10/2005,2,2.89,0.26,5.26,5.43,6.62,3,3,3,5.08,3.50,7.16,2.79,2.00,9,7,1.23,1.18,1.16,,,,17.36,20.35,17.97,20.55,19.53,24.36,19.59,20.74,
70467,8,40136,40150,4/22/2005,1,8/17/2005,1,3.44,0.26,6.37,6.43,5.75,3,3,3,3.97,4.07,7.25,2.91,3.19,9,10,1.02,1.04,0.96,,,,17.50,19.99,17.47,21.48,19.40,22.61,18.87,21.18,
70467,8,40136,40150,4/22/2005,1,8/30/2005,2,3.07,0.00,5.23,5.89,5.34,3,3,3,3.41,3.30,6.12,2.40,2.30,10,10,0.88,0.89,0.85,,,,15.12,17.11,14.70,17.13,16.21,18.68,16.73,16.89,
70468,9,40060,40128,4/22/2005,1,8/17/2005,1,2.75,0.45,4.72,5.35,4.89,3,3,3,3.03,3.07,5.85,2.59,2.47,10,10,0.94,1.11,1.07,,,,14.28,15.53,14.21,16.84,15.03,17.03,15.22,16.59,
70468,9,40060,40128,4/22/2005,1,8/29/2005,2,3.66,0.00,6.06,5.79,5.33,3,3,3,3.26,3.29,6.30,2.56,2.55,11,10,1.02,1.10,1.05,,,,16.03,17.92,16.17,19.75,17.86,19.39,17.62,19.58,
70469,9,40060,40128,4/22/2005,1,8/17/2005,1,3.18,0.40,6.26,6.29,5.89,3,3,3,3.58,3.72,6.71,2.85,2.83,10,10,1.11,1.17,1.11,,,,16.57,18.48,15.19,20.98,17.82,20.12,17.01,20.26,
70469,9,40060,40128,4/22/2005,1,12/13/2005,2,4.47,0.00,5.79,6.93,7.07,3,3,3,3.79,3.24,6.64,2.65,2.42,10,11,1.19,1.19,1.12,9.16,8.36,8.51,16.93,19.59,17.63,21.89,19.38,23.59,19.92,20.61,
70470,9,40143,40128,4/22/2005,1,8/17/2005,1,3.35,1.45,6.39,7.15,5.92,3,3,3,3.81,4.12,7.54,2.93,3.25,8,9,1.40,1.40,1.38,,,,17.15,20.86,18.87,20.94,21.23,25.64,21.89,22.92,
70470,9,40143,40128,4/22/2005,1,1/6/2006,2,2.37,2.22,6.45,7.06,6.59,3,3,3,3.34,2.60,5.55,2.16,2.56,7,7,1.00,0.99,0.94,8.51,8.64,8.87,16.56,18.32,16.33,17.38,17.29,20.43,17.54,17.40,
70471,1,40026,40026,4/25/2005,1,8/17/2005,1,2.97,1.46,5.51,6.66,6.13,3,3,3,3.57,3.66,7.03,3.01,2.97,10,10,1.26,1.31,1.13,,,,16.59,18.15,16.27,19.70,18.20,19.75,17.50,22.14,
70471,1,40026,40026,4/25/2005,1,8/29/2005,2,3.27,1.85,4.45,6.23,5.31,3,3,3,3.10,3.14,6.22,2.71,2.60,9,9,0.96,0.94,0.91,,,,16.01,17.84,15.49,20.08,17.62,19.65,17.75,19.93,
70473,1,40097,40097,4/25/2005,1,1/9/2006,1,2.98,0.23,5.77,5.02,6.55,3,3,3,3.78,3.74,7.06,2.79,2.58,7,8,0.96,0.94,0.87,9.51,9.01,9.88,14.21,20.27,15.42,19.93,19.01,21.78,18.03,19.51,
70473,1,40097,40097,4/25/2005,1,6/10/2006,2,3.30,0.00,5.47,5.59,4.88,3,3,3,3.83,3.57,6.94,2.62,3.08,9,9,1.13,1.06,1.08,8.68,9.05,8.75,18.66,21.92,19.08,23.08,21.01,24.29,21.41,23.92,
70474,1,40149,40117,4/25/2005,1,8/30/2005,1,3.64,0.00,5.61,5.15,4.29,3,3,3,3.91,3.87,7.02,2.63,2.71,10,9,1.29,1.24,1.28,,,,16.35,18.56,16.36,18.56,17.73,20.92,18.08,19.84,
70474,1,40149,40117,4/25/2005,1,11/16/2005,1,3.81,2.13,5.00,1.93,5.84,3,3,3,4.37,4.03,7.77,2.98,2.92,10,10,1.23,1.25,1.22,,,,14.94,16.73,15.48,17.55,16.18,20.37,16.51,17.80,
70475,2,40131,40154,4/25/2005,1,6/15/2006,1,2.33,1.47,7.67,6.91,6.09,3,3,3,3.78,4.25,7.50,3.18,3.11,12,11,1.09,0.99,1.06,10.14,9.30,9.74,17.44,19.44,16.67,19.74,19.23,22.27,18.62,20.59,
70475,2,40131,40154,4/25/2005,2,6/16/2006,2,2.97,0.00,5.60,5.60,4.52,3,3,3,4.39,4.01,7.58,2.90,2.96,10,9,1.15,1.07,1.07,9.04,9.01,9.24,18.50,19.94,17.49,20.01,18.64,22.36,19.02,20.00,
70476,3,40094,40146,4/25/2005,1,8/24/2005,1,3.06,0.00,3.53,4.98,4.89,3,3,3,4.10,4.23,7.14,2.48,2.69,11,10,1.21,1.22,1.27,,,,15.33,19.06,16.53,18.82,16.47,19.74,17.15,19.23,
70476,3,40094,40146,4/25/2005,1,11/16/2005,2,3.45,0.37,4.92,4.51,3.38,3,3,3,3.90,4.18,7.20,2.44,2.54,8,11,1.13,1.14,1.16,,,,17.61,21.34,17.23,21.60,18.45,21.27,17.45,20.26,
70477,3,40144,40094,4/25/2005,1,8/29/2005,1,4.33,0.00,4.90,6.50,5.86,3,3,3,4.23,3.75,7.93,3.02,2.93,11,10,0.86,0.92,0.85,,,,16.59,19.72,16.38,19.89,19.14,22.87,18.98,20.61,
70477,3,40144,40094,4/25/2005,1,11/16/2005,2,4.71,1.25,6.51,7.22,5.94,3,3,3,3.45,3.93,6.88,2.54,2.46,9,7,1.00,1.05,0.96,,,,18.80,22.20,19.38,21.28,21.18,24.37,21.34,22.28,
70478,3,40144,40142,4/25/2005,2,1/6/2006,1,2.88,0.37,4.78,5.54,5.12,3,3,3,2.81,2.95,5.47,2.50,2.37,12,11,0.81,0.81,0.72,7.16,6.77,6.96,16.54,19.39,17.21,18.15,17.72,21.23,18.19,17.44,
70478,3,40144,40142,4/25/2005,1,6/8/2006,2,4.01,1.01,6.43,5.40,4.87,3,3,3,3.66,3.84,6.91,2.71,3.18,10,12,1.34,1.30,1.15,8.85,8.78,8.20,20.55,24.39,21.42,23.01,22.09,26.24,22.75,23.91,
70479,4,40075,40153,4/25/2005,1,5/30/2006,1,3.31,0.00,6.13,5.33,5.91,3,3,3,3.84,3.83,7.25,3.03,2.60,11,12,1.04,0.98,1.04,8.65,8.32,8.14,17.60,19.66,18.49,20.92,19.88,21.09,20.11,20.57,
70479,4,40075,40153,4/25/2005,1,6/1/2006,2,3.28,0.00,6.16,5.57,4.40,3,3,3,3.31,3.39,6.25,2.48,2.73,9,10,1.08,1.08,1.12,8.37,8.13,8.53,18.54,20.57,17.57,21.66,20.79,25.08,21.16,22.47,
70480,4,40103,40075,4/25/2005,1,8/9/2005,1,3.23,0.00,5.28,5.79,5.98,3,3,3,4.23,4.15,7.86,3.08,3.11,11,12,1.28,1.35,1.31,,,,18.83,21.70,17.26,22.94,19.70,24.78,19.72,23.47,
70480,4,40103,40075,4/25/2005,1,8/10/2005,2,3.44,0.40,5.46,6.40,5.43,3,3,3,4.03,3.98,7.39,3.17,3.29,12,12,1.17,1.35,1.23,,,,17.98,19.29,16.46,21.08,17.77,20.93,16.64,20.14,
70482,5,40090,40148,4/25/2005,1,11/16/2005,1,3.57,0.79,6.89,6.71,5.61,3,3,3,3.25,3.03,5.77,2.42,2.59,9,9,1.09,0.97,1.02,,,,16.96,20.16,16.62,19.50,18.24,22.24,18.98,19.99,
70482,5,40090,40148,4/25/2005,1,12/22/2005,2,3.07,0.95,4.98,5.92,5.95,3,3,3,3.58,3.82,6.34,2.75,2.62,12,9,1.19,1.11,1.12,9.15,8.73,9.10,15.38,17.97,15.67,17.54,16.39,18.77,17.54,17.21,
70483,5,40135,40090,4/25/2005,1,8/29/2005,1,3.23,0.00,6.53,4.76,5.69,3,3,3,4.19,3.55,7.37,2.88,3.21,11,10,1.19,1.24,1.22,,,,16.76,19.54,16.55,22.02,18.95,22.08,19.53,21.33,
70483,5,40135,40090,4/25/2005,1,12/20/2005,2,3.10,0.46,3.48,5.48,4.90,3,3,3,3.02,2.73,5.62,2.64,2.72,8,7,0.99,1.04,1.10,8.68,8.98,8.99,16.64,17.84,16.18,18.34,18.38,21.63,17.98,19.41,
70484,6,40018,40096,4/25/2005,1,8/4/2005,1,3.02,0.66,5.06,5.56,5.35,3,3,3,3.64,3.60,6.83,3.07,2.87,12,9,1.28,1.35,1.31,,,,14.88,17.74,15.33,19.26,16.27,19.54,16.39,19.29,
70484,6,40018,40096,4/25/2005,1,8/9/2005,2,3.00,0.00,5.33,4.27,4.56,3,3,3,4.16,3.75,6.94,2.99,3.15,12,11,1.30,1.30,1.30,,,,14.05,17.66,15.37,20.20,16.06,19.34,17.18,19.64,
70485,6,40145,40108,4/25/2005,1,8/29/2005,1,3.41,0.36,6.01,5.83,5.11,3,3,2,3.35,3.44,6.52,2.35,2.51,9,9,1.00,0.97,0.92,,,,14.16,17.25,14.52,17.09,16.77,19.89,16.92,18.20,
70485,6,40145,40108,4/25/2005,1,8/29/2005,2,3.50,0.56,6.21,6.48,4.88,3,3,3,3.23,3.16,6.34,2.50,2.67,10,11,1.09,1.15,1.14,,,,15.23,17.87,15.80,18.35,16.72,19.71,16.84,19.05,
70486,7,40089,40089,4/25/2005,1,8/4/2005,1,2.45,2.32,5.75,6.21,6.41,3,3,3,3.86,3.99,7.20,2.62,2.68,9,10,1.18,0.94,0.97,,,,16.30,18.48,17.48,22.09,18.05,20.39,18.27,20.37,
70486,7,40089,40089,4/25/2005,1,12/19/2005,2,4.05,0.71,5.56,6.07,5.32,3,2,0,4.34,4.44,7.34,2.76,3.02,10,10,0.94,0.84,0.85,6.98,6.93,7.39,16.74,19.78,17.11,21.41,20.60,23.66,20.58,23.48,
70489,8,40022,40136,4/25/2005,1,12/20/2005,1,3.45,0.92,6.07,6.86,5.99,3,3,3,3.48,3.47,6.76,2.67,2.44,10,8,0.98,1.08,0.98,10.07,9.55,9.57,18.50,21.27,18.45,21.28,19.51,24.07,19.86,20.10,
70489,8,40022,40136,4/25/2005,1,6/4/2006,2,3.59,0.00,5.30,5.92,5.52,3,3,3,3.50,3.82,7.00,2.74,2.72,10,9,1.10,1.14,1.16,9.26,9.68,9.56,18.59,21.58,18.17,20.91,19.35,21.59,18.96,20.76,
70490,9,40025,40128,4/25/2005,1,6/8/2006,1,3.28,0.00,4.85,5.07,4.90,3,3,3,3.97,3.66,7.08,2.39,2.74,7,10,1.16,1.33,1.32,9.19,8.90,9.36,16.93,19.33,17.54,20.15,17.31,20.96,17.71,20.21,
70490,9,40025,40128,4/25/2005,2,6/8/2006,2,3.10,1.36,5.69,6.11,4.60,3,3,3,3.81,3.30,6.77,2.36,2.67,10,9,1.21,1.24,1.16,9.19,9.04,6.72,16.34,19.79,17.62,21.83,17.65,21.83,19.03,23.13,
70492,9,40109,40143,4/25/2005,1,12/13/2005,1,3.03,1.86,6.53,6.83,4.83,3,3,3,3.74,3.72,7.09,2.83,2.96,8,10,1.07,1.08,1.06,9.32,9.52,9.41,19.08,20.96,18.75,22.10,20.94,23.75,21.12,21.37,
70492,9,40109,40143,4/25/2005,2,12/14/2005,2,4.05,0.71,5.56,6.07,5.32,3,3,3,3.80,3.76,7.18,2.85,3.07,9,10,1.30,1.15,1.22,8.45,7.98,8.43,17.47,20.81,17.70,20.81,19.98,22.86,19.97,20.84,
70493,4,40153,40153,4/26/2005,1,6/1/2006,1,3.15,0.00,5.27,4.71,5.61,3,3,3,2.89,3.23,6.00,2.55,2.44,9,10,0.86,0.91,1.01,7.43,8.05,7.99,17.62,20.92,17.92,18.27,19.50,22.43,19.10,18.58,
70493,4,40153,40153,4/26/2005,2,6/21/2006,2,3.56,0.00,6.52,5.21,7.41,3,3,3,3.09,3.53,6.24,3.00,3.00,9,11,1.13,1.02,1.11,8.72,8.71,8.96,20.39,23.63,20.01,21.23,23.43,27.17,23.33,21.52,
70495,8,40022,40028,4/26/2005,1,8/4/2005,1,3.30,0.00,5.33,5.25,4.13,3,3,3,3.23,3.89,6.68,2.99,3.01,9,11,1.15,1.21,1.24,,,,16.49,20.06,17.04,20.35,19.98,23.05,18.90,20.98,
70495,8,40022,40028,4/26/2005,1,12/13/2005,2,3.88,0.00,5.03,6.08,6.63,3,3,3,3.43,3.65,6.71,2.94,2.67,9,9,1.21,1.23,1.14,9.02,9.14,9.58,19.54,21.48,18.89,22.21,19.05,22.89,19.38,20.43,
70498,4,40103,40075,4/29/2005,1,8/9/2005,1,3.27,0.59,5.18,6.58,5.88,3,3,3,3.82,3.77,7.12,3.05,2.75,12,10,1.26,1.22,1.12,,,,17.48,20.43,17.48,23.38,20.26,22.54,19.87,24.09,
70498,4,40103,40075,4/29/2005,1,8/29/2005,2,4.22,0.00,6.27,6.37,5.52,3,3,3,3.24,3.70,6.45,2.59,2.49,10,10,0.95,1.07,1.06,,,,18.43,20.67,17.82,21.49,18.84,21.65,18.76,20.34,
70499,5,40090,40148,4/29/2005,1,8/9/2005,1,3.76,0.00,6.65,6.06,4.11,3,3,3,3.50,3.34,6.40,2.54,2.74,9,9,1.03,1.08,1.06,,,,16.72,19.81,16.81,19.57,17.41,22.31,19.76,19.67,
70499,5,40090,40148,4/29/2005,2,9/8/2006,2,2.89,0.00,5.24,5.31,5.13,3,3,3,3.03,2.73,5.36,2.04,1.93,9,8,0.97,0.94,0.97,6.85,6.80,6.91,15.97,17.36,15.78,17.62,17.88,19.54,17.09,18.15,
70500,1,40026,40053,5/4/2005,1,8/9/2005,1,3.98,0.00,5.16,6.25,6.19,3,3,3,3.52,3.72,6.76,2.85,2.90,12,13,1.21,1.19,1.26,,,,16.35,18.78,16.38,21.16,19.19,21.67,19.34,23.16,
70500,1,40026,40053,5/4/2005,1,8/17/2005,2,3.71,0.00,6.31,6.16,7.10,3,3,3,3.73,3.59,6.78,2.91,2.98,13,13,1.32,1.42,1.36,,,,16.36,18.07,16.62,21.92,17.62,21.03,17.60,21.60,
70501,9,40060,40060,5/4/2005,1,8/25/2005,1,2.85,0.00,4.87,5.23,4.44,3,1,3,3.53,3.30,6.41,2.59,2.56,9,9,1.03,1.00,1.03,,,,17.58,19.69,18.18,21.42,20.34,22.50,20.50,20.73,
70501,9,40060,40060,5/4/2005,1,5/30/2006,2,2.58,0.00,4.05,4.97,5.11,3,3,3,3.98,3.60,6.81,2.53,2.66,11,11,1.20,1.14,1.11,8.57,8.75,8.42,17.49,20.04,19.75,21.72,18.46,20.20,19.33,20.29,
70503,3,40146,40094,5/5/2005,1,8/17/2005,1,3.04,0.00,5.11,4.90,3.27,3,3,3,3.80,4.14,7.20,3.15,3.13,11,12,1.26,1.22,1.12,,,,16.04,19.86,16.87,18.29,19.17,22.67,19.05,20.47,
70503,3,40146,40094,5/5/2005,1,1/6/2006,2,2.61,0.75,5.19,5.52,5.51,3,3,3,2.94,3.35,5.70,2.27,2.31,9,11,1.03,0.98,1.00,7.71,7.22,7.80,14.84,17.35,15.31,15.50,13.77,17.53,15.00,15.26,
70505,5,40065,40148,5/5/2005,1,8/3/2005,1,4.14,0.00,5.46,6.09,2.49,3,3,3,3.12,3.07,6.10,2.37,2.40,10,10,1.08,1.07,1.02,,,,14.92,16.61,14.92,18.46,15.13,17.25,14.78,17.85,
70505,5,40065,40148,5/5/2005,1,8/10/2005,2,3.70,0.00,5.66,6.36,6.29,3,3,3,3.54,3.27,6.42,2.34,2.52,9,9,1.00,0.92,1.02,,,,15.10,17.08,14.94,18.87,16.54,18.60,16.63,18.43,
70506,5,40090,40148,5/5/2005,1,8/18/2005,1,3.34,0.00,5.77,5.64,4.68,3,3,3,2.84,2.78,5.20,2.54,2.63,7,10,1.20,1.19,1.18,,,,15.82,18.20,15.10,16.78,17.40,19.97,16.16,16.76,
70506,5,40090,40148,5/5/2005,1,6/5/2006,2,3.19,0.00,3.81,5.04,4.12,3,3,3,2.78,2.94,5.51,2.51,2.49,11,11,1.05,1.10,1.09,6.19,6.49,6.73,15.83,17.53,15.18,15.79,15.56,17.53,15.48,16.63,
70511,6,40108,40108,6/13/2005,1,5/30/2006,1,2.59,1.22,4.42,3.23,2.84,3,3,3,4.01,3.57,6.71,2.37,2.46,14,12,1.14,1.26,1.17,7.22,7.11,7.57,17.00,18.39,16.04,19.17,18.55,20.59,18.53,22.57,
70511,6,40108,40108,6/13/2005,1,6/10/2006,2,3.26,0.72,3.43,4.25,4.51,3,3,3,3.26,3.61,6.27,2.53,2.60,10,10,1.12,1.22,1.17,7.55,7.23,7.54,15.64,18.36,15.13,17.78,17.43,21.34,16.97,19.89,
70512,7,40124,40124,6/13/2005,1,1/5/2006,1,2.57,2.33,4.46,5.94,4.76,3,3,3,2.80,3.44,5.99,2.61,2.39,10,10,1.03,1.03,1.03,8.51,8.67,8.41,15.70,17.21,15.46,18.51,18.73,20.55,18.21,20.08,
70512,7,40124,40124,6/13/2005,1,6/12/2006,2,2.89,0.79,3.95,5.20,6.27,3,3,3,3.27,3.56,6.41,2.52,2.71,10,9,1.24,1.25,1.07,7.86,7.76,8.09,16.94,19.57,16.66,19.52,17.80,21.46,18.43,21.15,
70513,8,40022,40022,6/13/2005,1,5/23/2006,1,3.68,0.45,6.34,5.29,5.76,3,3,3,3.05,3.36,6.26,2.51,2.46,9,8,1.22,1.10,1.08,9.32,9.48,9.58,18.49,21.73,17.40,21.62,19.52,22.71,20.17,24.07,
70513,8,40022,40022,6/13/2005,1,5/30/2006,2,4.29,0.00,6.37,6.54,4.78,3,3,3,4.25,3.96,6.94,2.71,3.00,11,11,1.09,1.08,1.11,9.27,8.91,8.74,18.86,20.93,18.64,21.88,20.56,25.54,21.30,23.47,
70514,7,40047,40047,6/13/2005,1,12/19/2005,1,2.32,0.00,3.26,4.19,3.87,3,3,3,3.26,3.52,6.29,2.86,2.46,10,12,0.97,1.04,1.02,6.72,6.80,6.73,13.94,16.11,13.91,18.92,11.64,19.29,12.64,19.01,
70515,9,40025,40118,6/13/2005,1,8/25/2005,1,3.82,0.00,4.84,6.00,5.06,3,3,3,3.56,3.48,6.10,2.06,2.42,10,10,0.99,1.03,0.94,,,,15.34,18.31,15.35,17.85,17.69,20.95,17.43,18.38,
70515,9,40025,40118,6/13/2005,1,5/23/2006,2,3.41,0.00,4.14,5.28,4.28,3,3,3,3.01,3.05,5.73,2.16,2.34,10,8,1.24,1.19,1.14,8.19,7.80,8.01,16.92,18.14,16.34,18.95,17.96,20.25,19.00,19.46,
70516,9,40025,40118,6/13/2005,1,12/8/2005,1,3.47,0.00,4.55,5.47,5.60,3,3,3,3.07,3.25,6.25,2.75,2.69,11,10,1.31,1.33,1.29,,,,18.29,19.20,17.28,21.46,20.74,24.56,20.54,21.55,
70516,9,40025,40118,6/13/2005,1,6/8/2006,2,2.79,0.00,5.10,5.56,4.84,3,3,3,3.15,3.11,5.86,2.61,2.79,10,10,1.12,1.05,1.04,8.60,8.57,8.99,14.60,16.61,15.74,17.56,16.77,19.65,15.98,17.94,
70517,7,40124,40124,6/14/2005,1,8/25/2005,1,2.88,0.00,4.11,5.39,4.48,3,3,3,4.11,3.37,7.09,2.73,2.50,9,8,1.16,1.21,1.26,,,,16.80,18.43,16.29,19.80,17.75,21.17,17.62,21.25,
70517,7,40124,40124,6/14/2005,1,12/23/2005,2,2.59,0.74,4.97,5.79,5.06,3,3,3,3.01,2.98,5.43,2.13,2.12,9,9,1.06,0.98,0.91,6.39,6.28,6.48,16.97,17.89,16.65,17.16,18.33,21.74,18.72,18.24,
