ind.,germ. Date,Dam ,sire,famdam,inddam,famsire,indsire,diallel block,stage,flower,meas date,date,GSDL,GSDC,GSDR,GAD,ASD,GWL,GWR,GWTot,GHL,GHR,SWL,SWC,SWR,UBL,UBC,UBR,UBW,LBL,LBC,LBR,LBW,nbre stam fl,st. fl. C,st. fl. R.,color,Self 0=no/1=yes,Cot1,Cot2,age(days),rem
51309,9/19/1999,76.10.197,8.10.071,76,10197,8,10071,8,1,1,3/7/2000,101,5.11,6.3,5.57,4.65,4.49,3.68,3.57,6.86,3.05,3.06,1.52,1.63,1.47,17.02,20.07,16.73,23.22,18.88,22.33,18.87,23.05,3,3,3,2,0,11.02,11.19,9,
51309,9/19/1999,76.10.197,8.10.071,76,10197,8,10071,8,1,2,9/18/2000,296,4.09,4.84,3.66,2.99,3.85,3.17,3.59,6.46,2.51,2.67,1.43,1.46,1.42,14.22,15.68,15.59,18.01,16.42,18.86,15.93,19.5,3,3,3,2,0,,,,
51310,9/19/1999,41.10.020,51.10.044,41,10020,51,10044,7,1,1,3/14/2000,108,4.45,5.14,4.14,3.84,3.01,3.33,3.28,6.49,2.93,3.32,1.29,1.37,1.37,14.94,17.37,15.85,17.59,14.87,17.96,15.5,17.76,3,3,3,1,0,10.95,11.39,9,
51310,9/19/1999,41.10.020,51.10.044,41,10020,51,10044,7,1,2,3/24/2000,118,5.48,5.79,4.5,4.31,3.24,3.06,3.7,6.5,3.08,3.02,1.38,1.37,1.31,15.76,18.28,17.08,20.43,17.58,21.61,17.88,22.06,3,3,3,2,0,,,,
51311,9/19/1999,57.10.028,52.10.006,57,10028,52,10006,6,2,1,3/9/2000,103,4.73,5.58,4.56,4.41,4.95,3.01,3.76,6.37,3.11,3.14,1.35,1.3,1.25,17.77,20.49,16.25,21.5,18.47,22.83,18.92,22.94,3,3,3,2,0,11.5,11.06,9,
51311,9/19/1999,57.10.028,52.10.006,57,10028,52,10006,6,2,2,3/13/2000,107,4.5,5.67,4.3,5.38,2.66,3.49,3.19,6.48,3.04,3.02,1.47,1.43,1.42,16.4,18.83,15.34,19.48,17.6,19.7,17.57,20.09,3,3,3,1,0,,,,
51313,9/19/1999,39.10.187,63.10.161,39,10187,63,10161,3,1,1,3/9/2000,103,3.18,4.74,4.42,4.96,2.9,3.58,3.44,6.58,2.62,2.33,1.36,1.39,1.37,14.07,16.1,14.21,18.88,15.4,18,15.43,19.06,3,3,3,2,0,,,,
51313,9/19/1999,39.10.187,63.10.161,39,10187,63,10161,3,1,2,3/21/2000,115,4.04,5.96,4.59,5.01,4.19,3.94,3.96,6.98,3.14,3.19,1.44,1.38,1.39,15.28,18.65,17.16,20.74,16.6,18.96,16.6,19.81,3,3,3,2,0,,,,
51317,9/20/1999,36.10.112,36.10.112,36,10112,36,10112,8,1,1,2/9/2000,74,3.27,4.98,3.74,4.08,3.66,3.49,3.9,6.48,2.6,2.5,1.35,1.45,1.28,12.53,14.15,13.1,14.13,12.67,14.64,12.94,13.74,2,2,3,4,1,11.78,12.02,8,
51317,9/20/1999,36.10.112,36.10.112,36,10112,36,10112,8,3,2,3/27/2000,121,4.42,5.23,4.63,5.1,1.93,4.28,3.55,7.36,2.94,3,1.58,1.87,1.59,16.26,17.99,15.87,20.56,16.94,19.37,16.71,20.33,3,3,3,3,1,,,,
51318,9/20/1999,8.10.071,76.10.197,8,10071,76,10197,8,3,1,2/29/2000,94,4.74,5.87,4.48,4.33,3,5.34,3.97,7.75,3.11,3.47,1.53,1.58,1.75,19.36,20.95,19.83,24.48,19.06,23.05,19.7,24.14,3,3,3,3,0,,,,
51318,9/20/1999,8.10.071,76.10.197,8,10071,76,10197,8,1,2,3/15/2000,109,3.95,5.17,4.51,5.18,2.4,3.91,4.03,7.08,3.15,3.21,1.7,1.71,1.77,14.96,17.66,14,19.06,15.87,18.69,15.78,19.9,3,3,3,2,0,,,,
51318,9/20/1999,8.10.071,76.10.197,8,10071,76,10197,8,1,3,5/18/2000,173,3.32,4.86,3.3,4.86,3.48,3.1,2.69,5.35,2.09,1.75,1.26,1.09,1.23,15.39,17.13,14.8,18.24,16.03,17.32,15.07,18.82,2,3,3,3,0,,,,
51319,9/20/1999,8.10.071,76.10.197,8,10071,76,10197,8,2,1,3/14/2000,108,4.27,6.29,3.76,5.38,4.82,3.65,3.92,6.99,3.19,3.39,1.79,1.76,2.05,18.02,20.5,17.78,23.39,18.63,22.33,19.14,23.3,3,3,3,3,0,13.16,12.89,8,
51319,9/20/1999,8.10.071,76.10.197,8,10071,76,10197,8,1,2,3/21/2000,115,4.68,5.44,4.81,4.22,4.02,4.33,2.94,6.69,2.97,3.27,1.43,1.54,1.4,14.4,15.4,15.28,19.76,15.41,18.98,15.17,20.4,2,3,3,3,0,,,,
51322,9/20/1999,21.10.175,21.10.175,21,10175,21,10175,8,1,1,4/10/2000,135,3.76,4.93,3.77,3.48,4.39,3.69,3.66,7.36,3.11,2.96,1.16,1.31,1.27,17.05,20.72,17.47,20.67,19.13,22.1,18.86,21.58,3,3,3,1,1,11.79,11.57,8,
51322,9/20/1999,21.10.175,21.10.175,21,10175,21,10175,8,1,2,5/19/2000,174,5.16,6.07,5.27,4.8,3.17,3.96,3.53,7.09,3.9,3.8,1.62,1.73,1.75,20.2,22.23,19.85,25.29,21.27,25.43,21.16,26.45,3,3,3,3,1,,,,
51322,9/20/1999,21.10.175,21.10.175,21,10175,21,10175,8,1,3,6/4/2000,190,4.2,5.53,4.68,4.62,2.89,2.72,2.61,5.51,2.17,2.44,1.39,1.68,1.3,17.12,20.23,18.16,21.08,18.3,21.95,19.04,21.87,2,3,3,2,1,,,,
51323,9/20/1999,76.10.197,71.10.196,76,10197,71,10196,8,1,1,2/29/2000,94,4.4,5.59,3.89,4.79,3.03,4.55,4.19,7.36,3.66,3.82,1.75,1.71,1.77,17.54,18.61,17.26,22.15,17.36,20.92,17.38,21.44,3,3,3,2,0,,,,
51323,9/20/1999,76.10.197,71.10.196,76,10197,71,10196,8,2,2,3/7/2000,101,4.58,5.65,4.12,5.2,3.98,3,3.35,6.34,3.12,2.84,1.47,1.42,1.49,17.67,19.58,16.67,20.32,17.93,20.6,17.43,21.63,3,3,3,1,0,,,,
51325,9/20/1999,8.10.071,21.10.175,8,10071,21,10175,8,3,1,2/24/2000,89,4.72,6.56,5.91,5.25,2.94,3.91,3.91,7.16,3.1,2.96,1.56,1.51,1.57,18.27,20.89,17.03,22.41,19.68,23.02,18.7,22.29,2,3,2,1,0,13.72,12.71,23,1 add. St. fl. Gl. R
51325,9/20/1999,8.10.071,21.10.175,8,10071,21,10175,8,1,2,3/2/2000,96,5.15,5.64,4.49,4.24,2.93,4.82,3.91,7.67,3.99,3.39,1.66,1.7,1.68,16.82,19.51,16.66,22.38,17.83,21.85,19.28,22.67,3,3,3,2,0,,,,
51327,9/20/1999,76.10.197,76.10.197,76,10197,76,10197,8,1,1,3/27/2000,121,3.99,4.8,4.26,4.78,3.18,3.27,3.81,6.33,2.63,2.75,1.43,1.43,1.35,13.11,14.93,12.8,17.22,13.58,15.54,13.21,17.05,3,3,3,1,1,10.45,10.48,8,
51327,9/20/1999,76.10.197,76.10.197,76,10197,76,10197,8,1,2,4/13/2000,138,3.78,4.65,3.81,4.27,1.82,3.14,3.65,6.04,2.64,1.75,1.46,1.38,1.47,14.43,15.38,14.03,17.74,15.3,17.84,16.14,18.86,3,3,3,2,1,,,,
51328,9/22/1999,57.10.028,57.10.028,57,10028,57,10028,6,1,1,1/28/2000,62,4.17,4.37,4.23,4.47,3.18,3.55,3.95,7.07,2.94,3.46,1.28,1.36,1.26,16.41,17.67,16.44,19.36,15.18,18.75,15.99,17.92,3,3,3,2,1,10.42,10.79,6,
51328,9/22/1999,57.10.028,57.10.028,57,10028,57,10028,6,1,2,3/2/2000,96,5.09,4.73,4.48,4.55,4.62,3.02,3.57,6.48,3.28,3.19,1.22,1.37,1.29,18.84,20.39,17.15,22.41,18.02,23.16,16.48,23.2,3,3,3,3,1,,,,
51329,9/22/1999,21.10.175,76.10.197,21,10175,76,10197,8,1,1,3/15/2000,109,4.64,4.89,4.41,5.07,3.12,3.18,3.4,6.33,1.98,2.98,1.62,1.53,1.52,14.33,16.08,14.05,18.78,15.74,18.67,15.42,19.27,3,3,3,1,0,12.98,12.47,6,
51329,9/22/1999,21.10.175,76.10.197,21,10175,76,10197,8,1,2,3/29/2000,123,4.74,5.77,4.66,5.08,4.57,3.81,4.33,7.47,3.5,3.43,1.58,1.63,1.64,16.79,18.15,15.99,21.91,16.86,19.36,16.78,20.96,3,3,3,1,0,,,,
51330,9/22/1999,69.10.034,44.10.118,69,10034,44,10118,9,1,1,3/13/2000,107,4.84,5.7,3.87,6.19,3.78,3.73,4.56,7.34,3.44,3.45,1.67,1.68,1.71,17.15,19.02,16.97,22.24,17.35,20.06,16.58,21.44,3,3,3,2,0,12.07,12.07,6,1 add. St. fl. Gl. R
51330,9/22/1999,69.10.034,44.10.118,69,10034,44,10118,9,1,2,3/21/2000,115,5.36,5.36,4.93,4.75,3.37,4.42,4.14,7.28,3.12,3.42,1.49,1.47,1.44,14.77,18.05,16.03,21.88,17.38,20.38,17.22,21.59,3,3,3,2,0,,,,
51331,9/22/1999,56.10.191,56.10.191,56,10191,56,10191,7,1,1,2/18/2000,83,4.71,5.82,4.84,5.08,4.74,3.31,3.43,6.26,3.15,2.93,1.45,1.43,1.33,17.05,18.77,17.02,21.79,18.56,21.49,18.09,21.64,3,3,3,2,1,12.49,12.59,21,
51331,9/22/1999,56.10.191,56.10.191,56,10191,56,10191,7,1,2,3/5/2000,99,4.25,6.12,4.43,4.91,2.74,4.12,3.37,6.53,3.04,2.26,1.65,1.72,1.7,17.83,21.55,18.09,20.78,20.24,24.18,20.26,23.01,3,3,3,1,1,,,,
51332,9/22/1999,76.10.197,8.10.071,76,10197,8,10071,8,1,1,2/29/2000,94,4.33,6.93,3.74,4.8,3.06,4.37,3.64,7.63,3.6,3.22,1.79,1.69,1.7,17.77,19.77,17.83,23.03,18.49,21.25,17.69,23.47,3,3,3,3,0,12.04,11.96,6,
51332,9/22/1999,76.10.197,8.10.071,76,10197,8,10071,8,1,2,3/2/2000,96,4.4,5.33,3.95,3.93,3.35,3.5,3.09,5.88,2.35,2.6,1.4,1.47,1.34,16.16,18.64,17.29,19.68,16.95,20.9,18.04,21.35,3,3,3,1,0,,,,
51334,9/22/1999,56.10.191,6.10.069,56,10191,6,10069,7,1,1,3/1/2000,95,3.86,5.59,4.22,4.24,3.89,3.52,3.65,7.19,2.85,2.69,1.49,1.52,1.52,19.22,20.79,18.44,21.69,19.85,23.68,19.24,21.82,3,3,3,1,0,,,,
51334,9/22/1999,56.10.191,6.10.069,56,10191,6,10069,7,2,2,3/27/2000,121,4.62,5.02,4.94,4.92,2.94,4.32,4,7.53,3.49,3.02,1.42,1.48,1.49,16.9,18.11,17.05,21.74,18.26,20.63,17.24,23.11,3,3,3,2,0,,,,
51335,9/22/1999,21.10.175,36.10.112,21,10175,36,10112,8,1,1,3/21/2000,115,4.41,5.11,3.91,4.02,2.39,3.56,3.28,6.21,3,2.91,1.45,1.35,1.44,15.52,17.21,14.78,18.08,15.73,17.54,15.58,19.09,3,3,3,2,0,11.73,12.22,6,
51335,9/22/1999,21.10.175,36.10.112,21,10175,36,10112,8,1,2,3/31/2000,125,5.16,6.02,5.11,4.75,3.94,3.65,3.36,6.75,3.16,2.65,1.5,1.48,1.58,15.34,18.38,16.26,20.28,17.53,21.17,18.38,21.78,3,3,3,2,0,,,,
51336,9/22/1999,24.10.077,69.10.034,24,10077,69,10034,9,1,1,2/15/2000,80,5.25,6.94,4.89,5.02,3.85,3.92,4.38,7.73,3.57,3.54,1.87,1.97,1.94,19.88,20.95,19.57,25.58,21.95,25.25,21.64,27.45,3,3,3,3,0,11.24,11.56,6,
51336,9/22/1999,24.10.077,69.10.034,24,10077,69,10034,9,1,2,2/23/2000,88,7.16,8.45,7.72,5.27,5.18,4.2,3.41,7.31,3.76,3.04,1.43,1.63,1.64,19.37,22.23,18.93,26.06,21.23,25.53,21.72,27.92,2,3,3,4,0,,,,
51338,9/24/1999,19.10.172,26.10.103,19,10172,26,10103,1,1,1,3/9/2000,103,4.53,6.87,5.23,4.7,4.23,3.86,4.04,7.82,3.67,3.28,1.6,1.53,1.56,18.93,20.69,18.8,24.74,20.45,22.95,20.61,24.38,3,3,3,2,0,12.66,12.28,19,
51338,9/24/1999,19.10.172,26.10.103,19,10172,26,10103,1,1,2,3/20/2000,114,4.76,5.63,4.48,4.24,4.82,4.83,4.51,8.37,3.38,3.39,1.43,1.35,1.36,18.34,19.57,16.74,23.02,19.92,21.59,19.23,22.88,3,3,3,1,0,,,,
51339,9/24/1999,9.10.165,63.10.161,9,10165,63,10161,3,2,1,3/6/2000,100,5.34,7.1,5.38,5.04,3.66,3.41,3.57,6.91,3.26,3.23,1.69,1.57,1.69,18.24,21.15,20,23.78,19.83,24.1,19.11,25.01,3,3,3,3,1,,,,
51339,9/24/1999,9.10.165,63.10.161,9,10165,63,10161,3,1,2,3/6/2000,100,4.81,5.26,5.09,5.01,2.24,3.64,4.01,7.51,3.1,3.35,1.46,1.55,1.43,16.51,19.05,16.08,20.4,18.53,21.85,17.92,21.81,3,3,2,2,1,,,,"add part gl R 1,52x1,4"
51340,9/24/1999,68.10.089 ,27.10.181,68,10089,27,10181,5,1,1,2/8/2000,73,4.87,5.56,4.45,4.8,6.68,4.05,3.37,6.99,2.88,2.73,1.39,1.4,1.34,18.08,22.45,19.51,22.87,22.37,25.99,20.72,24.24,3,3,3,4,0,10.79,11.15,19,
51340,9/24/1999,68.10.089 ,27.10.181,68,10089,27,10181,5,1,2,2/23/2000,88,5.21,6.73,5.89,5.38,3.72,3.73,3.8,7.16,3.26,3.07,1.65,1.54,1.51,17.79,18.95,17.34,20.84,19.56,23.19,18.46,21.17,3,3,3,3,0,,,,
51341,9/24/1999,23.10.188,23.10.188,23,10188,23,10188,2,2,1,3/20/2000,114,5.4,5.87,3.98,4.03,6.38,5.35,3.72,7.87,3.94,3.98,1.47,1.58,1.55,17.66,20.48,18.9,24.74,18.7,22.11,18.19,24.93,3,3,3,2,1,14.27,13.35,19,
51341,9/24/1999,23.10.188,23.10.188,23,10188,23,10188,2,1,2,3/28/2000,122,5.37,5.12,4.02,4.43,4.08,3.5,4.74,7.13,4.03,3.05,1.47,1.44,1.46,16.92,19.53,17.23,25.01,17.41,20.52,17.2,22.99,3,3,3,1,1,,,,
51342,9/24/1999,27.10.181,65.10.131,27,10181,65,10131,5,1,1,3/29/2000,123,4.65,4.28,3.95,5.06,4.13,3.77,3.97,7.08,3.34,3.55,1.57,1.68,1.58,17.36,19.96,16.69,20.84,18.82,22.5,18.84,23.15,3,3,3,2,0,16.43,16.76,19,
51342,9/24/1999,27.10.181,65.10.131,27,10181,65,10131,5,1,2,4/3/2000,128,4.45,5.42,3.52,4.61,2.34,4.03,4.36,7.21,3.19,3.17,1.42,1.68,1.48,14.36,16.79,15.27,19.27,15.42,19.53,16.37,20.3,3,3,3,2,0,,,,
51343,9/24/1999,24.10.077,24.10.077,24,10077,24,10077,9,1,1,3/14/2000,108,4.72,5.5,3.98,4.52,3.58,3.31,3.17,6.5,3.11,2.98,1.44,1.41,1.45,15.95,18.72,15.55,20.57,16.94,20.67,16.68,20.16,2,3,3,1,1,13.6,12.99,19,
51343,9/24/1999,24.10.077,24.10.077,24,10077,24,10077,9,1,2,3/21/2000,115,4.75,4.88,4.43,5.49,2.5,3.88,3.39,7.03,2.98,3.06,1.67,1.57,1.56,17.81,20.33,17.94,23.07,18.34,21.46,18.69,25.05,3,3,3,1,1,,,,
51344,9/24/1999,28.10.183,63.10.161,28,10183,63,10161,3,2,1,3/21/2000,115,4.98,6.25,5.29,4.76,3.51,3.54,3.62,6.83,3.14,2.96,1.34,1.46,1.34,18.39,21.56,17.91,22.5,20.18,23.74,20.07,23.07,3,3,3,2,0,15.27,14.78,19,
51344,9/24/1999,28.10.183,63.10.161,28,10183,63,10161,3,3,2,3/29/2000,123,4.96,6.06,5.87,4.82,5.6,3.82,3.93,7.53,3.92,3.59,1.47,1.51,1.38,18.5,21.73,17.23,23.68,20.11,24.07,20.7,25.54,3,3,3,2,0,,,,
51345,9/24/1999,28.10.183,63.10.161,28,10183,63,10161,3,2,1,4/8/2000,133,4.12,4.51,4.41,4.43,4.82,3.95,3.35,6.95,2.6,2.37,1.13,1.22,1.1,14.61,15.21,13.38,18.16,14.71,16.2,14.11,17.57,3,3,3,2,0,14.46,14.27,19,
51345,9/24/1999,28.10.183,63.10.161,28,10183,63,10161,3,2,2,9/17/2000,295,5.16,6.07,4.24,4.87,4.05,3.72,3.93,7.24,3.7,3.26,1.72,1.66,1.65,17.94,19.86,17.7,22.32,16.71,20.27,17.96,21.55,3,3,3,2,0,,,,
51347,9/26/1999,38.10.185,59.10.030,38,10185,59,10030,2,2,1,3/16/2000,110,4.56,5.05,3.79,5.39,3.85,4.45,3.87,7.48,3.33,3.2,1.64,1.56,1.55,18.11,19.61,16.89,22.74,17.92,20.88,18.29,21.79,3,3,3,3,0,13.11,12.22,13,
51347,9/26/1999,38.10.185,59.10.030,38,10185,59,10030,2,1,2,3/27/2000,121,4.66,4.66,4.11,3.93,2.49,3.66,3.59,6.46,2.83,2.87,1.23,1.38,1.29,13.92,15.54,13.84,17.37,13.68,16.68,13.78,17.32,3,3,3,2,0,,,,
51348,9/26/1999,13.10.170,63.10.161,13,10170,63,10161,3,1,1,3/30/2000,124,5.13,5.87,4.18,5.16,4.01,3.52,3.77,6.56,2.82,3.09,1.1,1.17,1.18,17.81,19.53,16.88,22.18,18.45,20.46,18.1,21.62,3,3,3,1,0,13.96,13.89,13,
51348,9/26/1999,13.10.170,63.10.161,13,10170,63,10161,3,2,3,3/6/2000,100,4.5,6.38,4.39,5.05,4.16,3.06,3.84,6.3,1.99,2.57,1.34,1.29,1.32,17.37,19.34,16.22,20.17,17.39,20.63,18,20.58,3,3,2,1,0,,,,
51349,9/26/1999,76.10.197,36.10.112,76,10197,36,10112,8,1,1,4/4/2000,129,4.23,5.17,4.58,4.02,2.94,3.02,2.99,5.73,2.39,2.34,1.36,1.47,1.37,13.26,14.49,13.73,17.54,13.33,15.66,14.43,17.34,3,3,3,2,0,11.16,11.2,13,
51349,9/26/1999,76.10.197,36.10.112,76,10197,36,10112,8,2,2,4/8/2000,133,3.49,5.76,4.24,4.36,3.02,3.38,3.76,6.72,2.95,3.06,1.37,1.42,1.46,13.43,13.96,13.97,16.28,14.4,15.66,14.19,16.81,3,3,1,2,0,,,,
51350,9/26/1999,83.10.075,26.10.103,83,10075,26,10103,1,3,1,2/7/2000,72,5.03,5.51,4.87,4.77,6.15,3.27,3.66,6.97,3.21,2.89,1.42,1.32,1.41,18.81,22.71,19.33,22.13,20.16,24.89,20.9,23.58,3,3,3,3,0,13.02,13.04,13,
51350,9/26/1999,83.10.075,26.10.103,83,10075,26,10103,1,1,2,2/23/2000,88,5.46,6.79,5.72,5.57,4.2,3.81,4.32,7.84,3.75,3.91,1.8,1.82,1.8,20.5,23.56,22.43,24.63,22.61,25.98,21.66,25.6,3,3,3,4,0,,,,1 add. St. fl. Gl. R
51351,9/26/1999,14.10.054,38.10.185,14,10054,38,10185,2,1,1,3/13/2000,107,4.35,5.03,3.91,4.99,3.12,4.29,3.39,7.2,3.13,3.02,1.37,1.44,1.39,18.26,19.58,17.37,20.79,17.8,20.52,17.96,19.65,3,3,3,2,0,12.84,12.99,13,1 add. St. fl. Gl. L
51351,9/26/1999,14.10.054,38.10.185,14,10054,38,10185,2,1,2,3/21/2000,115,4.65,4.58,4.04,4.55,2.83,2.96,3.08,5.92,2.88,2.83,1.33,1.36,1.3,14.81,16.99,15.82,18.52,15.79,18.84,16.52,20.21,3,3,3,2,0,,,,
51353,9/26/1999,76.10.197,36.10.112,76,10197,36,10112,8,1,1,3/24/2000,118,3.86,6.02,3.75,5.48,2.7,3.48,3.77,6.62,3.33,2.69,1.54,1.54,1.53,15.71,16.62,15.63,19.59,16.23,18.12,16.27,19.34,3,3,3,2,0,9.05,9.66,13,
51353,9/26/1999,76.10.197,36.10.112,76,10197,36,10112,8,1,2,4/5/2000,130,3.71,5.06,4.28,4.7,2.02,3.42,3.45,6.45,2.78,2.02,1.38,1.41,1.43,14.36,15.12,14.26,17.66,16.43,17.96,15.65,18.86,3,3,3,3,0,,,,
51354,9/26/1999,76.10.197,21.10.175,76,10197,21,10175,8,3,1,2/2/2000,67,3.95,4.77,3.74,4.7,2.56,3.36,2.94,6.02,2.39,2.24,1.21,1.07,1.24,18.11,20.39,16.77,20.22,17.01,20.71,16.91,18.5,1,3,2,1,0,12.6,12.23,13,
51354,9/26/1999,76.10.197,21.10.175,76,10197,21,10175,8,1,2,3/20/2000,114,4.09,4.48,4.05,4.4,3.17,3.66,3.09,6.25,3.04,2.87,1.36,1.4,1.45,14.61,16.01,15.24,18.53,15.97,17.71,14.93,18.06,3,3,3,1,0,,,,
51355,9/26/1999,69.10.034,5.10.207,69,10034,5,10207,9,1,1,3/9/2000,103,3.74,4.97,3.89,4.1,4.44,3.87,3.87,7.3,2.68,2.61,1.44,1.53,1.46,19.02,20.9,18.56,21.63,20.54,23.63,20.18,22.94,3,3,3,3,0,15.05,14.07,13,
51355,9/26/1999,69.10.034,5.10.207,69,10034,5,10207,9,1,2,3/20/2000,114,3.6,5.87,4.83,5.3,3.42,4.04,4.19,7.95,3.4,3.73,1.57,1.72,1.63,19.05,20.94,18.71,23.59,19.17,23.52,19.19,24.95,3,3,3,3,0,,,,
51356,9/26/1999,44.10.118,69.10.034,44,10118,69,10034,9,1,1,3/6/2000,100,4.17,5.06,3.91,5.21,3.89,2.88,4.11,6.56,2.68,3.1,1.09,1.18,1.2,15.38,17.17,15.87,19.77,16.51,19.85,16.35,19.77,3,3,3,1,0,13.23,13.64,13,
51356,9/26/1999,44.10.118,69.10.034,44,10118,69,10034,9,1,2,3/21/2000,115,5.27,5.6,5.19,4.65,3.7,3.15,2.9,5.71,2.87,2.49,1.41,1.42,1.36,15.54,16.76,15.1,18.93,15.66,18.06,16.33,18.86,3,3,3,2,0,,,,
51358,9/26/1999,12.10.167,23.10.188,12,10167,23,10188,2,2,1,2/25/2000,90,4.36,5.14,4.69,4.29,3.23,3.45,3.71,7.01,3.28,3.59,1.43,1.38,1.32,16.62,17.73,16.71,22.16,16.5,20.68,15.39,21.51,3,3,3,3,0,17.21,17.27,13,
51358,9/26/1999,12.10.167,23.10.188,12,10167,23,10188,2,1,2,3/2/2000,96,4.68,5.66,4.71,4.92,3.59,3.52,4.1,6.88,3.14,3.45,1.46,1.49,1.49,16.59,19.06,17.67,23.42,17.2,20.28,17.93,22.97,3,3,3,2,0,,,,
51359,9/26/1999,33.10.083,33.10.083,33,10083,33,10083,4,3,1,3/17/2000,111,4,4.73,3.4,5,2.87,3.36,3.57,7.05,3.15,2.94,1.61,1.61,1.6,14.55,16.08,14.14,19.54,15.7,17.77,16.15,19.4,3,3,3,2,1,13.41,13.66,13,
51359,9/26/1999,33.10.083,33.10.083,33,10083,33,10083,4,3,2,3/24/2000,118,4.6,6.06,4.32,5.1,3.54,3.64,3.65,6.71,3.23,3.12,1.63,1.52,1.61,16.75,18.05,16.94,21.86,17.39,20.23,17.03,21.12,3,3,3,2,1,,,,
51360,9/26/1999,76.10.197,21.10.175,76,10197,21,10175,8,1,1,2/25/2000,90,4.85,5.23,4.19,4.72,3.36,2.93,2.98,5.82,2.25,2.72,1.02,1.12,1.17,16.52,20,18.13,21.38,18.25,22.54,19.36,21.53,3,2,3,2,0,,,,
51360,9/26/1999,76.10.197,21.10.175,76,10197,21,10175,8,2,2,3/30/2000,124,4.99,6.07,3.65,5.79,4.06,3.13,2.8,5.72,1.99,1.89,1.43,1.37,1.42,17.56,20.49,17.92,20.64,18.15,22.41,18.5,20.19,3,3,3,1,0,,,,
51361,9/26/1999,44.10.118,69.10.034,44,10118,69,10034,9,1,1,1/19/2000,53,4.05,4.84,3.9,4.63,4.55,4.2,3.67,7.14,2.75,2.68,1.43,1.26,1.18,16.92,18.21,17.16,19.64,14.76,17.92,15.66,16.42,3,3,3,2,0,14.28,14.23,13,
51361,9/26/1999,44.10.118,69.10.034,44,10118,69,10034,9,1,2,2/23/2000,88,5.19,6.24,4.92,5.45,2.83,3.85,4.14,7.38,3.56,3.58,1.6,1.6,1.6,17.3,19.36,17.04,23,15.93,19.31,15.91,21.49,3,3,3,2,0,,,, 3 add. Pist. Fl.
51362,9/26/1999,59.10.030,12.10.167,59,10030,12,10167,2,1,1,1/18/2000,52,4.11,4.94,4.27,4.25,2.75,3.09,3.2,6.12,2.47,2.47,1.16,1.01,1.08,16.7,20.41,16.51,20.96,17.65,20.87,18.11,19.65,3,3,3,2,0,14.76,15.04,13,
51362,9/26/1999,59.10.030,12.10.167,59,10030,12,10167,2,1,2,2/14/2000,79,4.81,4.39,4.5,4.54,2.24,3.26,3.54,6.34,2.6,2.9,1.24,1.19,1.2,20.4,22.23,20.17,23.74,20.08,23.11,20.45,25.14,3,3,3,3,0,,,,
51363,9/26/1999,63.10.161,28.10.183,63,10161,28,10183,3,1,1,1/20/2000,54,5.03,5.44,4,4.03,2.8,2.46,3.22,5.84,2.01,2.48,1.24,1.15,1.3,17.29,20.22,18.15,20.14,17.7,19.39,17.43,19.84,3,3,2,1,0,13.22,13.42,13,
51363,9/26/1999,63.10.161,28.10.183,63,10161,28,10183,3,1,2,2/25/2000,90,4.1,4.79,4.19,4.89,1.71,3.49,4.03,7.29,3.35,3.21,1.37,1.26,1.2,15.49,16.22,15.58,19.28,15,18.65,15.32,18.92,3,3,3,2,0,,,,
51364,9/26/1999,82.10.133,58.10.029,82,10133,58,10029,4,1,1,2/8/2000,73,4.22,4.34,3.78,4.22,4.14,3.08,4.32,6.67,2.84,3.39,1.16,1.11,1.11,16.49,18.54,16.04,18.4,16.49,20.53,17.3,18.23,3,0,3,2,0,13.17,15.01,13,
51364,9/26/1999,82.10.133,58.10.029,82,10133,58,10029,4,2,2,2/25/2000,90,4.96,5.94,4.42,4.84,4.24,3.54,3.74,6.91,3.58,3.77,1.4,1.49,1.49,19,21.98,19.13,22.54,18.98,22,18.25,21.45,3,3,3,1,0,,,,3 add.pist. Fl. 
51365,9/26/1999,41.10.020,6.10.069,41,10020,6,10069,7,1,1,3/2/2000,96,4.38,5.45,3.88,5.08,3.18,3.04,3.19,6.13,2.66,2.62,1.26,1.24,1.27,14.59,19.25,16.5,19.02,17.36,20.74,17.43,18.81,3,3,3,2,0,,,,
51365,9/26/1999,41.10.020,6.10.069,41,10020,6,10069,7,1,2,3/31/2000,125,3.62,4.44,3.72,5.65,3.58,3.54,3.7,6.68,3.01,2.35,1.51,1.36,1.32,14.7,16.87,12.89,17.84,15.72,18.41,16.1,18.74,3,3,3,1,0,,,,
51366,9/26/1999,56.10.191,41.10.020,56,10191,41,10020,7,1,1,2/16/2000,81,4.02,5.74,3.8,4.9,3.17,4.31,3.7,6.78,3.1,3.41,1.27,1.39,1.34,16.97,19.16,17.91,20.18,17.06,21.18,17.36,21.05,3,3,3,3,0,13.72,13.72,13,1 add st. fl. Gld. R
51366,9/26/1999,56.10.191,41.10.020,56,10191,41,10020,7,1,2,2/23/2000,88,4.52,5.48,4.26,4.85,3.5,3.35,3.65,6.5,2.89,2.96,1.46,1.35,1.42,15.57,18.52,16.51,20.81,17.08,20.06,17.51,21.4,3,3,3,3,0,,,,
